cnt,mean_score_2022,mean_escs_2022,log_gdp_pc,published,harmonized,mismatch
AUS,498.050939776606,0.379366600098662,11.0025852720149,-20.6140273008805,-2.51212452410567,-18.1019027767748
AUT,480.405847222661,0.0690673583851902,11.0927698653021,-30.4302542650526,-14.4323166812832,-15.9979375837694
BEL,478.852668278236,0.0828763345344358,11.044567313934,-31.2556277124576,-16.0754780796471,-15.1801496328105
CAN,507.132895822677,0.381102083434959,10.9782020499208,-17.498875234888,-3.8645998280287,-13.6342754068593
CHL,447.978957396702,-0.508649292714337,10.2941926449245,-4.44453695784932,8.38356129559622,-12.8280982534455
COL,408.665026343327,-1.06512486660668,9.82329221779449,-12.9257014632358,-5.76865506857564,-7.15704639466016
CZE,488.603668460371,-0.104086068874434,10.7870621335661,-30.5445871088319,-13.9588622437869,-16.585724865045
DNK,488.800990701235,0.476077739419443,11.1431575994332,-15.4695671583179,1.61695016031678,-17.0865173186347
EST,511.030331643928,0.15072518810964,10.6718493347325,-4.38360522720558,8.07840605357217,-12.4620112807778
FIN,490.217684813536,0.258482836793759,10.9520041740732,-16.3846771361334,1.34449965799922,-17.7291767941326
FRA,473.852158031199,0.000185390793041152,10.8906805217229,-23.3244070473873,-7.59723182332249,-15.7271752240648
DEU,479.794024754574,-0.13699001801812,11.0631624706567,2.31344876344912,13.2434249374585,-10.9299761740094
GRC,438.44062522535,-0.154869593520961,10.4864898925689,-9.84114435937335,3.2185711839511,-13.0597155433245
HUN,472.97472593736,0.00297822717063949,10.6117935341305,-34.8753015540512,-23.7284444843007,-11.1468570697505
ISL,435.922994554554,0.378105123799279,11.106178197949,-18.484924548497,2.24689763727935,-20.7318221857763
IRL,516.009975308263,0.332979137138496,11.7200004169504,-5.02475190632072,4.70552121144198,-9.7302731177627
ISR,473.832698209354,0.279956996073666,10.7817100722593,-53.2733153731927,-24.664698381335,-28.6086169918577
ITA,481.598277829894,-0.100210476253157,10.8653886828036,-0.571796525655429,10.3917198895189,-10.9635164151743
JPN,515.854613750259,-0.00682502170976177,10.7540520846853,-8.39970928826858,12.5083281535979,-20.9080374418665
KOR,515.415392100998,0.224385685498613,10.8823511918482,-20.9479308963103,-8.00939043103853,-12.9385404652718
LVA,474.568650734784,-0.00948252342791962,10.5379115313861,-25.5296849806654,-15.5023947664653,-10.0272902142001
LTU,471.834229943843,0.0522950661242306,10.7502694525196,-27.3215398464095,-10.2847305363399,-17.0368093100696
MEX,415.358962146903,-0.952437325571647,9.97076563186832,-10.2529645637643,-3.60386382866744,-6.64910073509686
NLD,459.242908056442,0.253460782280093,11.1749886607144,-9.36340869995928,-3.13088850202115,-6.23252019793813
NZL,500.853010955696,0.219063599197657,10.8166330339601,-16.525130226553,-0.592362378926623,-15.9327678476264
NOR,476.523877753925,0.52149711448132,11.4627875046175,-10.9028342074857,5.55151491027755,-16.4543491177633
POL,488.713629062906,-0.105140685151639,10.6783304179976,-21.5799223981584,-4.50484142720308,-17.0750809709553
PRT,476.58861113023,-0.226355259943461,10.623054174663,-9.01118101026066,-0.0290151993792733,-8.98216581088139
SVK,446.860607404528,-0.302996663847978,10.5622758072207,-15.581052086994,4.47718485002736,-20.0582369370214
SVN,468.536012699349,0.225808263835106,10.759155002758,-21.7610470394739,2.02424405234314,-23.785291091817
ESP,474.307112423823,-0.0331994972649325,10.7522161242117,-17.988453835887,-3.27707786507847,-14.7113759708085
SWE,486.975155789144,0.326591020590031,11.043633585968,-17.973640918373,0.718654362039501,-18.6922952804125
CHE,483.331733955857,0.169166744118688,11.3593345957898,-37.7407350334115,-19.1677147430457,-18.5730202903658
TUR,456.084040724752,-1.18544304825989,10.4199217529435,3.22689124932998,12.1783804434552,-8.95148919412522
GBR,494.404626008591,0.13638065860924,10.8963645870374,-18.0522906329865,-4.88470007663148,-13.167590556355
USA,503.937573657052,0.0561628685744663,11.1958659789375,4.47112581770472,22.7418735810104,-18.2707477633057
