index,cnt,n_systems,Q1_2022,Q1_2025,Q1_change,Q1_se,Q2_2022,Q2_2025,Q2_change,Q2_se,Q3_2022,Q3_2025,Q3_change,Q3_se,Q4_2022,Q4_2025,Q4_change,Q4_se,Q2-Q1_2022,Q2-Q1_2025,Q2-Q1_change,Q2-Q1_se,Q3-Q1_2022,Q3-Q1_2025,Q3-Q1_change,Q3-Q1_se,Q4-Q1_2022,Q4-Q1_2025,Q4-Q1_change,Q4-Q1_se,Q3-Q2_2022,Q3-Q2_2025,Q3-Q2_change,Q3-Q2_se,Q4-Q2_2022,Q4-Q2_2025,Q4-Q2_change,Q4-Q2_se,Q4-Q3_2022,Q4-Q3_2025,Q4-Q3_change,Q4-Q3_se
homepos_recodes3,AUS,36,451.306989277119,444.311450259495,-6.99553901762408,4.26468244452219,483.244839655137,477.507620919154,-5.73721873598248,3.76668956271346,502.024592219276,493.909146654735,-8.11544556454089,3.8388281770339,515.582257025072,501.315722096859,-14.266534928213,3.95519373929881,31.937850378018,33.1961706596596,1.2583202816416,4.49380589026568,50.7176029421577,49.5976963952409,-1.11990654691681,4.54684771875374,64.2752677479537,57.0042718373647,-7.27099591058897,4.91797928887538,18.7797525641397,16.4015257355813,-2.37822682855841,4.06460434952541,32.3374173699357,23.8081011777051,-8.52931619223057,4.15182794373466,13.557664805796,7.40657544212382,-6.15108936367216,4.09914889143401
homepos_recodes3,AUT,36,436.024130065173,434.014538025923,-2.00959203925032,6.20591756571071,486.568048626842,473.72279364041,-12.8452549864317,4.97895646327228,511.796684056303,497.172340921542,-14.6243431347612,4.73949561573934,517.935863915443,505.592829206511,-12.343034708932,4.34553706959118,50.5439185616693,39.7082556144879,-10.8356629471814,5.80528639036182,75.7725539911298,63.157802895619,-12.6147510955109,6.05798647967478,81.9117338502699,71.5782911805882,-10.3334426696817,6.85180001022994,25.2286354294606,23.4495472811311,-1.77908814832949,5.48069947865423,31.3678152886006,31.8700355661003,0.502220277499703,5.70034492529045,6.13917985914003,8.42048828496922,2.2813084258292,5.17020413966358
homepos_recodes3,BEL,36,435.796597246624,431.222109992687,-4.57448725393658,6.18706738260775,484.084944167266,476.577028535265,-7.50791563200136,5.28803601277798,510.964413742047,498.45987241399,-12.5045413280571,4.77855789004448,526.99282144559,518.325675639364,-8.66714580622579,4.98250525620769,48.2883469206419,45.3549185425771,-2.93342837806478,5.67421600279562,75.1678164954233,67.2377624213028,-7.93005407412051,6.72194735710507,91.1962241989656,87.1035656466764,-4.09265855228921,7.31825422888207,26.8794695747815,21.8828438787257,-4.99662569605573,5.31461412718469,42.9078772783237,41.7486471040993,-1.15923017422443,6.19978841871533,16.0284077035423,19.8658032253736,3.8373955218313,5.44708299957623
homepos_recodes3,CAN,36,469.466602300764,456.981885597587,-12.4847167031767,4.23928569623427,495.554537953816,487.876127290684,-7.67841066313179,3.52552388223009,510.586082292994,502.703799487279,-7.88228280571514,3.83985478187898,516.307626717498,503.754050468827,-12.5535762486711,4.04785073571932,26.0879356530518,30.8942416930967,4.80630604004489,4.07872957920669,41.1194799922303,45.7219138896918,4.60243389746154,4.68674269867388,46.8410244167337,46.7721648712393,-0.0688595454944334,5.19437131220765,15.0315443391784,14.8276721965951,-0.20387214258335,4.3420100496043,20.7530887636819,15.8779231781426,-4.87516558553932,4.55372903987901,5.72154442450346,1.05025098154749,-4.67129344295597,4.35655226618706
homepos_recodes3,CHE,36,458.823964207322,458.592779532834,-0.231184674488418,4.95703788474119,497.987668792982,495.32732213743,-2.66034665555162,4.90916975935904,525.329907585655,517.403366199783,-7.92654138587159,5.77930740680833,550.026522096596,529.091562726375,-20.9349593702208,5.32792618511511,39.1637045856597,36.7345426045965,-2.4291619810632,5.5241529937564,66.5059433783324,58.8105866669492,-7.69535671138317,6.45636044172068,91.2025578892738,70.4987831935415,-20.7037746957324,6.4466661559922,27.3422387926727,22.0760440623527,-5.26619473031997,6.01721228739225,52.0388533036141,33.764240588945,-18.2746127146692,5.96995625211049,24.6966145109415,11.6881965265923,-13.0084179843492,6.92943894346255
homepos_recodes3,CHL,36,381.785008438493,375.041801953122,-6.74320648537105,4.12954524729315,404.764870670416,394.480636410513,-10.2842342599022,4.55616577061096,422.096629080703,408.955185170077,-13.1414439106256,4.71360882276213,444.345597379642,438.129876192491,-6.21572118715034,4.78196006837388,22.9798622319222,19.438834457391,-3.54102777453119,4.53644759964949,40.3116206422092,33.9133832169546,-6.39823742525459,5.42560539386649,62.5605889411482,63.088074239369,0.527485298220711,5.59848017599492,17.331758410287,14.4745487595636,-2.85720965072341,5.13304155882058,39.580726709226,43.6492397819779,4.0685130727519,5.38869808733061,22.248968298939,29.1746910224143,6.9257227234753,5.30057533730132
homepos_recodes3,COL,36,351.191804859496,348.158817271867,-3.03298758762952,4.10679393051374,365.656784385273,368.076255249235,2.41947086396254,4.71932455249226,391.263179455048,390.194675751709,-1.06850370333888,6.08899877799332,427.473773973104,423.384476166801,-4.08929780630211,7.80882230797544,14.4649795257763,19.9174379773684,5.45245845159207,4.70331507208646,40.0713745955518,42.0358584798425,1.96448388429064,6.23782860730337,76.281969113607,75.2256588949344,-1.05631021867259,8.38094123747659,25.6063950697755,22.1184205024741,-3.48797456730142,5.08355025387733,61.8169895878307,55.3082209175661,-6.50876867026466,7.57872976561401,36.2105945180552,33.189800415092,-3.02079410296324,7.04792123022284
homepos_recodes3,CZE,36,442.343831675422,432.872368050546,-9.47146362487598,5.191653337724,485.625754234466,475.666478993886,-9.95927524057964,4.77489965660121,503.320143783114,491.314094192752,-12.0060495903615,5.03987316316079,515.589193501662,509.051164769286,-6.53802873237606,4.60740583992159,43.2819225590434,42.7941109433398,-0.487811615703663,5.29745093060653,60.9763121076915,58.4417261422059,-2.53458596548552,6.1546247098663,73.2453618262402,76.1787967187401,2.93343489249992,6.27622184964728,17.694389548648,15.6476151988662,-2.04677434978186,5.0177192455056,29.9634392671968,33.3846857754003,3.42124650820358,5.07891425038561,12.2690497185487,17.7370705765342,5.46802085798544,5.24003725970154
homepos_recodes3,DEU,36,427.141775182049,414.197334236196,-12.9444409458538,6.5768843838876,473.013827334028,460.555601262565,-12.4582260714634,6.98646251787339,500.871334664239,491.744852192173,-9.12648247206675,5.38581669251424,515.394713529094,510.235299778677,-5.15941375041689,5.19934763249718,45.8720521519786,46.358267026369,0.486214874390441,6.65220850643999,73.7295594821901,77.5475179559771,3.81795847378709,6.73158403478487,88.2529383470445,96.0379655424815,7.78502719543695,7.51730664763842,27.8575073302115,31.1892509296081,3.33174359939665,6.14660616742269,42.380886195066,49.6796985161125,7.29881232104651,7.37748504095772,14.5233788648545,18.4904475865043,3.96706872164987,6.01987967740874
homepos_recodes3,DNK,36,459.434514288144,442.342921842624,-17.0915924455197,5.20107128342362,489.492020835276,473.073951884899,-16.4180689503768,4.45990727669262,505.539472816987,488.004097148899,-17.5353756680878,4.96307290467327,506.173872013462,485.510436752515,-20.663435260947,4.72973161124945,30.057506547132,30.7310300422749,0.673523495142888,5.786497963924,46.1049585288426,45.6611753062745,-0.443783222568072,5.97530315194359,46.7393577253177,43.1675149098904,-3.57184281542726,5.84218834361278,16.0474519817106,14.9301452639996,-1.11730671771096,6.26478680399536,16.6818511781857,12.4364848676155,-4.24536631057015,5.77916843131914,0.634399196475101,-2.49366039638409,-3.12805959285919,6.36136456411809
