index,label,n_systems,y2015,se2015,y2018,se2018,y2022,se2022,y2025,se2025
escs,"ESCS, published",34,86.9056433345553,0.852934789228077,86.1266990680325,0.881672708105051,96.6142697658827,0.898125777957004,83.799048581645,0.96180342258153
escs_h4,"ESCS, harmonized (four cycles)",34,84.1340921930983,0.835104352255187,81.7405923369738,0.87134245319956,87.2847801508362,0.888609564359411,89.2350229802909,0.940736075060392
escs_mean4,"ESCS, harmonized (four cycles), no imputation",34,84.6605649227871,0.833138381847335,82.095732219506,0.880508996364702,87.7929462846582,0.884762961072613,90.1781997494487,0.947750843118566
escs_pca4,"ESCS, harmonized (four cycles), principal component",34,84.1101727209764,0.828381214462961,82.2524133509961,0.868488307327395,88.1539076260421,0.886322772250916,91.1600555638407,0.94676131669683
homepos,"HOMEPOS, published",34,72.5434358695345,0.828787431783961,71.658339299773,0.866852604876357,93.6446501343298,0.898935424246437,54.0529510831856,0.907068735895854
homepos_h4,"HOMEPOS, harmonized (four cycles)",34,61.1304133360255,0.817069576609523,59.7923571702871,0.860535376737435,71.2270647812603,0.874403083458522,67.2068988179636,0.860287211520292
hisei,HISEI,34,76.8489249989339,0.830260735028792,74.4615543817416,0.832739730837364,77.5778685997448,0.853320702214563,76.2915732497508,0.884359849472063
pared_c,PARED (common scale),34,50.3595428389762,0.811216055931774,48.849780116857,0.827618208927814,46.4790572126668,0.807703448999768,59.7260618505729,0.812186005509522
books,Books at home (six categories),34,96.2275436667521,0.812765029486466,91.7803556087579,0.814746741567949,98.2833304823362,0.867455264753368,96.2466517039637,0.881838015624477
