rule,n_systems,gap_2022,gap_2025,change,se,narrows_in
Occupation: HISEI >= 60 vs < 35,36,68.2381138941556,68.5242556944719,0.286141800316329,1.05079863273447,16
Education: tertiary vs 12 years or fewer,36,44.6312557984198,54.3174654099831,9.68620961156324,0.952279191262321,6
Books: more than 100 vs 25 or fewer,36,87.3109041670852,84.4512346608286,-2.85966950625652,1.05001704954581,24
Books: more than 100 vs 25 or fewer (with CRI),37,86.1420575236111,83.5271674534814,-2.61489007012978,1.06908187438616,24
Possessions: top vs bottom quartile of the fixed 16-item score,36,73.9049274314368,68.2925407728213,-5.61238665861549,1.41960914354011,28
Occupation and books,36,117.893501498043,113.683314349659,-4.21018714838351,1.42265882463445,28
"Occupation, education and books",36,120.984349723061,117.981913467722,-3.00243625533892,1.66304089868768,22
