q_pub,1,2,3,4
1,19.5611637628174,4.91350082493505,0.519942868794476,0.013450146486894
2,5.09517925020736,13.5313990755098,5.75580675435888,0.617893109807861
3,0.352811090298933,6.29547886518508,13.678178947791,4.67219032651347
4,0.00208719605044128,0.260244168234431,5.04144545229918,19.6892281607097
