wave,change_quartile_pct,pubQ4_still_Q4_pct,pubQ1_still_Q1_pct,r_within_country_unweighted,r_within_country_weighted
2022,33.7761010097973,78.5048942649581,78.0746911762077,0.909512517795832,0.908653813380891
2025,25.0966557644889,84.3610668143638,84.2768574205033,0.951845769879301,0.952070882349708
