index,cnt,n_systems,Q1_2022,Q1_2025,Q1_change,Q1_se,Q2_2022,Q2_2025,Q2_change,Q2_se,Q3_2022,Q3_2025,Q3_change,Q3_se,Q4_2022,Q4_2025,Q4_change,Q4_se,Q2-Q1_2022,Q2-Q1_2025,Q2-Q1_change,Q2-Q1_se,Q3-Q1_2022,Q3-Q1_2025,Q3-Q1_change,Q3-Q1_se,Q4-Q1_2022,Q4-Q1_2025,Q4-Q1_change,Q4-Q1_se,Q3-Q2_2022,Q3-Q2_2025,Q3-Q2_change,Q3-Q2_se,Q4-Q2_2022,Q4-Q2_2025,Q4-Q2_change,Q4-Q2_se,Q4-Q3_2022,Q4-Q3_2025,Q4-Q3_change,Q4-Q3_se,domain,calibration
homepos_recodes3,OECD35,35,436.144603380175,429.697799052895,-6.44680432728069,1.51642822271614,471.523950961007,463.133186713131,-8.39076424787572,1.49455315359692,490.432885923586,481.193143681392,-9.2397422421945,1.51716721166245,504.429724816029,493.944071315219,-10.4856535008099,1.56243328450494,35.3793475808312,33.4353876602361,-1.94395992059503,1.0023734182193,54.2882825434107,51.4953446284969,-2.79293791491381,1.10089350252147,68.2851214358531,64.2462722623239,-4.03884917352923,1.23031134570722,18.9089349625796,18.0599569682608,-0.848977994318773,0.984297510334566,32.905773855022,30.8108846020878,-2.09488925293419,1.06796958486443,13.9968388924424,12.750927633827,-1.24591125861542,1.06268454376082,math,official_recodes_pooled_fit
homepos_recodes3,OECD34_without_NLD,34,436.034308506961,429.359300859628,-6.67500764733279,1.51629162383429,470.775482263721,462.40651676853,-8.36896549519128,1.49913445707647,489.711481404201,480.57790501727,-9.13357638693162,1.52326160442352,503.810780499412,493.542723645193,-10.2680568542189,1.5695817461216,34.7411737567602,33.0472159089017,-1.69395784785849,1.01318668259383,53.6771728972405,51.2186041576417,-2.45856873959883,1.10885504513527,67.7764719924515,64.1834227855654,-3.59304920688606,1.24061524398136,18.9359991404803,18.17138824874,-0.764610891740347,0.994633033485503,33.0352982356913,31.1362068766637,-1.89909135902758,1.08044399756721,14.099299095211,12.9648186279238,-1.13448046728723,1.07230123773677,math,official_recodes_pooled_fit
homepos_recodes10,OECD35,35,437.133938035862,430.810474862428,-6.32346317343422,1.51024752248943,472.001524536971,463.780476243237,-8.22104829373467,1.49773499863057,490.874982090132,481.666359686833,-9.2086224032987,1.51818756112074,504.8490278714,494.400773361733,-10.4482545096666,1.55910898976476,34.867586501109,32.9700013808085,-1.89758512030045,1.00348108500573,53.7410440542692,50.8558848244047,-2.88515922986448,1.09610902846314,67.7150898355372,63.5902984993048,-4.12479133623242,1.21650645414172,18.8734575531602,17.8858834435962,-0.987574109564036,0.992761465439736,32.8475033344282,30.6202971184962,-2.22720621593197,1.07074118819251,13.974045781268,12.7344136749001,-1.23963210636794,1.05860580181075,math,official_recodes_pooled_fit
homepos_recodes10,OECD34_without_NLD,34,437.038970783016,430.021827832899,-7.01714295011766,1.51065125519749,471.258341473551,462.974965030008,-8.28337644354298,1.50241101048631,490.1584371208,480.974475271713,-9.18396184908693,1.52469327756091,504.2339060402,494.027058886106,-10.206847154094,1.56617536963843,34.219370690535,32.9531371971096,-1.26623349342532,1.01432009157433,53.1194663377833,50.952647438814,-2.16681889896927,1.10413081627707,67.1949352571838,64.0052310532075,-3.18970420397631,1.22932671603228,18.9000956472483,17.9995102417043,-0.90058540554395,1.00327131486515,32.9755645666488,31.0520938560978,-1.92347071055099,1.08407714088941,14.0754689194005,13.0525836143935,-1.02288530500704,1.06956480834993,math,official_recodes_pooled_fit
escs_recodes3,OECD35,35,434.813787844788,427.292006860531,-7.52178098425719,1.47236447323815,462.463429261034,457.655623254426,-4.80780600660796,1.48336279745772,489.367568446777,485.14900487723,-4.21856356954646,1.51345010702914,519.565978372774,513.699331739188,-5.86664663358636,1.62301737288472,27.649641416246,30.3636163938952,2.71397497764923,0.963992450986501,54.5537806019884,57.8569980166992,3.30321741471073,1.04663870356961,84.7521905279858,86.4073248786566,1.65513435067084,1.29249339631235,26.9041391857425,27.493381622804,0.5892424370615,0.967486364766691,57.1025491117398,56.0437084847614,-1.05884062697839,1.18410026559419,30.1984099259973,28.5503268619574,-1.6480830640399,1.07610505990177,math,official_recodes_pooled_fit
escs_recodes3,OECD34_without_NLD,34,434.343749790749,426.98922658178,-7.35452320896894,1.47092974463767,462.230690445289,457.21572788378,-5.01496256150841,1.48342379354954,488.533938503748,484.441521615651,-4.09241688809669,1.51959687583582,518.821638106396,512.902008980584,-5.91962912581187,1.63540215140066,27.8869406545402,30.2265013020008,2.33956064746053,0.96772722680339,54.1901887129994,57.4522950338717,3.26210632087225,1.05075453099151,84.4778883156478,85.9127823988048,1.43489408315708,1.30323915186031,26.3032480584592,27.2257937318709,0.922545673411719,0.977289706899959,56.5909476611075,55.6862810968041,-0.904666564303454,1.19799632527533,30.2876996026483,28.4604873649332,-1.82721223771517,1.09063406364416,math,official_recodes_pooled_fit
escs_recodes10,OECD35,35,435.202198504032,427.542842170169,-7.6593563338634,1.46760829315394,462.860709949055,458.198277375034,-4.66243257402061,1.48629544711518,489.522974601422,485.460047323713,-4.06292727770864,1.51831303745127,519.600324560119,513.731217001846,-5.86910755827205,1.61846750394817,27.6585114450222,30.655435204865,2.99692375984279,0.966232510313168,54.3207760973893,57.9172051535441,3.59642905615476,1.04795664045974,84.398126056086,86.1883748316774,1.79024877559135,1.28116901464871,26.6622646523671,27.2617699486791,0.599505296311975,0.985825172567203,56.7396146110638,55.5329396268124,-1.20667498425144,1.19694168511362,30.0773499586967,28.2711696781333,-1.80618028056341,1.07009901654531,math,official_recodes_pooled_fit
escs_recodes10,OECD34_without_NLD,34,434.717607098369,427.019693684735,-7.69791341363356,1.46783627975065,462.683542199541,457.771201943432,-4.91234025610874,1.48377525432935,488.680181834435,484.679104024334,-4.00107781010172,1.52347155237937,518.839400620221,512.948978321704,-5.89042229851691,1.6308415459983,27.9659351011719,30.7515082586967,2.78557315752482,0.965826214500886,53.9625747360664,57.6594103395982,3.69683560353184,1.05111030413922,84.1217935218515,85.9292846369681,1.80749111511665,1.29359755980675,25.9966396348945,26.9079020809015,0.911262446007015,0.990398259301855,56.1558584206796,55.1777763782715,-0.978082042408175,1.20731341112857,30.1592187857851,28.2698742973699,-1.88934448841519,1.08410442433767,math,official_recodes_pooled_fit
homepos_recodes3,OECD35,35,438.931989368164,429.249634803806,-9.68235456435741,1.49111919841805,476.445717405216,463.385464398381,-13.060253006835,1.44910671913165,494.019154592243,479.328425704505,-14.6907288877372,1.47223530884904,504.078808969409,487.962132842786,-16.1166761266227,1.50158869963862,37.5137280370525,34.135829594575,-3.37789844247754,1.12743013774066,55.0871652240791,50.0787909006993,-5.00837432337983,1.21914712272936,65.1468196012454,58.7124980389801,-6.43432156226527,1.32602333069465,17.5734371870266,15.9429613061243,-1.63047588090228,1.10127493949797,27.6330915641929,24.5766684444051,-3.05642311978772,1.15450009608452,10.0596543771663,8.63370713828084,-1.42594723888544,1.17815120677443,read,official_recodes_pooled_fit
homepos_recodes3,OECD34_without_NLD,34,439.815342264753,429.947343140073,-9.86799912467956,1.49264092570257,476.736254968785,463.902691966449,-12.8335630023357,1.4555977871883,494.316248258289,479.88200094935,-14.4342473089396,1.48043797988609,504.596397831699,488.806978333332,-15.7894194983672,1.50907782238401,36.9209127040322,33.9553488263761,-2.96556387765611,1.14115340615694,54.5009059935368,49.9346578092768,-4.56624818426008,1.22940174227071,64.7810555669465,58.8596351932588,-5.92142037368768,1.33723377927593,17.5799932895046,15.9793089829006,-1.60068430660397,1.11663905008129,27.8601428629143,24.9042863668827,-2.95585649603157,1.16661185440802,10.2801495734097,8.92497738398208,-1.35517218942761,1.19270280992694,read,official_recodes_pooled_fit
homepos_recodes10,OECD35,35,440.050810216496,430.346760444065,-9.70404977243135,1.48549364838481,476.891806587105,463.965699887404,-12.9261066997012,1.45187885187846,494.362237522164,479.679383417103,-14.6828541050614,1.47078120286818,504.286741283197,488.348787155333,-15.9379541278635,1.4969124272581,36.8409963706087,33.6189394433388,-3.22205692726988,1.12961358997779,54.311427305668,49.3326229730379,-4.97880433263009,1.21272451893114,64.2359310667005,58.0020267112684,-6.23390435543217,1.31454867862129,17.4704309350593,15.7136835296991,-1.75674740536022,1.10676109007405,27.3949346960919,24.3830872679296,-3.0118474281623,1.15571205919953,9.92450376103255,8.66940373823047,-1.25510002280208,1.16662552327368,read,official_recodes_pooled_fit
homepos_recodes10,OECD34_without_NLD,34,440.955287913637,430.645475706303,-10.3098122073341,1.48725125917445,477.185049206784,464.407664233794,-12.7773849729904,1.45817130132369,494.659125808648,480.16974441396,-14.4893813946876,1.4797741902867,504.802723136322,489.197704127583,-15.6050190087389,1.50392169455471,36.2297612931471,33.7621885274908,-2.46757276565631,1.14309306207325,53.7038378950111,49.5242687076576,-4.17956918735354,1.22445982003113,63.8474352226849,58.55222842128,-5.29520680140485,1.32791578528743,17.474076601864,15.7620801801668,-1.71199642169722,1.12234546606543,27.6176739295378,24.7900398937892,-2.82763403574853,1.16900386607707,10.1435973276738,9.02795971362247,-1.11563761405131,1.18160262415521,read,official_recodes_pooled_fit
escs_recodes3,OECD35,35,437.590839129772,428.640694316009,-8.95014481376228,1.43377709801279,465.946262697239,456.981518431111,-8.96474426612804,1.43665930640783,493.376059453168,483.936946625431,-9.43911282773763,1.47324859387353,521.019646529478,509.539312034681,-11.4803344947964,1.54425079754711,28.3554235674674,28.3408241151016,-0.0145994523657578,1.0921577755523,55.7852203233965,55.2962523094212,-0.488968013975352,1.16499946622335,83.428807399706,80.8986177186719,-2.53018968103413,1.36620344878267,27.4297967559292,26.9554281943196,-0.474368561609595,1.07068287374953,55.0733838322386,52.5577936035703,-2.51559022866837,1.22868813506798,27.6435870763095,25.6023654092507,-2.04122166705878,1.16443055347701,read,official_recodes_pooled_fit
escs_recodes3,OECD34_without_NLD,34,438.133780226903,429.455131255305,-8.67864897159768,1.43422590659228,466.719451411544,457.772352431606,-8.94709897993801,1.43798688943844,493.562556328377,484.442532797474,-9.1200235309035,1.47772847705295,521.411612516774,509.962988379523,-11.4486241372513,1.55616634523864,28.5856711846417,28.3172211763014,-0.268450008340324,1.09903051519778,55.4287761014744,54.9874015421685,-0.441374559305814,1.16779711278307,83.2778322898713,80.5078571242177,-2.76997516565359,1.37822686323852,26.8431049168327,26.6701803658672,-0.17292455096549,1.07910941407661,54.6921611052296,52.1906359479164,-2.50152515731327,1.2397212409694,27.849056188397,25.5204555820492,-2.32860060634778,1.17494772108527,read,official_recodes_pooled_fit
escs_recodes10,OECD35,35,438.250928147258,428.874964819968,-9.37596332728924,1.42877314685699,466.117915208964,457.481796372616,-8.63611883634815,1.43498106142898,493.669677824225,484.267835059387,-9.40184276483819,1.47565389235623,520.990335087238,509.63736138641,-11.3529737008284,1.53683572455977,27.8669870617067,28.6068315526478,0.739844490941096,1.08084980198473,55.4187496769675,55.3928702394185,-0.0258794375489515,1.16441571250969,82.7394069399804,80.7623965664413,-1.97701037353914,1.34897140535413,27.5517626152608,26.7860386867708,-0.765723928490047,1.07537269123373,54.8724198782738,52.1555650137935,-2.71685486448024,1.2292918161692,27.320657263013,25.3695263270228,-1.95113093599019,1.15613916346253,read,official_recodes_pooled_fit
escs_recodes10,OECD34_without_NLD,34,438.789158403192,429.499827488661,-9.28933091453069,1.42973004944615,466.940307895021,458.294429666374,-8.64587822864752,1.43297426737687,493.847178489169,484.693505895984,-9.15367259318447,1.48025417135019,521.368823744421,510.075210669354,-11.2936130750672,1.54851289717584,28.1511494918295,28.7946021777127,0.643452685883176,1.08146157564375,55.0580200859771,55.1936784073233,0.135658321346227,1.16586996932189,82.5796653412294,80.5753831806929,-2.00428216053649,1.36130287091095,26.9068705941476,26.3990762296107,-0.507794364536949,1.0816554824798,54.4285158493999,51.7807810029802,-2.64773484641967,1.23597741771748,27.5216452552523,25.3817047733696,-2.13994048188272,1.16605040674331,read,official_recodes_pooled_fit
homepos_recodes3,OECD35,35,446.474598095252,446.5097656584,0.0351675631486614,3.26639861909666,484.333942490371,483.045671981508,-1.28827050886281,3.24850985251607,503.737712801926,500.978992234772,-2.75872056715372,3.25924439910574,515.848516431857,511.909718009174,-3.93879842268291,3.27303476593957,37.8593443951189,36.5359063231074,-1.32343807201147,1.07816704738364,57.2631147066743,54.4692265763719,-2.79388813030238,1.17524111079335,69.3739183366055,65.399952350774,-3.97396598583157,1.29742584771735,19.4037703115554,17.9333202532645,-1.47045005829091,1.05384822172466,31.5145739414867,28.8640460276666,-2.6505279138201,1.12500672842904,12.1108036299312,10.930725774402,-1.18007785552919,1.13682662631228,scie,official_recodes_pooled_fit
homepos_recodes3,OECD34_without_NLD,34,446.898738903923,446.687271499181,-0.21146740474137,3.26653412280879,484.030217099163,482.865956537666,-1.1642605614976,3.25074630707797,503.420043016325,500.823529189302,-2.59651382702265,3.26258411889009,515.706315890745,511.958275426238,-3.74804046450703,3.27674173309565,37.1314781952406,36.1786850384844,-0.952793156756229,1.08991878833173,56.5213041124018,54.1362576901206,-2.38504642228128,1.18269258889397,68.8075769868225,65.2710039270569,-3.53657305976566,1.30783135789038,19.3898259171612,17.9575726516362,-1.43225326552505,1.06395216946725,31.6760987915819,29.0923188885725,-2.58377990300943,1.136996045728,12.2862728744207,11.1347462369363,-1.15152663748438,1.15032414737472,scie,official_recodes_pooled_fit
homepos_recodes10,OECD35,35,447.596443867623,447.867216453396,0.270772585772932,3.26318507307499,484.886638178649,483.780727516747,-1.10591066190193,3.25085439560422,504.188258472691,501.523315121346,-2.66494335134547,3.25968665703425,516.243464184379,512.44702244098,-3.79644174339921,3.27164806329283,37.2901943110256,35.9135110633508,-1.37668324767486,1.08118606400754,56.591814605068,53.6560986679496,-2.9357159371184,1.17036110595503,68.6470203167561,64.5798059875839,-4.06721432917215,1.28650375119613,19.3016202940424,17.7425876045988,-1.55903268944354,1.06594422195775,31.3568260057305,28.6662949242332,-2.69053108149728,1.12921785607058,12.0552057116881,10.9237073196343,-1.13149839205374,1.13087731982587,scie,official_recodes_pooled_fit
homepos_recodes10,OECD34_without_NLD,34,448.040456362827,447.558455925747,-0.482000437079648,3.26368827279299,484.590447035413,483.513867648551,-1.0765793868627,3.25318169956958,503.874689582988,501.276934754042,-2.59775482894679,3.26348699804725,516.106059182252,512.499889466104,-3.60616971614718,3.27522034534497,36.5499906725867,35.9554117228036,-0.594578949783056,1.09370234264529,55.8342332201616,53.7184788282945,-2.11575439186714,1.17931897844344,68.0656028194248,64.9414335403573,-3.12416927906753,1.29968095843035,19.2842425475749,17.7630671054908,-1.52117544208409,1.07782517856782,31.5156121468381,28.9860218175537,-2.52959032928447,1.14238276805727,12.2313695992632,11.2229547120628,-1.00841488720039,1.14605883432691,scie,official_recodes_pooled_fit
escs_recodes3,OECD35,35,445.287717670593,445.048397146883,-0.239320523709807,3.24370147511755,474.606910969911,476.790416098845,2.18350512893454,3.24376256803098,502.653839115434,505.30404486639,2.65020575095531,3.25608660300669,531.779862282271,533.374516899953,1.59465461768173,3.29763794288756,29.3191932993175,31.7420189519618,2.42282565264435,1.04722797694398,57.3661214448409,60.2556477195061,2.88952627466512,1.12425432128363,86.4921446116781,88.3261197530696,1.83397514139153,1.34212553998196,28.0469281455235,28.5136287675442,0.466700622020767,1.03028503612554,57.1729513123606,56.5841008011078,-0.588850511252815,1.21683608967562,29.1260231668372,28.0704720335636,-1.05555113327358,1.12673081439293,scie,official_recodes_pooled_fit
escs_recodes3,OECD34_without_NLD,34,445.308829072017,445.271472806819,-0.037356265197559,3.2429886141248,474.799208582597,476.863420697749,2.06421211515271,3.24451602670761,502.288379270411,505.098832245265,2.81045297485383,3.25841380869281,531.507405645111,533.045359370286,1.53795372517493,3.30319497772845,29.4903795105802,31.5919478909304,2.10156838035027,1.0539387368836,56.9795501983946,59.827359438446,2.84780924005139,1.12492554754612,86.1985765730943,87.7738865634668,1.57530999037249,1.35034453424296,27.4891706878145,28.2354115475156,0.746240859701118,1.04019943062774,56.7081970625142,56.1819386725364,-0.526258389977784,1.22849921555158,29.2190263746997,27.9465271250208,-1.2724992496789,1.13750967054093,scie,official_recodes_pooled_fit
escs_recodes10,OECD35,35,445.767957823409,445.446410676427,-0.321547146981914,3.24099012674834,475.002661075536,477.295987825623,2.29332675008641,3.24555662672631,502.810782414724,505.676708557147,2.86592614242318,3.25840600967801,531.827845024437,533.402938957182,1.57509393274518,3.29501162749152,29.2347032521272,31.8495771491955,2.61487389706832,1.05121884929718,57.0428245913145,60.2302978807196,3.18747328940509,1.12608487433265,86.0598872010276,87.9565282807547,1.89664107972709,1.32748381641112,27.8081213391873,28.380720731524,0.57259939233677,1.05301814771188,56.8251839489004,56.1069511315592,-0.718232817341232,1.22515121331162,29.0170626097132,27.7262304000352,-1.290832209678,1.12030057687904,scie,official_recodes_pooled_fit
escs_recodes10,OECD34_without_NLD,34,445.777668919522,445.435971192061,-0.341697727460883,3.24114281865628,475.236547500189,477.371055202408,2.13450770221891,3.24529440997451,502.444249572566,505.413962201137,2.96971262857056,3.26041918268194,531.544655664099,533.082739790469,1.53808412636965,3.30054630472352,29.4588785806668,31.9350840103466,2.47620542967979,1.05581487465767,56.6665806530442,59.9779910090757,3.31141035603144,1.12829468556287,85.7669867445771,87.6467685984076,1.87978185383054,1.33834642637018,27.2077020723774,28.0429069987291,0.835204926351651,1.05842399810728,56.3081081639103,55.711684588061,-0.596423575849258,1.23334121482251,29.1004060915329,27.668777589332,-1.43162850220091,1.12986187418379,scie,official_recodes_pooled_fit
homepos_anchor25,OECD35,35,436.559765099777,429.634774456564,-6.92499064321225,1.52126320584446,471.716938159634,463.88131007012,-7.83562808951405,1.50050460837402,490.930910119728,481.943950234878,-8.98695988485031,1.50267100424344,503.322533859344,492.505158796758,-10.817375062586,1.5548510325259,35.1571730598578,34.246535613556,-0.910637446301791,1.01572635054864,54.3711450199515,52.3091757783135,-2.06196924163805,1.08682227092723,66.7627687595677,62.870384340194,-3.89238441937374,1.23032157791309,19.2139719600937,18.0626401647575,-1.15133179533626,0.964140283159969,31.6055956997099,28.623848726638,-2.98174697307195,1.06641598263423,12.3916237396162,10.5612085618805,-1.83041517773569,1.01920928149277,math,fixed_2025_parameters
homepos_anchor25,OECD34_without_NLD,34,436.370774182476,429.247999531086,-7.12277465138976,1.52112275807395,471.009570045849,463.116216459027,-7.893353586822,1.50266473889518,490.195511853049,481.310187408955,-8.88532444409458,1.50986888258919,502.753201620442,492.209828579653,-10.5433730407887,1.562179597202,34.638795863373,33.8682169279408,-0.770578935432241,1.02590423288254,53.8247376705737,52.0621878778688,-1.76254979270482,1.09381590448503,66.3824274379662,62.9618290485673,-3.42059838939889,1.23914365527659,19.1859418072007,18.1939709499281,-0.991970857272577,0.972715823932733,31.7436315745932,29.0936121206265,-2.65001945396665,1.07467328094695,12.5576897673925,10.8996411706984,-1.65804859669407,1.03171860871232,math,fixed_2025_parameters
escs_anchor25,OECD35,35,434.823987845921,427.329680318548,-7.49430752737345,1.47292245032936,462.791690634882,457.747946357439,-5.04374427744347,1.48114594351907,489.459040800422,485.411908723269,-4.04713207715344,1.52901112696296,519.139447483436,513.314140668102,-5.8253068153341,1.60466327887784,27.9677027889612,30.4182660388912,2.45056324992999,0.957914990630264,54.6350529545013,58.0822284047213,3.44717545022002,1.07044128849153,84.3154596375151,85.9844603495544,1.66900071203935,1.26820549234701,26.6673501655401,27.6639623658301,0.996612200290031,0.992448030938944,56.3477568485538,55.5661943106632,-0.781562537890636,1.17194310202304,29.6804066830138,27.9022319448331,-1.77817473818067,1.04788958906714,math,fixed_2025_parameters
escs_anchor25,OECD34_without_NLD,34,434.36963455197,427.009467117346,-7.36016743462392,1.47164043044062,462.492181561044,457.301567920185,-5.19061364085928,1.48342367422133,488.654186330167,484.697482076847,-3.95670425332025,1.53324895678488,518.416757071392,512.548473666023,-5.86828340536886,1.61635333751965,28.1225470090744,30.2921008028391,2.16955379376464,0.965639302083015,54.2845517781976,57.6880149595013,3.40346318130366,1.07144968986947,84.0471225194223,85.5390065486774,1.49188402925506,1.27877896413877,26.1620047691232,27.3959141566622,1.23390938753903,1.00194877747203,55.9245755103479,55.2469057458383,-0.677669764509574,1.1863766702,29.7625707412247,27.8509915891761,-1.9115791520486,1.05978490744962,math,fixed_2025_parameters
homepos_anchor25,OECD35,35,439.597695783359,429.248338344777,-10.3493574385816,1.49758822209145,476.59671075759,464.120665209949,-12.4760455476411,1.45264037984696,494.475348638913,480.30984819929,-14.1655004396229,1.46326044545736,502.80394590196,486.243563364485,-16.5603825374748,1.48999122124192,36.9990149742307,34.8723268651712,-2.1266881090595,1.14124584404877,54.8776528555536,51.0615098545123,-3.81614300104133,1.20737953128226,63.2062501186005,56.9952250197073,-6.21102509889317,1.32638743831582,17.878637881323,16.1891829893411,-1.68945489198182,1.09163156904925,26.2072351443699,22.1228981545362,-4.08433698983367,1.14900300452178,8.3285972630469,5.93371516519505,-2.39488209785185,1.13848511171233,read,fixed_2025_parameters
homepos_anchor25,OECD34_without_NLD,34,440.384996455153,429.889843486127,-10.4951529690257,1.49893050925755,476.933509022733,464.597841317391,-12.3356677053422,1.45780171314087,494.781059236582,480.858493417612,-13.9225658189698,1.47227741017834,503.360863157993,487.190218707409,-16.1706444505846,1.49618723323793,36.5485125675797,34.7079978312632,-1.84051473631655,1.15493493013549,54.396062781429,50.9686499314849,-3.42741284994406,1.21786487767719,62.97586670284,57.3003752212811,-5.67549148155888,1.33374583743456,17.8475502138492,16.2606521002217,-1.58689811362751,1.1049494642733,26.4273541352603,22.5923773900179,-3.83497674524233,1.15773744175826,8.57980392141104,6.33172528979623,-2.24807863161482,1.15238595074022,read,fixed_2025_parameters
escs_anchor25,OECD35,35,437.677567782,428.656544088494,-9.02102369350661,1.43738226018831,466.174609763558,457.134798065015,-9.03981169854268,1.43552738122043,493.588243199363,484.293126738277,-9.29511646108665,1.4903826068713,520.494864981539,509.02258460973,-11.4722803718097,1.52779749273607,28.4970419815577,28.4782539765217,-0.0187880050360718,1.0984567260945,55.9106754173629,55.6365826497829,-0.274092767580044,1.18495189480598,82.8172971995391,80.366040521236,-2.45125667830308,1.34542096200833,27.4136334358052,27.1583286732612,-0.255304762543972,1.10440743262915,54.3202552179813,51.8877865447143,-2.43246867326701,1.23046538923682,26.9066217821761,24.7294578714531,-2.17716391072304,1.14289238201067,read,fixed_2025_parameters
escs_anchor25,OECD34_without_NLD,34,438.235769648438,429.443885477254,-8.79188417118405,1.43860305734252,466.875245826484,457.927168536565,-8.94807728991981,1.43864645638079,493.798766579082,484.791423315453,-9.00734326362959,1.49515128228088,520.91947594323,509.47984894548,-11.4396269977498,1.53872265340787,28.6394761780461,28.4832830593103,-0.156193118735757,1.10924876950692,55.5629969306439,55.3475378381984,-0.215459092445542,1.18921758039546,82.6837062947919,80.0359634682262,-2.64774282656572,1.35774686791682,26.9235207525978,26.864254778888,-0.0592659737097847,1.11366036287372,54.0442301167458,51.5526804089158,-2.49154970782996,1.24197370470139,27.120709364148,24.6884256300278,-2.43228373412018,1.15508575779695,read,fixed_2025_parameters
homepos_anchor25,OECD35,35,446.974844680372,446.584487019133,-0.390357661238625,3.26953095110839,484.680326919116,483.670202366845,-1.01012455227124,3.25201289803234,503.941099613755,501.838659021847,-2.10244059190813,3.25249590420583,514.797827132106,510.347437076736,-4.45039005537075,3.26918191691177,37.7054822387441,37.0857153477115,-0.619766891032612,1.09325271930472,56.9662549333831,55.2541720027136,-1.71208293066951,1.16915827560809,67.8229824517347,63.7629500576026,-4.06003239413212,1.30074346730504,19.260772694639,18.1684566550021,-1.0923160396369,1.04090777213834,30.1175002129906,26.6772347098911,-3.44026550309951,1.12244825607985,10.8567275183516,8.50877805488898,-2.34794946346261,1.09435096594068,scie,fixed_2025_parameters
homepos_anchor25,OECD34_without_NLD,34,447.31836124191,446.710377795433,-0.607983446477419,3.26928127609329,484.430541806427,483.46335517735,-0.967186629076991,3.25350289975493,503.617466848057,501.659792121979,-1.95767472607878,3.25630844824017,514.686193046632,510.498955073061,-4.18723797357103,3.27236885973823,37.1121805645172,36.7529773819176,-0.359203182599572,1.10376699406738,56.2991056061471,54.9494143265458,-1.34969127960136,1.17560363935717,67.3678318047221,63.7885772776285,-3.57925452709361,1.30639600811237,19.1869250416299,18.1964369446281,-0.990488097001787,1.0501117061377,30.2556512402049,27.0355998957109,-3.22005134449404,1.13087599380891,11.068726198575,8.83916295108276,-2.22956324749225,1.10648491403775,scie,fixed_2025_parameters
escs_anchor25,OECD35,35,445.362826406373,445.114400506624,-0.248425899749066,3.24408047918867,474.900267543494,476.939859515602,2.0395919721081,3.24311823145133,502.6913681696,505.511986177394,2.82061800779394,3.26589237391085,531.376992023179,532.959249554792,1.58225753161366,3.28826744421893,29.5374411371201,31.8254590089773,2.28801787185716,1.04464828216185,57.328541763227,60.39758567077,3.06904390754301,1.14311325178678,86.0141656168051,87.8448490481678,1.83068343136273,1.31616180808338,27.7911006261069,28.5721266617927,0.781026035685841,1.07205616447533,56.476724479685,56.0193900391905,-0.457334440494435,1.21378015657108,28.6856238535781,27.4472633773978,-1.23836047618028,1.10724322148123,scie,fixed_2025_parameters
escs_anchor25,OECD34_without_NLD,34,445.402337600191,445.311761330178,-0.0905762700128321,3.24374108456705,475.0336688988,477.012174532745,1.97850563394451,3.24479335906882,502.341516535771,505.295514727583,2.95399819181199,3.26784837372636,531.128728223762,532.66859750077,1.5398692770076,3.29373058541739,29.6313312986094,31.7004132025668,2.06908190395734,1.05629712564109,56.9391789355801,59.983753397405,3.04457446182482,1.14456003141656,85.7263906235714,87.3568361705919,1.63044554702043,1.32677017980422,27.3078476369707,28.2833401948382,0.975492557867483,1.08098425763781,56.095059324962,55.6564229680251,-0.438636356936911,1.22677678575992,28.7872116879913,27.3730827731869,-1.41412891480439,1.11863374555554,scie,fixed_2025_parameters
