cnt,wave,group,pct
USA,2022,HISEI < 35,27.2771835149747
USA,2022,More than 100 books,24.0052790141383
USA,2022,25 books or fewer,47.6940647983991
USA,2022,No valid ESCS,4.7032544377998
USA,2022,Valid ESCS,95.2967455622002
USA,2025,Parents with tertiary education (16 years),54.9663884577671
USA,2025,Parents with 12 years or fewer,36.666366805773
USA,2025,HISEI >= 60,50.8532617049069
USA,2025,HISEI < 35,27.051637052132
USA,2025,More than 100 books,27.0004448079981
USA,2025,25 books or fewer,45.3605700124684
USA,2025,No valid ESCS,43.2368427029994
USA,2025,Valid ESCS,56.7631572970007
