wave,coverage_pooled,coverage_mean_of_systems,pct_at_maximum_pooled,hisei_if_pared_missing,hisei_if_pared_valid,score_if_pared_missing,score_if_pared_valid,pct_no_pared_hisei_<35,pct_no_pared_hisei_35-50,pct_no_pared_hisei_50-65,pct_no_pared_hisei_65+,coverage_hisei_pooled,coverage_homepos_pooled,coverage_escs_pooled
2022,94.7203384136283,95.1240423629432,50.5164595334394,40.1820909974082,51.4356597174681,449.263181775123,481.316184715183,1.6069533304156,0.69480015850054,0.871949495373767,0.488388111187478,89.6586678701895,96.4741742110358,95.5516563211024
2025,80.8300487298403,87.6046210949785,46.8408213975519,44.1009991149048,52.6408211333492,443.879138065536,473.000528768605,6.787131109229,4.02396667801805,4.61222676002306,2.78146723672849,75.9877235437596,87.4582758235331,84.219076164429
