group,n_systems,pct_2022,pct_2025,mean_2022,mean_2025,change,se
Parents with tertiary education (16 years),36,55.1026064866613,51.6309164808195,494.492425399905,496.501501356554,2.00907595664938,1.44935696625165
Parents with 12 years or fewer,36,33.5970374567842,38.7001003531118,450.86751593579,442.722277370993,-8.14523856479713,1.40865773707167
HISEI >= 60,36,45.3625107802244,48.1844520257276,508.37050263398,501.952586635105,-6.41791599887506,1.44687984707093
HISEI < 35,36,29.9890212430866,26.9837607800257,441.982684123947,436.082102720131,-5.90058140381609,1.44135618278382
More than 100 books,36,34.2048755195606,33.4553299928878,512.706207513118,503.045337727148,-9.66086978597087,1.49446660067726
25 books or fewer,36,36.4643925721714,37.7404998990264,432.758774711335,426.533769057011,-6.22500565432353,1.40764756718278
No valid ESCS,34,3.98264315741337,8.42969706486829,429.714050425081,395.629712375992,-34.0843380490894,2.52707835812181
Valid ESCS,36,96.2295256821583,91.8779244429071,476.47178809683,470.65781717877,-5.81397091805974,1.36246568958557
