group,n_systems,pct_2022,pct_2025,mean_2022,mean_2025,change,se
Parents with tertiary education (16 years),36,55.1026064866613,51.6309164808195,496.906711137526,493.597369532896,-3.30934160462988,1.37143518182444
Parents with 12 years or fewer,36,33.5970374567842,38.7001003531118,453.783107357238,443.586267835756,-10.1968395214812,1.35463044586494
HISEI >= 60,36,45.3625107802244,48.1844520257276,512.021559768294,500.535747617462,-11.4858121508313,1.35624974788664
HISEI < 35,36,29.9890212430866,26.9837607800257,444.819323868351,436.423910187575,-8.3954136807763,1.39083230300695
More than 100 books,36,34.2048755195606,33.4553299928878,518.605171554134,503.064815087784,-15.5403564663495,1.4249224086821
25 books or fewer,36,36.4643925721714,37.7404998990264,431.68691304764,422.166603417314,-9.5203096303261,1.35781770442985
No valid ESCS,34,3.98264315741337,8.42969706486829,417.99834858371,375.744036789821,-42.2543117938886,2.58226261457026
Valid ESCS,36,96.2295256821583,91.8779244429071,479.375309353926,469.37005602235,-10.0052533315764,1.27373546617136
