rule,n_systems,gap_2022,gap_2025,change,se,narrows_in
Occupation: HISEI >= 60 vs < 35,36,67.2022358999423,64.1118374298873,-3.09039847005499,1.07412087336721,22
Education: tertiary vs 12 years or fewer,36,43.1236037802884,50.0111016971397,6.88749791685132,0.984396670573484,9
Books: more than 100 vs 25 or fewer,36,86.9182585064941,80.8982116704707,-6.02004683602343,1.09522381972415,27
Books: more than 100 vs 25 or fewer (with CRI),37,85.9740055211087,80.1462863232974,-5.82771919781135,1.11652801039661,27
Possessions: top vs bottom quartile of the fixed 16-item score,36,69.5856286895283,62.0908268305772,-7.49480185895112,1.45882304859139,27
Occupation and books,36,116.605942730319,107.480943401632,-9.12499932868764,1.49712436557881,31
"Occupation, education and books",36,118.236384217613,110.298233560994,-7.93815065661943,1.74968084856939,26
