q_pub,1,2,3,4
1,19.561076543579357,4.913506185244469,0.5199428687944756,0.013450146486893967
2,5.09524475730072,13.53126815753166,5.755736761202327,0.6180908746363125
3,0.3528110902989332,6.295524005922553,13.678308954125281,4.67199593456395
4,0.002087196050441277,0.26024416823443114,5.041417251958097,19.68929510407009
