subscale,r_score,r_homepos_pub,r_homepos_har,gap_q4_q1
"Cultural: books, book types, instruments, art",0.38159127265731796,0.7647859193837381,0.5446832449646382,85.66588590364647
"Living conditions: own room, internet, cars, bathrooms, toilets",0.20401066423030165,0.6398394226501298,0.7896660013138933,44.80211195312461
"Technology: computer, software, phone, devices",0.17870079647689543,0.7391718233396299,0.7520582182547053,39.31145235570411
