cnt,escs_Q1_change,escs_Q4_change,escs_Q4-Q1_change,escs_Q4-Q1_se,escs_h_Q1_change,escs_h_Q4_change,escs_h_Q4-Q1_change,escs_h_Q4-Q1_se,homepos_Q1_change,homepos_Q4_change,homepos_Q4-Q1_change,homepos_Q4-Q1_se,homepos_h_Q1_change,homepos_h_Q4_change,homepos_h_Q4-Q1_change,homepos_h_Q4-Q1_se
POL,4.901130853057623,-16.678791545100694,-21.57992239815843,7.965313564533949,-4.889296378482584,-8.839336258973162,-3.9500398804905785,7.88881102721713,18.45028562476301,-32.55200085224118,-51.00228647700428,7.260208988281411,1.863750928911827,-7.720439205441323,-9.584190134353063,7.393270485005723
KOR,-8.281520037279734,-29.2294509335901,-20.947930896310297,8.335652082394612,-16.101589410918223,-23.954264617459444,-7.852675206541292,8.29652287626738,12.68295335050442,-35.67982443906317,-48.362777789567474,10.272691556218325,-4.283859078169087,-22.67632010154398,-18.3924610233747,9.003706528341944
AUS,1.3802578286499738,-19.23376947223062,-20.614027300880466,5.31529714617552,-4.335178850802663,-6.6247421735236,-2.289563322720852,4.938091051364026,14.198218927832556,-31.434594369629508,-45.63281329746205,5.423678113220121,-5.371588745531994,-9.44702738893369,-4.07543864340164,5.327312327580456
ISL,4.100625141456987,-14.384299407039975,-18.484924548497062,7.447396465282127,-2.6648979076277897,-0.5977778129624198,2.067120094665285,7.209041275995546,-2.1564074541995524,-33.73535114931866,-31.57894369511923,7.509873483100922,-18.864195088725808,-11.468259738497691,7.395935350228186,7.195613373029984
GBR,2.9398674337450643,-15.061785391113515,-18.001652824858326,7.6923763853023805,1.283118843141608,-3.746720870454397,-5.029839713595848,7.983420516399891,20.187215799324235,-25.72184522945747,-45.90906102878184,6.973235067486406,4.8713795056485765,-7.04402545640437,-11.915404962052987,7.540441849113022
ESP,-15.043211642673157,-33.03195333060063,-17.988741687927572,4.711193358940366,-19.76773862927536,-22.729244071789594,-2.9615054425141523,4.75166486914184,-4.109932835275174,-41.59728851344465,-37.48735567816946,4.934343736674225,-18.73946166670112,-21.45068368762594,-2.711222020924808,5.22164255156589
SWE,-14.231977090231965,-32.20561800860503,-17.973640918373007,7.298275972753882,-22.00906114840473,-20.64077502003852,1.3682861283662788,7.763653668938216,7.583185664204223,-51.21359472543736,-58.7967803896416,7.309298931975346,-12.73106894766289,-26.37180786886813,-13.64073892120544,7.828439585292565
CAN,-9.987814197140324,-27.425005203541215,-17.437191006400717,5.389115411511637,-13.072268725921449,-16.909058177584598,-3.8367894516631793,5.488359964922515,-1.6605222398193291,-41.62830965239544,-39.9677874125761,5.881670779619321,-13.3623538472458,-19.77685555274934,-6.414501705503582,5.78531521274132
NZL,11.19874322470423,-5.36138943380422,-16.56013265850848,7.099197740892722,5.353140658942891,6.711769902609376,1.358629243666556,6.809760001716554,7.845121378406361,-11.514485712065609,-19.35960709047201,7.011410501257161,-4.400689466388769,3.189414430056672,7.590103896445413,7.3337410597959485
FIN,-7.337098748823564,-23.721775884956852,-16.38467713613329,5.778417511306789,-14.779294674356436,-11.553772275790491,3.225522398565971,5.5040581981814505,13.506423279075989,-40.47959930630452,-53.98602258538043,5.193803060206915,-5.875530281441058,-18.802197011567216,-12.926666730126223,5.302719701919665
