q_pub,1,2,3,4
1,21.53477699278446,3.424573398113247,0.06919568287525019,0.00011446575572350337
2,3.3914928621824334,17.180592248171866,4.317255265884631,0.0900174643420823
3,0.0815251168642315,4.314826722674357,17.154924222440894,3.446927608130821
4,0.0005490837549858721,0.0819787635491114,3.4615078533887638,21.449742249087134
