index,decile,n_systems,mean_2022,mean_2025,change,se
escs,1,36,424.6855369965607,431.4973662811747,6.811829284614021,3.3377538139240848
escs,2,36,451.1573047663933,453.9966308874024,2.839326121009094,3.3533548018452186
escs,3,36,458.9789596365396,464.3936507798985,5.41469114335888,3.370610401457267
escs,4,36,471.12357044273386,473.7582803355425,2.634709892808644,3.3888585596808696
escs,5,36,481.98494435242264,485.66561609533994,3.6806717429172977,3.3885381386245137
escs,6,36,491.4287808636104,497.0454200717712,5.616639208160791,3.341252497985201
escs,7,36,503.6999522546854,507.84348162921697,4.1435293745315676,3.3386226871744156
escs,8,36,517.5470604480213,521.722643369764,4.175582921742716,3.3668219838263433
escs,9,36,535.1727204901524,531.4918708895409,-3.6808496006115092,3.4360985804942645
escs,10,36,549.1042483662961,531.3434368008072,-17.760811565488893,3.3905796905301857
escs,D10-D1,36,124.41871136973555,99.84607051963255,-24.572640850103,1.8064701720151928
escs_h,1,36,429.90342664314085,429.67514130732997,-0.22828533581088095,3.3387669518917495
escs_h,2,36,454.3548324282275,452.8028397127804,-1.5519927154471134,3.3420416481991113
escs_h,3,36,462.2126728162099,463.61001674471106,1.3973439285011864,3.31970392859412
escs_h,4,36,472.6758668928742,473.9926643083105,1.3167974154363264,3.398712332302162
escs_h,5,36,482.3979771811487,484.89460679340226,2.496629612253571,3.3759615827235727
escs_h,6,36,493.8112981491011,496.66598629093113,2.8546881418300245,3.3301172311598477
escs_h,7,36,505.3046986242988,508.01554261230604,2.710843988007241,3.435970915451755
escs_h,8,36,517.7867884148296,522.8440715153108,5.057283100481186,3.3276769480121104
escs_h,9,36,531.6099739957848,533.0299206633879,1.4199466676030852,3.3954244868578125
escs_h,10,36,537.5869613230453,536.4850557368366,-1.1019055862087725,3.3939824800915264
escs_h,D10-D1,36,107.68353467990451,106.80991442950658,-0.8736202503979342,1.851696205999437
escs_pca,1,36,433.90796002302875,435.0609875098614,1.1530274868326273,3.3124415755621524
escs_pca,2,36,454.3679701805046,452.5539469374815,-1.8140232430230867,3.3376853674431812
escs_pca,3,36,460.3550036505473,461.4246539511017,1.0696503005543718,3.3692828478092376
escs_pca,4,36,471.44952813250836,471.9653525055951,0.5158243730867298,3.389980260271805
escs_pca,5,36,480.60941711569455,482.1355159848745,1.5260988691799184,3.418412387448877
escs_pca,6,36,491.6042300224285,493.1380551474484,1.5338251250199164,3.3539720871327736
escs_pca,7,36,503.60841517587335,505.1343521945575,1.5259370186841466,3.3969412131469796
escs_pca,8,36,517.4000091141581,521.8687917235035,4.4687826093453396,3.347786838762538
escs_pca,9,36,532.7749109469854,535.5744315608177,2.7995206138323283,3.4143992935222616
escs_pca,10,36,541.5677349504572,543.1623134403164,1.5945784898592592,3.3787702331142384
escs_pca,D10-D1,36,107.6597749274284,108.10132593045509,0.4415510030266887,1.7748298187347324
homepos,1,36,413.3816842485488,431.97149194332997,18.589807694781143,3.3590418106549724
homepos,2,36,445.25611285872475,460.9338253531928,15.67771249446804,3.362637469253119
homepos,3,36,462.62812081005825,472.5312664375939,9.90314562753565,3.40267948515919
homepos,4,36,476.94718563724985,484.38306029582657,7.435874658576722,3.41585358372546
homepos,5,36,487.81810495584915,490.07716878166747,2.259063825818316,3.4260566129943064
homepos,6,36,498.15766789416574,496.4157582777402,-1.7419096164255166,3.375375446214974
homepos,7,36,509.58913880808086,501.3032701840601,-8.285868624020736,3.357259185638461
homepos,8,36,518.8489432178424,505.288485735961,-13.560457481881372,3.3876497604029514
homepos,9,36,528.9240771202218,508.9957078725042,-19.92836924771757,3.342862561564069
homepos,10,36,533.4568872054327,502.38164930032343,-31.075237905109304,3.3947185220628344
homepos,D10-D1,36,120.07520295688387,70.41015735699351,-49.66504559989036,1.740655706673816
homepos_h,1,36,425.50644410558345,425.13341259564083,-0.3730315099426207,3.3757098655062694
homepos_h,2,36,456.70214581105154,457.44430481925144,0.7421590081999057,3.3224737151145933
homepos_h,3,36,472.1170297699212,472.20421285763376,0.08718308771256034,3.4242076379549786
homepos_h,4,36,483.2266835385668,480.776913086931,-2.4497704516358,3.3827093058946076
homepos_h,5,36,491.74693723420796,491.25177608928345,-0.49516114492450924,3.3570850725972976
homepos_h,6,36,499.5801998107148,497.1971609093174,-2.3830389013974127,3.4521777820382904
homepos_h,7,36,506.6652788796603,503.5452098969007,-3.1200689827596193,3.3916440010964077
homepos_h,8,36,511.8339198491834,509.92435692134796,-1.9095629278354522,3.3348678204351514
homepos_h,9,36,517.1157828651736,514.3938526678595,-2.721930197314123,3.333275599958387
homepos_h,10,36,517.0043734167242,510.3735606530453,-6.630812763678932,3.394252325476297
homepos_h,D10-D1,36,91.49792931114078,85.24014805740447,-6.2577812537363116,1.7103234924918023
