wave,coverage_pooled,coverage_mean_of_systems,pct_at_maximum_pooled,hisei_if_pared_missing,hisei_if_pared_valid,score_if_pared_missing,score_if_pared_valid,pct_no_pared_hisei_<35,pct_no_pared_hisei_35-50,pct_no_pared_hisei_50-65,pct_no_pared_hisei_65+,coverage_hisei_pooled,coverage_homepos_pooled,coverage_escs_pooled
2022,94.72033841362826,95.12404236294319,50.51645953343944,40.182090997408196,51.43565971746809,459.65720074650693,486.8386551053948,1.6069533304155954,0.6948001585005397,0.8719494953737673,0.4883881111874774,89.65866787018952,96.47417421103577,95.55165632110241
2025,80.83004872984024,87.60462109497848,46.840821397551856,44.10099911490484,52.64082113334913,463.3766101361072,489.7563081873136,6.787131109229,4.023966678018054,4.6122267600230575,2.7814672367284903,75.98772354375957,87.45827582353304,84.21907616442897
