wave,hisei,pared,homepos,r2,n
2022,0.428522930126374,0.47605093411773813,0.4478918963637291,0.9999663237949458,255329
2025,0.43382050889616486,0.455158368248772,0.4662268138813136,0.9998927481669614,236927
