index,cnt,n_systems,Q1_2022,Q1_2025,Q1_change,Q1_se,Q2_2022,Q2_2025,Q2_change,Q2_se,Q3_2022,Q3_2025,Q3_change,Q3_se,Q4_2022,Q4_2025,Q4_change,Q4_se,Q2-Q1_2022,Q2-Q1_2025,Q2-Q1_change,Q2-Q1_se,Q3-Q1_2022,Q3-Q1_2025,Q3-Q1_change,Q3-Q1_se,Q4-Q1_2022,Q4-Q1_2025,Q4-Q1_change,Q4-Q1_se,Q3-Q2_2022,Q3-Q2_2025,Q3-Q2_change,Q3-Q2_se,Q4-Q2_2022,Q4-Q2_2025,Q4-Q2_change,Q4-Q2_se,Q4-Q3_2022,Q4-Q3_2025,Q4-Q3_change,Q4-Q3_se
escs,AUS,36,453.3435708304285,454.7238286590785,1.3802578286499738,4.294570505964764,480.9303220759276,482.5786311521504,1.6483090762228017,4.0239639512037755,518.7649615531978,516.5000237304168,-2.2649378227810075,4.333991300280063,547.8241534646974,528.5903839924667,-19.23376947223062,4.304195602948448,27.58675124549897,27.854802493071986,0.2680512475730161,5.394887539640883,65.42139072276932,61.776195071338385,-3.6451956514309316,5.234845979514642,94.4805826342688,73.86655533338833,-20.614027300880466,5.31529714617552,37.83463947727035,33.921392578266406,-3.913246899003944,4.594514511212138,66.89383138876983,46.01175284031633,-20.882078548453492,4.810477528549021,29.059191911499475,12.090360262049932,-16.96883164944954,4.681542799820719
escs,AUT,36,425.9864898138261,430.540181620184,4.553691806357904,5.584626939693385,464.6873119960028,460.1018019185046,-4.585510077498213,5.4469040591543925,504.45055931243104,486.5390164720473,-17.91154284038373,4.679290345885114,538.3424046461006,512.4658421874058,-25.87656245869482,4.992386532278809,38.700822182176786,29.561620298320634,-9.139201883856153,6.251558352131882,78.46406949860491,55.99883485186329,-22.46523464674162,5.868626307694483,112.35591483227441,81.92566056722183,-30.430254265052582,6.510662255299926,39.763247316428135,26.437214553542663,-13.326032762885472,5.793412427878882,73.65509265009761,52.36404026890118,-21.291052381196437,6.031664084600185,33.89184533366948,25.926825715358525,-7.965019618310954,5.117715835312489
escs,BEL,36,424.79621510185336,433.26001771779045,8.463802615937084,5.589358572674399,460.0260106813033,460.9777188338653,0.9517081525619915,5.492882639437841,500.59412637724597,497.3946246302359,-3.1995017470100606,5.279496880988816,540.0543323979305,517.26250730141,-22.791825096520483,5.490823430790038,35.22979557944997,27.717701116074807,-7.512094463375163,6.1519497982408735,75.79791127539275,64.13460691244543,-11.663304362947315,6.450611909867426,115.25811729607719,84.00248958361955,-31.25562771245764,7.366199479249878,40.5681156959428,36.41690579637063,-4.151209899572173,5.39203079958349,80.02832171662722,56.28478846754474,-23.743533249082475,6.821838469207064,39.460206020684424,19.86788267117412,-19.592323349510306,6.028308398797423
escs,CAN,36,471.9409188207193,461.95310462357895,-9.987814197140324,3.782283970546016,499.15497728602895,492.9086386330017,-6.246338653027237,3.803356406359455,522.4520011306544,518.1058064503375,-4.3461946803168985,4.030750093185768,545.6499516577534,518.2249464542122,-27.425005203541218,4.7200744186676395,27.214058465309712,30.955534009422866,3.741475544113154,4.363826917082238,50.51108230993511,56.152701826758666,5.641619516823553,4.826613526275759,73.70903283703413,56.27184183063341,-17.437191006400717,5.389115411511637,23.297023844625404,25.1971678173358,1.9001439727103957,4.395697983934683,46.49497437172441,25.316307821210547,-21.178666550513864,5.460195873352092,23.19795052709901,0.11914000387474744,-23.078810523224263,4.644836246828896
escs,CHE,36,425.246105408887,434.50353064441435,9.257425235527364,5.237875751602655,466.78236706436746,461.36467986492954,-5.417687199437921,5.899429136930715,502.7363612009384,493.673450310517,-9.062910890421392,5.505510626814306,549.0794426501574,520.5961328522733,-28.48330979788409,5.496540121128807,41.53626165548057,26.861149220515102,-14.67511243496547,6.426331866043806,77.49025579205154,59.16991966610264,-18.3203361259489,6.207530311411341,123.83333724127041,86.0926022078589,-37.74073503341151,6.977592941315485,35.95399413657096,32.30877044558754,-3.6452236909834212,6.363959321673297,82.29707558578984,59.23145298734382,-23.06562259844602,6.646851347452433,46.34308144921887,26.92268254175628,-19.42039890746259,6.462808035004132
escs,CHL,36,413.54516724759395,411.9650586215301,-1.5801086260638613,6.123665326266481,440.7580444646904,427.3183386776739,-13.439705787016464,5.537651158761573,457.4787222642696,441.0826149258369,-16.396107338432728,5.729204188749928,489.3212413141193,483.29659573020615,-6.024645583913127,5.629592989782847,27.21287721709633,15.353280056143763,-11.859597160952568,6.787472820203148,43.933555016675605,29.11755630430677,-14.815998712368835,7.3812905712500925,75.77607406652533,71.33153710867603,-4.444536957849294,7.948153277172904,16.72067779957927,13.764276248163009,-2.9564015514162616,6.4599434893435905,48.56319684942899,55.978257052532264,7.415060203103273,6.431694088556086,31.84251904984972,42.21398080436926,10.371461754519537,6.212740316005537
escs,COL,36,366.8243095889693,364.07916878643994,-2.745140802529363,5.00841250076999,392.1578823874566,393.5191097111682,1.3612273237116028,5.7224075334876465,413.6867883342082,409.9778738149548,-3.7089145192533692,7.349602967433236,468.79104608718114,453.120203821416,-15.670842265765145,9.495970910119151,25.333572798487346,29.4399409247283,4.106368126240955,6.256944911805817,46.862478745238995,45.8987050285149,-0.9637737167240985,7.1056121696983086,101.96673649821192,89.0410350349761,-12.92570146323581,10.162059408522106,21.52890594675165,16.4587641037866,-5.07014184296505,6.19546870268705,76.63316369972456,59.6010941102478,-17.032069589476762,9.636513171820067,55.10425775297292,43.1423300064612,-11.96192774651172,8.663016915545969
escs,CZE,36,433.7763292866587,434.54299765052866,0.7666683638699396,5.181315322119104,479.08713527802126,459.8291906539474,-19.257944624073843,5.099123727904854,500.62141605930003,480.39363576176856,-20.227780297531467,5.307868933854767,543.9757797740577,514.1978610290959,-29.77791874496188,5.5130947821393885,45.31080599136265,25.28619300341878,-20.02461298794387,5.707879080753281,66.84508677264122,45.85063811123987,-20.994448661401357,6.3093075507859036,110.199450487399,79.65486337856709,-30.54458710883192,7.277138751051528,21.534280781278568,20.564445107821086,-0.9698356734574816,5.942601817909574,64.88864449603638,54.36867037514829,-10.519974120888087,6.239510790732576,43.3543637147578,33.804225267327205,-9.550138447430598,6.572975476348484
escs,DEU,36,435.4942463468613,421.741507116814,-13.752739230047325,6.362913981306376,469.01588230714896,465.13685354821325,-3.8790287589357035,6.764238137651629,493.2000539398825,494.01355452994414,0.8135005900616648,6.896814331993194,547.9796627626403,536.5403722960419,-11.439290466598322,6.510925506373029,33.52163596028781,43.39534643139934,9.87371047111153,6.859462338944347,57.705807593021255,72.2720474131301,14.56623982010884,7.351210826941739,112.48541641577904,114.7988651792281,2.3134487634490597,8.231694202750015,24.184171632733445,28.87670098173076,4.692529348997315,6.205366327222809,78.96378045549122,71.40351874782873,-7.560261707662491,7.228318235251329,54.779608822757766,42.52681776609798,-12.252791056659788,7.151563453528567
escs,DNK,36,450.08730869858556,431.5390780603719,-18.54823063821368,5.059316589978722,480.4305567469247,458.3995821904249,-22.030974556499814,5.319538037175042,509.66142588089053,487.35228777829917,-22.309138102591362,5.878663203827535,522.7829678450939,488.76517004856225,-34.01779779653168,6.410720928791486,30.34324804833908,26.860504130052988,-3.4827439182860935,6.217754644949261,59.57411718230494,55.81320971792727,-3.7609074643776665,6.625010197322669,72.69565914650836,57.22609198819043,-15.469567158317929,7.3597560039767815,29.230869133965854,28.952705587874288,-0.2781635460915659,6.5462596969146025,42.352411098169284,30.365587858137438,-11.986823240031846,7.451851007375959,13.12154196420343,1.412882270263151,-11.70865969394028,8.006680690064531
