wave,change_quartile_pct,pubQ4_still_Q4_pct,pubQ1_still_Q1_pct,r_within_country_unweighted,r_within_country_weighted
2022,33.77548443388598,78.50530760737503,78.07630041939116,0.9095121554973061,0.9086534344968753
2025,25.0984224549077,84.36121114334331,84.2754855215813,0.9518459981216443,0.9520711127768084
