subscale,r_score,r_homepos_pub,r_homepos_har,gap_q4_q1
"Cultural: books, book types, instruments, art",0.3847639244259047,0.7647859193837381,0.5446832449646382,92.05162658562746
"Living conditions: own room, internet, cars, bathrooms, toilets",0.18786010894270455,0.6398394226501298,0.7896660013138933,43.74677988230647
"Technology: computer, software, phone, devices",0.15818840846905297,0.7391718233396299,0.7520582182547053,36.568118250783876
