"stage","exit_code","seconds"
"6",0,3.57165575027466
"7_paper",0,317.486082792282
"7_oecd35",0,316.349265813828
"8",0,277.642828226089
"9",0,38.3517274856567
"10",0,139.784998178482
"11",0,91.1894986629486
"12",0,1.4154794216156
"13",0,9.06434035301208
"14",0,64.6683781147003
