cnt,wave,index,quartile,statistic,computed,official,difference,source_table
BRA,2015,homepos,Q3,se,3.2022979706187185,3.1986000000000003,0.003697970618718127,Table I.B1.2b.38
BRA,2015,homepos,Q4,estimate,424.9579339080534,424.9723,-0.014366091946612869,Table I.B1.2b.38
BRA,2015,homepos,Q4,se,5.607857961215185,5.6099000000000006,-0.0020420387848156807,Table I.B1.2b.38
BRA,2018,homepos,Q1,estimate,346.6585015749188,346.65139000000005,0.007111574918724273,Table I.B1.2b.38
BRA,2018,homepos,Q1,se,2.5794115371773274,2.5802400000000003,-0.000828462822672904,Table I.B1.2b.38
BRA,2018,homepos,Q2,estimate,362.90391243845073,362.90651,-0.002597561549293914,Table I.B1.2b.38
BRA,2018,homepos,Q2,se,2.690924304113181,2.7028000000000003,-0.011875695886819138,Table I.B1.2b.38
BRA,2018,homepos,Q3,estimate,392.8211773717794,392.82118,-2.628220613587473e-06,Table I.B1.2b.38
BRA,2018,homepos,Q3,se,3.1976472666457805,3.19897,-0.0013227333542196185,Table I.B1.2b.38
BRA,2018,homepos,Q4,estimate,435.68307531959147,435.68308,-4.680408551394066e-06,Table I.B1.2b.38
BRA,2018,homepos,Q4,se,4.09884571506049,4.103000000000001,-0.004154284939510866,Table I.B1.2b.38
BRA,2022,homepos,Q1,estimate,341.7167759405264,341.71678,-4.059473610595887e-06,Table I.B1.2b.38
BRA,2022,homepos,Q1,se,1.8638286099555588,1.8653400000000002,-0.0015113900444414519,Table I.B1.2b.38
BRA,2022,homepos,Q2,estimate,361.19966786747045,361.19967,-2.1325295733731764e-06,Table I.B1.2b.38
BRA,2022,homepos,Q2,se,1.7847159291342158,1.7856600000000002,-0.0009440708657844077,Table I.B1.2b.38
BRA,2022,homepos,Q3,estimate,385.83945422885483,385.83945000000006,4.22885477746604e-06,Table I.B1.2b.38
BRA,2022,homepos,Q3,se,2.524563123205591,2.5302300000000004,-0.005666876794409248,Table I.B1.2b.38
BRA,2022,homepos,Q4,estimate,427.2814146180591,427.28141000000005,4.618059051608725e-06,Table I.B1.2b.38
BRA,2022,homepos,Q4,se,3.4981667791568527,3.4942900000000003,0.0038767791568523613,Table I.B1.2b.38
BRA,2025,homepos,Q1,estimate,343.4995455111046,343.49455,0.004995511104596062,Table I.B1.2b.38
BRA,2025,homepos,Q1,se,1.6112872964912224,1.6060800000000002,0.005207296491222202,Table I.B1.2b.38
BRA,2025,homepos,Q2,estimate,359.86946190445985,359.93061,-0.06114809554014755,Table I.B1.2b.38
BRA,2025,homepos,Q2,se,1.9320340484762142,1.90369,0.02834404847621408,Table I.B1.2b.38
BRA,2025,homepos,Q3,estimate,386.3058156126557,386.24660000000006,0.059215612655634686,Table I.B1.2b.38
BRA,2025,homepos,Q3,se,2.615703554795086,2.61185,0.0038535547950862004,Table I.B1.2b.38
BRA,2025,homepos,Q4,estimate,422.86284073982534,422.86284000000006,7.398252819257323e-07,Table I.B1.2b.38
BRA,2025,homepos,Q4,se,3.3998448409145925,3.4004100000000004,-0.0005651590854078847,Table I.B1.2b.38
CHL,2015,homepos,Q1,estimate,383.4214504539513,383.40961000000004,0.011840453951265317,Table I.B1.2b.38
CHL,2015,homepos,Q1,se,3.7680281622031635,3.7615700000000003,0.006458162203163198,Table I.B1.2b.38
CHL,2015,homepos,Q2,estimate,415.85706787786376,415.85241,0.0046578778637353935,Table I.B1.2b.38
CHL,2015,homepos,Q2,se,3.726566556685386,3.721,0.0055665566853857484,Table I.B1.2b.38
CHL,2015,homepos,Q3,estimate,429.7983412513792,429.79834000000005,1.2513791602941637e-06,Table I.B1.2b.38
CHL,2015,homepos,Q3,se,4.142561520096076,4.13799,0.004571520096075865,Table I.B1.2b.38
CHL,2015,homepos,Q4,estimate,463.89197673271536,463.89198000000005,-3.2672846828063484e-06,Table I.B1.2b.38
CHL,2015,homepos,Q4,se,3.078183719975485,3.07887,-0.0006862800245150957,Table I.B1.2b.38
CHL,2018,homepos,Q1,estimate,385.09334869249113,385.09335000000004,-1.3075089100311743e-06,Table I.B1.2b.38
CHL,2018,homepos,Q1,se,3.052360795553449,3.0474200000000002,0.00494079555344884,Table I.B1.2b.38
CHL,2018,homepos,Q2,estimate,407.9146636864331,407.91466,3.6864330468233675e-06,Table I.B1.2b.38
CHL,2018,homepos,Q2,se,3.6415259366563744,3.65018,-0.00865406334362584,Table I.B1.2b.38
CHL,2018,homepos,Q3,estimate,424.05293966831294,423.97596000000004,0.0769796683129016,Table I.B1.2b.38
CHL,2018,homepos,Q3,se,4.012285447001913,4.0343,-0.022014552998086856,Table I.B1.2b.38
CHL,2018,homepos,Q4,estimate,454.9683546688082,455.02432000000005,-0.05596533119182823,Table I.B1.2b.38
CHL,2018,homepos,Q4,se,3.6049925431350673,3.62536,-0.020367456864932798,Table I.B1.2b.38
CHL,2022,homepos,Q1,estimate,378.34203966360235,378.34204000000005,-3.3639770435911487e-07,Table I.B1.2b.38
CHL,2022,homepos,Q1,se,2.6503330319560767,2.65072,-0.0003869680439234635,Table I.B1.2b.38
CHL,2022,homepos,Q2,estimate,404.04455492773525,404.04455,4.927735233195563e-06,Table I.B1.2b.38
CHL,2022,homepos,Q2,se,3.1845792406541618,3.16419,0.0203892406541617,Table I.B1.2b.38
CHL,2022,homepos,Q3,estimate,421.03888494988206,420.99359000000004,0.04529494988202032,Table I.B1.2b.38
CHL,2022,homepos,Q3,se,3.1766426638852012,3.1760900000000003,0.0005526638852009214,Table I.B1.2b.38
CHL,2022,homepos,Q4,estimate,449.656870528859,449.67627000000005,-0.01939947114107099,Table I.B1.2b.38
CHL,2022,homepos,Q4,se,3.762160489054661,3.7649700000000004,-0.002809510945339433,Table I.B1.2b.38
CHL,2025,homepos,Q1,estimate,380.638444230853,380.63844,4.230852994169254e-06,Table I.B1.2b.38
CHL,2025,homepos,Q1,se,2.8862414526627362,2.8962700000000003,-0.010028547337264104,Table I.B1.2b.38
CHL,2025,homepos,Q2,estimate,396.49255140035416,396.49255000000005,1.400354108227475e-06,Table I.B1.2b.38
CHL,2025,homepos,Q2,se,3.000056518283123,2.9750500000000004,0.025006518283122503,Table I.B1.2b.38
CHL,2025,homepos,Q3,estimate,407.5954674959838,407.57210000000003,0.023367495983791287,Table I.B1.2b.38
CHL,2025,homepos,Q3,se,3.382717033286036,3.3962200000000005,-0.013502966713964337,Table I.B1.2b.38
CHL,2025,homepos,Q4,estimate,431.88276126951797,431.88977000000006,-0.007008730482084502,Table I.B1.2b.38
CHL,2025,homepos,Q4,se,3.1599229262445183,3.1456600000000003,0.01426292624451797,Table I.B1.2b.38
COL,2015,homepos,Q1,estimate,356.14884941945843,356.27954000000005,-0.13069058054162497,Table I.B1.2b.38
COL,2015,homepos,Q1,se,3.5347370524547372,3.5100800000000003,0.024657052454736927,Table I.B1.2b.38
COL,2015,homepos,Q2,estimate,376.6097798549396,376.47483000000005,0.13494985493952072,Table I.B1.2b.38
COL,2015,homepos,Q2,se,3.424148631520974,3.4029700000000003,0.021178631520973656,Table I.B1.2b.38
COL,2015,homepos,Q3,estimate,393.24458512699175,393.24472000000003,-0.00013487300827819126,Table I.B1.2b.38
COL,2015,homepos,Q3,se,2.892935864040894,2.8948300000000002,-0.0018941359591062579,Table I.B1.2b.38
COL,2015,homepos,Q4,estimate,432.7165101704757,432.71651,1.7047568690031767e-07,Table I.B1.2b.38
COL,2015,homepos,Q4,se,4.763813588508505,4.763660000000001,0.000153588508504221,Table I.B1.2b.38
COL,2018,homepos,Q1,estimate,354.34276428225905,354.34276000000006,4.282258998955513e-06,Table I.B1.2b.38
COL,2018,homepos,Q1,se,4.140941025768632,4.13809,0.002851025768632276,Table I.B1.2b.38
COL,2018,homepos,Q2,estimate,380.8563618685786,380.85636000000005,1.868578522135067e-06,Table I.B1.2b.38
COL,2018,homepos,Q2,se,3.7799358568610737,3.81544,-0.03550414313892647,Table I.B1.2b.38
COL,2018,homepos,Q3,estimate,399.34975491414787,399.34975000000003,4.914147837098426e-06,Table I.B1.2b.38
COL,2018,homepos,Q3,se,4.8459027664459615,4.840540000000001,0.005362766445960787,Table I.B1.2b.38
COL,2018,homepos,Q4,estimate,432.24365492730766,432.24365000000006,4.927307600155473e-06,Table I.B1.2b.38
COL,2018,homepos,Q4,se,5.733566694959104,5.7327200000000005,0.0008466949591037221,Table I.B1.2b.38
COL,2022,homepos,Q1,estimate,345.054323691981,345.05432,3.6919809645041823e-06,Table I.B1.2b.38
COL,2022,homepos,Q1,se,2.8532289900507055,2.8497800000000004,0.003448990050705092,Table I.B1.2b.38
COL,2022,homepos,Q2,estimate,366.4046636703896,366.40466000000004,3.670389560284093e-06,Table I.B1.2b.38
COL,2022,homepos,Q2,se,3.989887591288495,4.00148,-0.011592408711504909,Table I.B1.2b.38
COL,2022,homepos,Q3,estimate,391.7630618812412,391.76306000000005,1.8812411326507572e-06,Table I.B1.2b.38
COL,2022,homepos,Q3,se,4.199242893987911,4.19074,0.008502893987911264,Table I.B1.2b.38
COL,2022,homepos,Q4,estimate,431.6554415291657,431.65544000000006,1.5291656723093183e-06,Table I.B1.2b.38
COL,2022,homepos,Q4,se,5.183813448092218,5.18123,0.002583448092217999,Table I.B1.2b.38
COL,2025,homepos,Q1,estimate,348.11236911872385,348.11237000000006,-8.812762075649516e-07,Table I.B1.2b.38
COL,2025,homepos,Q1,se,2.636810998486692,2.6333100000000003,0.003500998486691831,Table I.B1.2b.38
COL,2025,homepos,Q2,estimate,368.14295221569745,368.14295000000004,2.2156974068821e-06,Table I.B1.2b.38
COL,2025,homepos,Q2,se,2.722200979059977,2.72209,0.00011097905997692337,Table I.B1.2b.38
COL,2025,homepos,Q3,estimate,390.7331957846096,390.7332,-4.215390390527318e-06,Table I.B1.2b.38
COL,2025,homepos,Q3,se,4.335858585430291,4.33976,-0.0039014145697091607,Table I.B1.2b.38
COL,2025,homepos,Q4,estimate,422.81803331041317,422.81803,3.310413148938096e-06,Table I.B1.2b.38
COL,2025,homepos,Q4,se,5.032912657692373,5.0335600000000005,-0.0006473423076274187,Table I.B1.2b.38
MEX,2015,homepos,Q1,estimate,383.4402351948119,383.41819000000004,0.02204519481188072,Table I.B1.2b.38
MEX,2015,homepos,Q1,se,3.4229878950197765,3.4218800000000003,0.0011078950197762616,Table I.B1.2b.38
MEX,2015,homepos,Q2,estimate,400.06905012176077,400.03175000000005,0.037300121760722504,Table I.B1.2b.38
MEX,2015,homepos,Q2,se,3.357885279594634,3.34438,0.01350527959463399,Table I.B1.2b.38
MEX,2015,homepos,Q3,estimate,416.3636159497258,416.40882000000005,-0.04520405027426477,Table I.B1.2b.38
MEX,2015,homepos,Q3,se,3.2300040585712027,3.2221,0.007904058571202466,Table I.B1.2b.38
MEX,2015,homepos,Q4,estimate,433.97921274265707,433.97921,2.7426570454736066e-06,Table I.B1.2b.38
MEX,2015,homepos,Q4,se,3.732292251087591,3.7308100000000004,0.0014822510875904804,Table I.B1.2b.38
MEX,2018,homepos,Q1,estimate,377.0062686960015,377.00627000000003,-1.3039985446994251e-06,Table I.B1.2b.38
MEX,2018,homepos,Q1,se,3.8478721337740094,3.8452900000000003,0.0025821337740090655,Table I.B1.2b.38
MEX,2018,homepos,Q2,estimate,400.0706905594576,400.07069,5.594575895884191e-07,Table I.B1.2b.38
MEX,2018,homepos,Q2,se,3.3115306147975496,3.3085600000000004,0.0029706147975492314,Table I.B1.2b.38
MEX,2018,homepos,Q3,estimate,417.9757481079042,417.97575000000006,-1.8920958382295794e-06,Table I.B1.2b.38
MEX,2018,homepos,Q3,se,3.960325615133745,3.9414400000000005,0.018885615133744427,Table I.B1.2b.38
MEX,2018,homepos,Q4,estimate,440.5346625337226,440.53466000000003,2.5337225793009566e-06,Table I.B1.2b.38
MEX,2018,homepos,Q4,se,4.934645099629628,4.93416,0.00048509962962750564,Table I.B1.2b.38
MEX,2022,homepos,Q1,estimate,362.52430085757976,362.53853000000004,-0.01422914242027673,Table I.B1.2b.38
MEX,2022,homepos,Q1,se,2.638233672034396,2.62705,0.011183672034396075,Table I.B1.2b.38
MEX,2022,homepos,Q2,estimate,387.76300875217964,387.76730000000003,-0.004291247820390254,Table I.B1.2b.38
MEX,2022,homepos,Q2,se,2.9440141000124944,2.9575500000000003,-0.013535899987505928,Table I.B1.2b.38
MEX,2022,homepos,Q3,estimate,402.6170938764157,402.57091,0.046183876415682334,Table I.B1.2b.38
MEX,2022,homepos,Q3,se,2.5691557935452285,2.5743400000000003,-0.0051842064547718,Table I.B1.2b.38
MEX,2022,homepos,Q4,estimate,427.6414080368178,427.62727,0.014138036817769262,Table I.B1.2b.38
MEX,2022,homepos,Q4,se,4.53769237987304,4.524220000000001,0.013472379873039841,Table I.B1.2b.38
MEX,2025,homepos,Q1,estimate,364.69867732152625,364.69868,-2.6784737769958156e-06,Table I.B1.2b.38
MEX,2025,homepos,Q1,se,2.3160543746781777,2.31453,0.0015243746781776757,Table I.B1.2b.38
MEX,2025,homepos,Q2,estimate,381.311939081608,381.31194000000005,-9.183920610666974e-07,Table I.B1.2b.38
MEX,2025,homepos,Q2,se,2.323178767262566,2.33792,-0.014741232737434107,Table I.B1.2b.38
MEX,2025,homepos,Q3,estimate,395.57203481591444,395.57203000000004,4.81591439438489e-06,Table I.B1.2b.38
MEX,2025,homepos,Q3,se,2.865899517432088,2.8688900000000004,-0.002990482567912345,Table I.B1.2b.38
MEX,2025,homepos,Q4,estimate,409.8835785529592,409.88358000000005,-1.4470408586930716e-06,Table I.B1.2b.38
MEX,2025,homepos,Q4,se,3.207220205814474,3.2053300000000005,0.0018902058144734113,Table I.B1.2b.38
PER,2015,homepos,Q1,estimate,342.49568566118074,342.49569,-4.338819280746975e-06,Table I.B1.2b.38
PER,2015,homepos,Q1,se,3.145925167084548,3.1420800000000004,0.0038451670845476293,Table I.B1.2b.38
PER,2015,homepos,Q2,estimate,369.8567172435463,369.88672,-0.030002756453711754,Table I.B1.2b.38
PER,2015,homepos,Q2,se,4.0351147608240785,4.05628,-0.021165239175921613,Table I.B1.2b.38
PER,2015,homepos,Q3,estimate,400.39948824800655,400.35231000000005,0.047178248006503054,Table I.B1.2b.38
PER,2015,homepos,Q3,se,3.641150828869724,3.65363,-0.012479171130276079,Table I.B1.2b.38
PER,2015,homepos,Q4,estimate,433.36251557936794,433.36252,-4.420632080837095e-06,Table I.B1.2b.38
PER,2015,homepos,Q4,se,5.215526664855393,5.20786,0.007666664855392469,Table I.B1.2b.38
PER,2018,homepos,Q1,estimate,353.83392215009275,353.83392000000003,2.1500927118722757e-06,Table I.B1.2b.38
PER,2018,homepos,Q1,se,3.049237706069487,3.0449300000000004,0.004307706069486716,Table I.B1.2b.38
PER,2018,homepos,Q2,estimate,381.69223481734423,381.69223000000005,4.817344176899496e-06,Table I.B1.2b.38
PER,2018,homepos,Q2,se,3.0270365588018575,3.02328,0.0037565588018573237,Table I.B1.2b.38
PER,2018,homepos,Q3,estimate,413.81952558532265,413.81953000000004,-4.414677391650912e-06,Table I.B1.2b.38
PER,2018,homepos,Q3,se,4.4216693157933555,4.41181,0.009859315793355528,Table I.B1.2b.38
PER,2018,homepos,Q4,estimate,450.77010599509885,450.77011000000005,-4.004901200005406e-06,Table I.B1.2b.38
PER,2018,homepos,Q4,se,4.422013098955338,4.42218,-0.00016690104466210443,Table I.B1.2b.38
PER,2022,homepos,Q1,estimate,353.6244612467249,353.62446000000006,1.2467248211578408e-06,Table I.B1.2b.38
PER,2022,homepos,Q1,se,2.362707395118806,2.36368,-0.0009726048811939947,Table I.B1.2b.38
PER,2022,homepos,Q2,estimate,374.0999452847544,374.09995000000004,-4.715245609077101e-06,Table I.B1.2b.38
PER,2022,homepos,Q2,se,3.3769368341551105,3.3714600000000003,0.005476834155110133,Table I.B1.2b.38
PER,2022,homepos,Q3,estimate,405.01437625782,405.01438,-3.7421800129777694e-06,Table I.B1.2b.38
PER,2022,homepos,Q3,se,4.098817354137164,4.08586,0.012957354137164145,Table I.B1.2b.38
PER,2022,homepos,Q4,estimate,433.2526284322615,433.25263,-1.5677385363233043e-06,Table I.B1.2b.38
PER,2022,homepos,Q4,se,3.6006332391041997,3.5992,0.0014332391041995685,Table I.B1.2b.38
PER,2025,homepos,Q1,estimate,350.8882151841791,350.88822000000005,-4.815820943804283e-06,Table I.B1.2b.38
PER,2025,homepos,Q1,se,2.9673217910756753,2.95753,0.009791791075675071,Table I.B1.2b.38
PER,2025,homepos,Q2,estimate,370.9995860641637,370.99959,-3.935836332402687e-06,Table I.B1.2b.38
PER,2025,homepos,Q2,se,3.428468851081254,3.4156800000000005,0.012788851081253494,Table I.B1.2b.38
PER,2025,homepos,Q3,estimate,394.3693245967284,394.34450000000004,0.024824596728365123,Table I.B1.2b.38
PER,2025,homepos,Q3,se,3.3542301844984745,3.3823000000000003,-0.028069815501525763,Table I.B1.2b.38
PER,2025,homepos,Q4,estimate,415.4734193308324,415.50851000000006,-0.03509066916763004,Table I.B1.2b.38
PER,2025,homepos,Q4,se,4.169070191360083,4.167890000000001,0.0011801913600821834,Table I.B1.2b.38
URY,2015,homepos,Q1,estimate,381.88050566837103,381.90806000000003,-0.027554331629005446,Table I.B1.2b.38
URY,2015,homepos,Q1,se,3.688740712831267,3.6912900000000004,-0.002549287168733372,Table I.B1.2b.38
URY,2015,homepos,Q2,estimate,403.9247467278127,403.88425,0.040496727812694644,Table I.B1.2b.38
URY,2015,homepos,Q2,se,3.2492356426267786,3.2392800000000004,0.009955642626778172,Table I.B1.2b.38
URY,2015,homepos,Q3,estimate,426.3093077115251,426.30931000000004,-2.2884749455442943e-06,Table I.B1.2b.38
URY,2015,homepos,Q3,se,3.5195943761926687,3.5247100000000002,-0.0051156238073315485,Table I.B1.2b.38
URY,2015,homepos,Q4,estimate,461.60453691379035,461.60454000000004,-3.08620968780815e-06,Table I.B1.2b.38
URY,2015,homepos,Q4,se,5.156341583886246,5.13384,0.022501583886246124,Table I.B1.2b.38
URY,2018,homepos,Q1,estimate,375.14500221764365,375.14500000000004,2.2176436118570564e-06,Table I.B1.2b.38
URY,2018,homepos,Q1,se,3.5135516469114942,3.50993,0.0036216469114940253,Table I.B1.2b.38
URY,2018,homepos,Q2,estimate,405.69592110429943,405.69592000000006,1.1042993719456717e-06,Table I.B1.2b.38
URY,2018,homepos,Q2,se,3.5065113751354193,3.5226300000000004,-0.016118624864581044,Table I.B1.2b.38
URY,2018,homepos,Q3,estimate,427.91816141230464,427.91816000000006,1.412304584391677e-06,Table I.B1.2b.38
URY,2018,homepos,Q3,se,3.776032122306953,3.7518400000000005,0.024192122306952335,Table I.B1.2b.38
URY,2018,homepos,Q4,estimate,459.0054972447885,459.00550000000004,-2.7552115398066235e-06,Table I.B1.2b.38
URY,2018,homepos,Q4,se,4.7777419835142485,4.810320000000001,-0.032578016485752315,Table I.B1.2b.38
URY,2022,homepos,Q1,estimate,362.1229857946552,361.99118000000004,0.13180579465517894,Table I.B1.2b.38
URY,2022,homepos,Q1,se,3.1836143062804014,3.1087300000000004,0.07488430628040099,Table I.B1.2b.38
URY,2022,homepos,Q2,estimate,397.63252364718227,397.73882000000003,-0.10629635281776473,Table I.B1.2b.38
URY,2022,homepos,Q2,se,2.5870430334175887,2.67117,-0.08412696658241137,Table I.B1.2b.38
URY,2022,homepos,Q3,estimate,419.40397603248914,419.25845000000004,0.14552603248910145,Table I.B1.2b.38
URY,2022,homepos,Q3,se,2.930495256919156,2.90464,0.02585525691915569,Table I.B1.2b.38
URY,2022,homepos,Q4,estimate,456.4832584548323,456.58360000000005,-0.10034154516773697,Table I.B1.2b.38
URY,2022,homepos,Q4,se,3.3714608388403473,3.38511,-0.013649161159652756,Table I.B1.2b.38
URY,2025,homepos,Q1,estimate,376.4059278050432,376.40593,-2.1949568349555193e-06,Table I.B1.2b.38
URY,2025,homepos,Q1,se,2.967825547857541,2.96855,-0.0007244521424589756,Table I.B1.2b.38
URY,2025,homepos,Q2,estimate,394.1926342276094,394.19263,4.227609395002219e-06,Table I.B1.2b.38
URY,2025,homepos,Q2,se,2.786325962175595,2.79665,-0.010324037824405163,Table I.B1.2b.38
URY,2025,homepos,Q3,estimate,412.57993766869686,412.57994,-2.3313031647376192e-06,Table I.B1.2b.38
URY,2025,homepos,Q3,se,3.130369064888462,3.12909,0.001279064888461967,Table I.B1.2b.38
URY,2025,homepos,Q4,estimate,440.4028492658641,440.40285000000006,-7.341359378187917e-07,Table I.B1.2b.38
URY,2025,homepos,Q4,se,3.56777443019844,3.5683700000000003,-0.0005955698015602806,Table I.B1.2b.38
