subscale,r_score,r_homepos_pub,r_homepos_har,gap_q4_q1
"Cultural: books, book types, instruments, art",0.3662439291901323,0.7647859193837381,0.5444422573086659,88.85770158144723
"Living conditions: own room, internet, cars, bathrooms, toilets",0.1712719727235045,0.6398394226501298,0.7960891768591701,40.13934486074079
"Technology: computer, software, phone, devices",0.1387284679091436,0.7391718233396299,0.7438314300965149,32.7384427451083
