rule,n_systems,gap_2022,gap_2025,change,se,narrows_in
Occupation: HISEI >= 60 vs < 35,36,66.3878185100321,65.87048391497345,-0.5173345950586565,0.9495741894901363,19
Education: tertiary vs 12 years or fewer,36,43.62490946411443,53.779223985560904,10.154314521446473,0.8556430887479289,5
Books: more than 100 vs 25 or fewer,36,79.9474328017832,76.51156867013603,-3.4358641316471648,1.0172873985774773,25
Books: more than 100 vs 25 or fewer (with CRI),37,78.9752496966134,75.64084695608808,-3.33440274052532,1.0322780804444127,25
Possessions: top vs bottom quartile of the fixed 16-item score,36,72.19204816638877,66.76528279617024,-5.426765370218533,1.4174283359550937,25
Occupation and books,36,110.66597022246849,105.66690108899681,-4.999069133471679,1.4110287138559707,28
"Occupation, education and books",36,113.81888480324542,111.36712396782605,-2.4517608354193783,1.599632878909399,25
