q_pub,1,2,3,4
1,19.476263725104246,5.019385845208541,0.5017779554030616,0.01054821838934903
2,5.104943390284245,13.440586133351074,5.849083671735508,0.6057273553001975
3,0.42758703998706526,6.230137737835989,13.644358779606932,4.696556427480733
4,0.0019174580710023088,0.310659445123423,5.0024147148654965,19.67805210225314
