rule,n_systems,gap_2022,gap_2025,change,se,narrows_in
Occupation: HISEI >= 60 vs < 35,36,68.23811389415542,68.52425569447205,0.28614180031662784,0.9424993255248638,16
Education: tertiary vs 12 years or fewer,36,44.631255798419936,54.31746540998281,9.686209611562873,0.8959555647360115,6
Books: more than 100 vs 25 or fewer,36,87.31090416708504,84.45123466082869,-2.8596695062563526,1.0622904641519468,24
Books: more than 100 vs 25 or fewer (with CRI),37,86.14205752361114,83.52716745348133,-2.6148900701298174,1.0841136299949787,24
Possessions: top vs bottom quartile of the fixed 16-item score,36,73.90492743143687,68.29254077282118,-5.612386658615691,1.4907660434937087,28
Occupation and books,36,117.89350149804325,113.68331434965947,-4.210187148383781,1.4444121320639514,28
"Occupation, education and books",36,120.984349723061,117.9819134677221,-3.002436255338907,1.5915366833019946,22
