subscale,r_score,r_homepos_pub,r_homepos_har,gap_q4_q1
"Cultural: books, book types, instruments, art",0.3847639244259047,0.7647859193837381,0.5444422573086659,92.05162658562746
"Living conditions: own room, internet, cars, bathrooms, toilets",0.1878601089427045,0.6398394226501298,0.7960891768591701,43.74677988230647
"Technology: computer, software, phone, devices",0.1581884084690529,0.7391718233396299,0.7438314300965149,36.56811825078388
