cnt,escs_Q1_change,escs_Q4_change,escs_Q4-Q1_change,escs_Q4-Q1_se,escs_h_Q1_change,escs_h_Q4_change,escs_h_Q4-Q1_change,escs_h_Q4-Q1_se,homepos_Q1_change,homepos_Q4_change,homepos_Q4-Q1_change,homepos_Q4-Q1_se,homepos_h_Q1_change,homepos_h_Q4_change,homepos_h_Q4-Q1_change,homepos_h_Q4-Q1_se
SVK,19.39251505969992,2.4415276075501424,-16.950987452149775,8.900564928036822,7.048374935160325,7.181325791617383,0.1329508564572705,8.761981699559447,34.04664169839157,-17.4788337425735,-51.52547544096512,9.539984913475683,16.258923300055926,2.0424344172054703,-14.21648888285047,9.370152083018615
LVA,-8.858518025308967,-25.27132973656302,-16.412811711254115,5.094609859696224,-12.109069414944656,-20.86475177035129,-8.755682355406606,5.326934702674043,-9.780653825226011,-38.18059035460152,-28.39993652937545,4.793721606241389,-21.907404585404663,-24.2101728191505,-2.302768233745894,4.609296595528963
CZE,2.6616738105301465,-13.51798513365975,-16.17965894418994,6.713890990061127,-5.92385740499742,-6.557821421480071,-0.6339640164826363,6.980492394247567,13.50226565150666,-29.98808908180069,-43.49035473330731,6.28956415688856,-11.488454460464425,-6.445042375025309,5.043412085439215,6.409541062449601
DNK,-7.596525734781835,-23.66209117077898,-16.065565435997144,6.142991482316721,-11.154207988128348,-10.182503445388988,0.9717045427393672,5.816233529626881,-7.784363047233342,-33.16192740362442,-25.377564356391236,5.511863709283786,-16.84563259080744,-19.33335209892317,-2.487719508115717,5.576489250324986
NZL,15.66447092539903,-0.380275819241092,-16.04474674464008,6.721439415470293,10.438285475191492,8.464672631666986,-1.973612843524449,6.942944673700485,15.554594307698837,-8.116005075288967,-23.670599382987906,6.386255813800267,6.578751417830972,5.750286549362443,-0.8284648684684299,6.915809697437452
POL,3.694050256790433,-11.25893857440576,-14.95298883119638,6.929721543069338,-4.597696955975039,-6.055246453044219,-1.457549497069223,6.821653865304185,16.926798747325506,-24.43689328223951,-41.36369202956499,6.500426246827656,3.036669158602308,-3.412990045271272,-6.449659203873488,6.387688294917219
ISL,5.806441720251485,-8.152588469156797,-13.959030189408324,6.603444917245339,0.8469376958972816,3.240728092231848,2.393790396334545,6.677598935177601,-3.4992301121797595,-23.418115953793404,-19.918885841613715,6.453713753915701,-13.914537973053823,-4.730911209132216,9.183626763921623,6.271377747176269
ESP,-10.492019856964362,-24.16698477330044,-13.674964916336153,4.033393780045848,-15.154041068098197,-15.19996277936383,-0.0459217112657484,4.011556573888931,2.774297052826625,-35.15797617826047,-37.93227323108698,4.38263050335549,-12.258013188731184,-17.44371711965215,-5.1857039309209085,4.316191466794419
CAN,-6.305642521325751,-19.94922102141834,-13.6435785000927,4.534340206617296,-9.571517240202295,-9.933481324894046,-0.3619640846915359,4.590974115881596,0.7041580458270573,-33.89985781346434,-34.604015859291536,4.811300326010794,-13.302347183316217,-11.27527891785735,2.0270682654589223,5.199463008121456
FIN,-8.402954007561164,-20.693475482193435,-12.290521474632456,4.685665106781923,-15.326807723042748,-11.260686428513909,4.066121294528799,4.404825777273476,9.357434014562102,-35.449418520940185,-44.80685253550224,4.427976275191143,-6.967926802750128,-16.422004654359228,-9.454077851609178,4.505243702514954
