subscale,r_score,r_homepos_pub,r_homepos_har,gap_q4_q1
"Cultural: books, book types, instruments, art",0.3815912726573179,0.7647859193837381,0.5444422573086659,85.66588590364647
"Living conditions: own room, internet, cars, bathrooms, toilets",0.2040106642303016,0.6398394226501298,0.7960891768591701,44.80211195312461
"Technology: computer, software, phone, devices",0.1787007964768954,0.7391718233396299,0.7438314300965149,39.31145235570411
