group,n_systems,pct_2022,pct_2025,mean_2022,mean_2025,change,se
Parents with tertiary education (16 years),36,55.102606486661315,51.630916480819494,496.9067111375258,493.59736953289604,-3.309341604629765,0.8608130881404894
Parents with 12 years or fewer,36,33.5970374567842,38.70010035311177,453.78310735723744,443.58626783575636,-10.196839521481081,0.7654399976862418
HISEI >= 60,36,45.36251078022438,48.18445202572761,512.0215597682936,500.5357476174624,-11.485812150831237,0.8120114318207445
HISEI < 35,36,29.989021243086583,26.98376078002574,444.81932386835143,436.4239101875751,-8.395413680776358,0.8191686740498025
More than 100 books,36,34.20487551956057,33.455329992887755,518.6051715541337,503.06481508778444,-15.540356466349238,0.9335265326605007
25 books or fewer,36,36.46439257217136,37.74049989902637,431.6869130476398,422.16660341731347,-9.520309630326324,0.8487661841459524
No valid ESCS,34,3.770474317841673,8.122075557092924,417.99834858371,375.7440367898214,-42.25431179388863,2.518843342740469
Valid ESCS,36,96.22952568215833,91.87792444290707,479.37530935392624,469.37005602234996,-10.005253331576284,0.6813965042871946
