wave,change_quartile_pct,pubQ4_still_Q4_pct,pubQ1_still_Q1_pct,r_within_country_unweighted,r_within_country_weighted
2022,33.95882615200104,78.50082174055598,77.84563225945318,0.9042631443958771,0.9035089153224996
2025,25.43789154437379,84.00207022228096,84.29991141715593,0.9456189380835922,0.9460620525716877
