index,decile,n_systems,mean_2022,mean_2025,change,se
escs,1,36,417.6083930064052,416.7008480143744,-0.9075449920308074,1.2282105541363615
escs,2,36,442.5794781066396,436.72033757948185,-5.859140527157763,1.3449512300537232
escs,3,36,451.00837947826585,445.7616835543396,-5.246695923926268,1.354757162959013
escs,4,36,461.9918346463575,453.8208801588224,-8.170954487535141,1.342520153311984
escs,5,36,473.0324814444657,465.043094917932,-7.9893865265336785,1.3912859051730384
escs,6,36,482.5399915349202,475.8308106163854,-6.709180918534798,1.2198997215684433
escs,7,36,494.84742269806856,486.4039063408128,-8.44351635725576,1.3310857764844808
escs,8,36,508.53212396997515,498.9025498978755,-9.629574072099672,1.3786278473686258
escs,9,36,525.1907415102853,508.3840793986613,-16.806662111624007,1.4497538194684874
escs,10,36,536.527385273197,506.2182935989007,-30.30909167429627,1.5065967157670501
escs,D10-D1,36,118.91899226679175,89.51744558452636,-29.40154668226539,1.9379281336195233
escs_h,1,36,422.77571768207406,414.68482767610004,-8.090890005974018,1.268339565642983
escs_h,2,36,445.90659596585755,435.04805119860947,-10.858544767248077,1.1529655014663476
escs_h,3,36,453.80461164954596,444.7460193246793,-9.058592324866652,1.2242747188550285
escs_h,4,36,463.76699350945535,453.95991931463715,-9.807074194818199,1.4470158131133066
escs_h,5,36,473.5649431112771,464.86934083381567,-8.695602277461433,1.3128104889191723
escs_h,6,36,484.27817227162757,475.3329123113275,-8.945259960300064,1.314745401089971
escs_h,7,36,496.94527117800146,486.4184050662132,-10.526866111788252,1.3170221365889156
escs_h,8,36,508.55172411536705,499.94682452108657,-8.604899594280482,1.3648701222052757
escs_h,9,36,521.4596581904945,509.23274049150314,-12.226917698991315,1.3765249850549781
escs_h,10,36,525.5726198145079,512.4711371458604,-13.101482668647463,1.5016456306837171
escs_h,D10-D1,36,102.7969021324338,97.78630946976037,-5.010592662673432,1.8995272545407813
escs_pca,1,36,427.2727673814696,419.93932885178344,-7.333438529686134,1.1902189325338752
escs_pca,2,36,445.7641463114328,434.9759502971889,-10.788196014243908,1.13114988428272
escs_pca,3,36,451.37059394924324,442.5709852864741,-8.799608662769117,1.4107971690034253
escs_pca,4,36,462.7770455391853,451.962260310712,-10.814785228473283,1.4288850048896866
escs_pca,5,36,471.18156088931465,461.788545881743,-9.393015007571648,1.4118013900669761
escs_pca,6,36,482.6251567051477,471.8903431207126,-10.734813584435074,1.3062784094998607
escs_pca,7,36,494.8231934841668,483.5071680899865,-11.316025394180258,1.4000132813998196
escs_pca,8,36,508.96907523322227,499.17736876588407,-9.791706467338201,1.3452615216919313
escs_pca,9,36,522.0651030353979,512.1753173930969,-9.889785642301035,1.5131016307012588
escs_pca,10,36,529.7881263944029,518.7440032655919,-11.044123128810952,1.4671851580369577
escs_pca,D10-D1,36,102.51535901293323,98.80467441380837,-3.7106845991248605,1.9139222257064241
homepos,1,36,405.1583428673929,414.41736784497937,9.259024977586478,1.288437326971152
homepos,2,36,438.2042325310754,443.2032407277834,4.999008196708019,1.2997770082201283
homepos,3,36,455.29790189875473,454.32279960276685,-0.975102295987881,1.441364616507852
homepos,4,36,468.7874090406435,464.6621700542147,-4.125238986428826,1.4779261590667037
homepos,5,36,479.1240346888659,469.47974499098956,-9.644289697876332,1.4423406165287735
homepos,6,36,489.3575585587558,475.7139779150666,-13.643580643689177,1.3704845655170095
homepos,7,36,500.4298426231593,479.701533640252,-20.728308982907265,1.3534051233722637
homepos,8,36,508.9544371721947,482.57063423921073,-26.38380293298394,1.4137339891378378
homepos,9,36,517.6149510234758,485.750364456216,-31.864586567259778,1.3615508705515948
homepos,10,36,519.7612792957301,476.8051262694589,-42.95615302627118,1.4251334026708327
homepos,D10-D1,36,114.60293642833717,62.38775842447948,-52.215178003857694,1.7693686944878533
homepos_h,1,36,417.49058871451797,407.12653602261287,-10.364052691905101,1.3030533932450985
homepos_h,2,36,448.553766846914,439.68212823607337,-8.871638610840648,1.263141605959345
homepos_h,3,36,465.1533943976171,453.15787103550457,-11.995523362112522,1.493076669015973
homepos_h,4,36,474.5715616330269,461.34990451956435,-13.221657113462527,1.362365088231371
homepos_h,5,36,483.2858367985235,469.23775233943513,-14.048084459088386,1.2793462129270332
homepos_h,6,36,489.8476920625487,475.2312673921553,-14.616424670393371,1.3507358570127261
homepos_h,7,36,496.41194056522335,481.39975333061983,-15.012187234603516,1.417883539811971
homepos_h,8,36,501.7758092461478,487.3252781871944,-14.450531058953402,1.375163413803655
homepos_h,9,36,505.98475271140006,491.67606565067683,-14.30868706072323,1.3720643806028416
homepos_h,10,36,505.0884418883437,486.56231409006796,-18.526127798275752,1.4871000542713908
homepos_h,D10-D1,36,87.59785317382565,79.43577806745505,-8.162075106370608,1.779807177052453
