q_pub,1,2,3,4
1,21.453523912043615,3.5006826352173617,0.0744272331119758,2.6759155729956114e-05
2,3.467322005135899,17.03102074677519,4.388672145817721,0.09234294285220354
3,0.09182602593639476,4.359962837206712,17.036398263598883,3.510016543368317
4,0.000782183385236622,0.11398523852296766,3.490691254001923,21.388319273869868
