wave,hisei,pared,homepos,r2,n
2022,0.4285229301263743,0.47605093411773775,0.44789189636372906,0.9999663237949458,255329
2025,0.43382050889616564,0.455158368248773,0.4662268138813139,0.9998927481669614,236927
