index,decile,n_systems,mean_2022,mean_2025,change,se
escs,1,36,424.6855369965607,431.4973662811747,6.811829284614021,1.1963045274363768
escs,2,36,451.1573047663933,453.9966308874024,2.839326121009094,1.2391660207810675
escs,3,36,458.9789596365396,464.3936507798985,5.41469114335888,1.285129751586165
escs,4,36,471.12357044273386,473.7582803355425,2.634709892808644,1.332256108082188
escs,5,36,481.98494435242264,485.66561609533994,3.6806717429172977,1.3314408424383277
escs,6,36,491.4287808636104,497.0454200717712,5.616639208160791,1.2060316145492807
escs,7,36,503.6999522546854,507.84348162921697,4.1435293745315676,1.1987265940637648
escs,8,36,517.5470604480213,521.722643369764,4.175582921742716,1.275160488243089
escs,9,36,535.1727204901524,531.4918708895409,-3.6808496006115092,1.4482118128487629
escs,10,36,549.1042483662961,531.3434368008072,-17.760811565488893,1.3366280850841674
escs,D10-D1,36,124.41871136973555,99.84607051963255,-24.572640850103,1.8064701720151928
escs_h,1,36,429.9572362212774,429.75076632349266,-0.206469897784757,1.205078782181586
escs_h,2,36,454.23037479499396,452.3734660465899,-1.8569087484040665,1.2114150955301008
escs_h,3,36,462.1375481889668,463.5039345797092,1.3663863907424343,1.1388764281540065
escs_h,4,36,472.5001996932518,473.5472384750657,1.0470387818139102,1.4026037993435703
escs_h,5,36,482.37570040287727,485.48116852297045,3.105468120093178,1.3237276355677443
escs_h,6,36,493.646949244579,496.46349695285863,2.816547708279643,1.2265788336503456
escs_h,7,36,506.0445169836288,508.33459567553916,2.2900786919103666,1.268976558677334
escs_h,8,36,517.2331017362283,522.3967145645361,5.163612828307805,1.2721083131717477
escs_h,9,36,531.4908985611038,532.7890653762186,1.2981668151147687,1.3655988767785643
escs_h,10,36,538.0241224138156,537.3738911986693,-0.6502312151462775,1.3249158087567792
escs_h,D10-D1,36,108.06688619253816,107.62312487517666,-0.44376131736150626,1.8022791727376954
escs_pca,1,36,434.07539329899225,434.98473385427326,0.9093405552810054,1.1117289620224151
escs_pca,2,36,454.169830611184,452.24773973029477,-1.9220908808892432,1.1759541134283318
escs_pca,3,36,459.9198949641749,461.23731002265697,1.3174150584820836,1.3336707055991017
escs_pca,4,36,471.5398386245777,471.78755543250327,0.24771680792554207,1.3152922163147698
escs_pca,5,36,480.1318332635689,482.3879907127036,2.256157449134662,1.3547486892638534
escs_pca,6,36,491.961113059149,493.22298195708,1.261868897930981,1.2457806292600833
escs_pca,7,36,504.14380086875065,505.09264795251676,0.9488470837661112,1.3442519754527429
escs_pca,8,36,517.7006977876144,521.8163146603285,4.115616872714099,1.178545510340268
escs_pca,9,36,531.8285674037406,535.5509193910772,3.7223519873365376,1.5276786096511579
escs_pca,10,36,542.1805628179599,543.7071421039193,1.5265792859594285,1.3200074759633542
escs_pca,D10-D1,36,108.10516951896761,108.72240824964615,0.6172387306785367,1.7936735077279664
homepos,1,36,413.3816842485488,431.97149194332997,18.589807694781143,1.2544743463810784
homepos,2,36,445.25611285872475,460.9338253531928,15.67771249446804,1.2640707059437064
homepos,3,36,462.62812081005825,472.5312664375939,9.90314562753565,1.3670302406030421
homepos,4,36,476.94718563724985,484.38306029582657,7.435874658576722,1.3994998054483858
homepos,5,36,487.81810495584915,490.07716878166747,2.259063825818316,1.4242218631386117
homepos,6,36,498.15766789416574,496.4157582777402,-1.7419096164255166,1.297575971922621
homepos,7,36,509.58913880808086,501.3032701840601,-8.285868624020736,1.2496932581853124
homepos,8,36,518.8489432178424,505.288485735961,-13.560457481881372,1.3291782796743912
homepos,9,36,528.9240771202218,508.9957078725042,-19.92836924771757,1.2104850703361383
homepos,10,36,533.4568872054327,502.38164930032343,-31.075237905109304,1.3470923665571248
homepos,D10-D1,36,120.07520295688387,70.41015735699351,-49.66504559989036,1.740655706673816
homepos_h,1,36,425.47299330812393,424.8100303109487,-0.6629629971752138,1.230600345499588
homepos_h,2,36,456.0896053027274,457.14494652661426,1.0553412238868418,1.2314013893351865
homepos_h,3,36,472.7047220547558,471.5968968920232,-1.1078251627325812,1.4174148855928017
homepos_h,4,36,482.56970884904376,480.9648422906848,-1.6048665583589354,1.3699063332180157
homepos_h,5,36,491.8111463010779,490.27219375586174,-1.5389525452161479,1.2892043131200253
homepos_h,6,36,499.2096951711067,496.71769135554104,-2.492003815565681,1.308867124729279
homepos_h,7,36,506.30412489430245,503.20792587561954,-3.09619901868291,1.3662077712014071
homepos_h,8,36,511.84484407603367,510.28653750377936,-1.5583065722543097,1.2994235480356287
homepos_h,9,36,517.2683185069405,515.2847999563835,-1.9835185505570507,1.213438438536391
homepos_h,10,36,518.2212222662754,511.9608715718399,-6.260350694435488,1.383752010365471
homepos_h,D10-D1,36,92.74822895815149,87.15084126089111,-5.597387697260373,1.6772468389151471
