cnt,index,n_systems,countries,status,group,mean_2022,mean_2025,link_se,estimate,se,ci_low,ci_high
CHL,homepos,1,CHL,both cycles,Q3-Q2,16.994330022146812,11.102916095629666,0.0,-5.891413926517146,5.435661765888324,-16.54531098765826,4.762483134623968
CHL,homepos,1,CHL,both cycles,Q4-Q2,45.612315601123726,35.39020986916381,0.0,-10.222105731959914,5.5538957343581155,-21.10774137130182,0.6635299073819922
CHL,homepos,1,CHL,both cycles,Q4-Q3,28.617985578976914,24.287293773534145,0.0,-4.330691805442768,5.531459226857753,-15.172351890083965,6.510968279198428
COL,homepos,1,COL,both cycles,Q1,345.054323691981,348.11236911872385,1.22,3.058045426742865,4.072110989573608,-4.923292112821407,11.039382966307137
COL,homepos,1,COL,both cycles,Q2,366.4046636703896,368.14295221569745,1.22,1.738288545307853,4.981764864133293,-8.0259705883934,11.502547679009107
COL,homepos,1,COL,both cycles,Q3,391.7630618812412,390.7331957846096,1.22,-1.0298660966315651,6.1580606164244225,-13.099664904823433,11.039932711560303
COL,homepos,1,COL,both cycles,Q4,431.6554415291657,422.81803331041317,1.22,-8.837408218752557,7.327382321442074,-23.19907756877902,5.5242611312739065
COL,homepos,1,COL,both cycles,Q2-Q1,21.350339978408613,20.0305830969736,0.0,-1.319756881435012,4.824543967039035,-10.77586305683152,8.136349293961496
COL,homepos,1,COL,both cycles,Q3-Q1,46.7087381892602,42.62082666588577,0.0,-4.08791152337443,6.450742970628053,-16.731367745805414,8.555544699056552
COL,homepos,1,COL,both cycles,Q4-Q1,86.60111783718474,74.70566419168932,0.0,-11.895453645495422,8.216373432980857,-27.9995455741379,4.208638283147057
COL,homepos,1,COL,both cycles,Q3-Q2,25.35839821085159,22.59024356891217,0.0,-2.768154641939418,4.725299646779184,-12.029741949626619,6.4934326657477826
COL,homepos,1,COL,both cycles,Q4-Q2,65.25077785877613,54.67508109471572,0.0,-10.57569676406041,7.048713605904606,-24.391175431633435,3.2397819035126165
COL,homepos,1,COL,both cycles,Q4-Q3,39.89237964792454,32.08483752580355,0.0,-7.807542122120992,6.429794074233008,-20.40993850761769,4.794854263375704
MEX,homepos,1,MEX,both cycles,Q1,362.52430085757976,364.69867732152625,1.22,2.174376463946487,3.71655549867374,-5.110072313454044,9.458825241347018
MEX,homepos,1,MEX,both cycles,Q2,387.76300875217964,381.311939081608,1.22,-6.4510696705716555,3.943701130376387,-14.180723886109373,1.2785845449660629
MEX,homepos,1,MEX,both cycles,Q3,402.6170938764157,395.57203481591444,1.22,-7.0450590605012735,4.0376158231714525,-14.95878607391732,0.8686679529147732
MEX,homepos,1,MEX,both cycles,Q4,427.6414080368178,409.8835785529592,1.22,-17.757829483858586,5.689052081229569,-28.908371563068542,-6.6072874046486305
MEX,homepos,1,MEX,both cycles,Q2-Q1,25.238707894599884,16.61326176008174,0.0,-8.625446134518143,4.158541350629798,-16.776187181752547,-0.4747050872837395
MEX,homepos,1,MEX,both cycles,Q3-Q1,40.09279301883595,30.873357494388188,0.0,-9.21943552444776,4.443083426092349,-17.927879039588763,-0.5109920093067579
MEX,homepos,1,MEX,both cycles,Q4-Q1,65.11710717923802,45.184901231432946,0.0,-19.932205947805073,6.279646131728561,-32.24031236599305,-7.624099529617094
MEX,homepos,1,MEX,both cycles,Q3-Q2,14.854085124236065,14.260095734306447,0.0,-0.593989389929618,4.0947034717614645,-8.619608194582089,7.4316294147228525
MEX,homepos,1,MEX,both cycles,Q4-Q2,39.878399284638135,28.571639471351205,0.0,-11.30675981328693,5.484132113114647,-22.05565875499164,-0.5578608715822231
MEX,homepos,1,MEX,both cycles,Q4-Q3,25.02431416040207,14.311543737044758,0.0,-10.712770423357313,5.209630726866944,-20.923646648016522,-0.5018941986981016
PER,homepos,1,PER,both cycles,Q1,353.6244612467249,350.8882151841791,1.22,-2.7362460625457743,3.9844428527388436,-10.545754053913907,5.073261928822359
PER,homepos,1,PER,both cycles,Q2,374.0999452847544,370.9995860641637,1.22,-3.1003592205907466,4.964524251598329,-12.830826753723471,6.630108312541978
PER,homepos,1,PER,both cycles,Q3,405.01437625782,394.3693245967284,1.22,-10.6450516610916,5.435031171316007,-21.297712756870972,0.007609434687774197
PER,homepos,1,PER,both cycles,Q4,433.2526284322615,415.4734193308324,1.22,-17.779209101429046,5.642172097962734,-28.837866413436004,-6.720551789422087
PER,homepos,1,PER,both cycles,Q2-Q1,20.47548403802955,20.111370879984577,0.0,-0.36411315804497235,4.761698584819521,-9.697042384291233,8.968816068201289
PER,homepos,1,PER,both cycles,Q3-Q1,51.38991501109513,43.4811094125493,0.0,-7.908805598545825,5.794480266477186,-19.265986920841108,3.448375723749459
PER,homepos,1,PER,both cycles,Q4-Q1,79.6281671855366,64.58520414665333,0.0,-15.042963038883272,6.273681033814584,-27.339377865159854,-2.7465482126066885
PER,homepos,1,PER,both cycles,Q3-Q2,30.914430973065578,23.369738532564725,0.0,-7.544692440500853,5.029880071612506,-17.403257380861362,2.3138724998596576
PER,homepos,1,PER,both cycles,Q4-Q2,59.15268314750705,44.47383326666875,0.0,-14.6788498808383,6.418449082864147,-27.25901008325203,-2.098689678424572
PER,homepos,1,PER,both cycles,Q4-Q3,28.23825217444147,21.104094734104024,0.0,-7.134157440337447,6.167833868861435,-19.223111823305857,4.954796942630965
URY,homepos,1,URY,both cycles,Q1,362.1229857946552,376.4059278050432,1.22,14.282942010387956,4.520153596247494,5.423440961742868,23.14244305903304
URY,homepos,1,URY,both cycles,Q2,397.63252364718227,394.1926342276094,1.22,-3.4398894195728644,3.993094542362882,-11.266354722604113,4.3865758834583835
URY,homepos,1,URY,both cycles,Q3,419.40397603248914,412.57993766869686,1.22,-6.824038363792283,4.458184937083288,-15.562080840475527,1.9140041128909608
URY,homepos,1,URY,both cycles,Q4,456.4832584548323,440.4028492658641,1.22,-16.08040918896819,5.05807894092331,-25.994243913177876,-6.166574464758503
URY,homepos,1,URY,both cycles,Q2-Q1,35.509537852527046,17.786706422566226,0.0,-17.72283142996082,4.88221420283337,-27.291971267514224,-8.153691592407416
URY,homepos,1,URY,both cycles,Q3-Q1,57.28099023783392,36.17400986365368,0.0,-21.10698037418024,5.117308512123467,-31.136905057942233,-11.077055690418245
URY,homepos,1,URY,both cycles,Q4-Q1,94.36027266017709,63.99692146082094,0.0,-30.363351199356146,6.246076769578324,-42.60566166772966,-18.121040730982628
URY,homepos,1,URY,both cycles,Q3-Q2,21.771452385306873,18.387303441087454,0.0,-3.384148944219419,4.897342099259152,-12.982939458767357,6.214641570328519
URY,homepos,1,URY,both cycles,Q4-Q2,58.85073480765004,46.21021503825472,0.0,-12.640519769395326,5.7667742731964395,-23.943397344860347,-1.3376421939303036
URY,homepos,1,URY,both cycles,Q4-Q3,37.07928242234317,27.822911597167263,0.0,-9.256370825175907,5.618953663731538,-20.26952000608972,1.7567783557379073
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q1,354.5952478923259,357.4421360386354,1.22,2.8468881463094817,1.88126660096627,-0.8403943915844074,6.534170684203371
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q2,379.7625148235201,375.270327657274,1.22,-4.49218716624614,1.984630346973394,-8.382062646313992,-0.6023116861782878
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3,402.2701171278648,394.89363127528674,1.22,-7.376485852578071,2.1468762438643862,-11.584363290552268,-3.1686084146038738
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4,434.3318537997038,421.19273162161534,1.22,-13.139122178088485,2.4737226843634335,-17.987618639440814,-8.290625716736155
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q2-Q1,25.167266931194206,17.828191618638584,0.0,-7.339075312555622,1.6707281586855,-10.613702503579201,-4.064448121532042
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3-Q1,47.67486923553889,37.45149523665134,0.0,-10.223373998887553,1.9787784401588804,-14.101779741598959,-6.344968256176147
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q1,79.7366059073779,63.75059558297994,0.0,-15.986010324397967,2.4668904281794304,-20.82111556362965,-11.150905085166283
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3-Q2,22.507602304344687,19.623303618012756,0.0,-2.884298686331931,1.7439668209311223,-6.3024736553569305,0.5338762826930687
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q2,54.5693389761837,45.922403964341356,0.0,-8.646935011842345,2.2794753830877426,-13.11470676269432,-4.17916326099037
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q3,32.061736671839014,26.2991003463286,0.0,-5.762636325510414,2.141693793021969,-9.960356159833474,-1.564916491187355
ARG,homepos_h,1,ARG,both cycles,Q1,346.5416893846853,337.7242451730623,1.22,-8.817444211623013,4.302085187270113,-17.249531178672434,-0.38535724457359066
ARG,homepos_h,1,ARG,both cycles,Q2,369.40294579597946,356.39222417089957,1.22,-13.010721625079896,4.585387701788494,-21.998081520585345,-4.023361729574448
ARG,homepos_h,1,ARG,both cycles,Q3,391.5796273214638,379.6912285953663,1.22,-11.888398726097535,4.983467443596063,-21.65599491554582,-2.1208025366492507
ARG,homepos_h,1,ARG,both cycles,Q4,412.7854870296302,412.33946346537016,1.22,-0.446023564260031,6.318077677099436,-12.829455811374926,11.937408682854864
ARG,homepos_h,1,ARG,both cycles,Q2-Q1,22.861256411294164,18.66797899783728,0.0,-4.193277413456883,4.483768786216227,-12.981464234440688,4.594909407526922
ARG,homepos_h,1,ARG,both cycles,Q3-Q1,45.03793793677852,41.966983422304,0.0,-3.070954514474522,5.562783598529638,-13.974010367592612,7.832101338643568
ARG,homepos_h,1,ARG,both cycles,Q4-Q1,66.24379764494489,74.61521829230787,0.0,8.371420647362982,7.138722808583052,-5.620476057459799,22.36331735218576
ARG,homepos_h,1,ARG,both cycles,Q3-Q2,22.176681525484355,23.299004424466716,0.0,1.122322898982361,5.003855773787971,-8.685234417642063,10.929880215606785
ARG,homepos_h,1,ARG,both cycles,Q4-Q2,43.38254123365073,55.94723929447059,0.0,12.564698060819865,6.307089387700516,0.2028028609268535,24.926593260712878
ARG,homepos_h,1,ARG,both cycles,Q4-Q3,21.205859708166372,32.648234870003876,0.0,11.442375161837504,5.6345426191328585,0.3986716283371017,22.486078695337905
BRA,homepos_h,1,BRA,both cycles,Q1,346.1474257693575,341.93062968141146,1.22,-4.2167960879460225,2.7436518692173553,-9.594353751612038,1.1607615757199934
BRA,homepos_h,1,BRA,both cycles,Q2,362.9189674667263,360.4558850530483,1.22,-2.4630824136780234,3.2005627662221197,-8.736185435473377,3.8100206081173313
BRA,homepos_h,1,BRA,both cycles,Q3,390.271178785856,390.15349108456496,1.22,-0.11768770129106088,3.8545100744488723,-7.67252744721085,7.4371520446287285
BRA,homepos_h,1,BRA,both cycles,Q4,427.4323553038109,426.8566921375067,1.22,-0.5756631663041958,4.996984288379043,-10.36975237152712,9.218426038918729
BRA,homepos_h,1,BRA,both cycles,Q2-Q1,16.771541697368832,18.52525537163683,0.0,1.753713674267999,3.1266354759904864,-4.3744918586733545,7.881919207209353
BRA,homepos_h,1,BRA,both cycles,Q3-Q1,44.12375301649854,48.2228614031535,0.0,4.099108386654962,4.122327297994261,-3.980653117413789,12.178869890723712
BRA,homepos_h,1,BRA,both cycles,Q4-Q1,81.2849295344534,84.92606245609522,0.0,3.6411329216418267,5.318249596810432,-6.78263628810662,14.064902131390273
BRA,homepos_h,1,BRA,both cycles,Q3-Q2,27.352211319129708,29.69760603151667,0.0,2.3453947123869625,3.6388438028604835,-4.786739141219585,9.47752856599351
BRA,homepos_h,1,BRA,both cycles,Q4-Q2,64.51338783708457,66.40080708445839,0.0,1.8874192473738276,5.198229963440334,-8.301111480969228,12.075949975716883
BRA,homepos_h,1,BRA,both cycles,Q4-Q3,37.16117651795486,36.70320105294172,0.0,-0.4579754650131349,4.662280899576381,-9.596046028182842,8.680095098156572
CHL,homepos_h,1,CHL,both cycles,Q1,382.1419965686742,375.8199928880359,1.22,-6.322003680638261,4.171376657150534,-14.497901928653308,1.853894567376786
CHL,homepos_h,1,CHL,both cycles,Q2,407.7015965928094,396.78502799782234,1.22,-10.91656859498704,5.1581836703090715,-21.02660858879282,-0.8065286011812614
CHL,homepos_h,1,CHL,both cycles,Q3,421.87167637686326,408.63818884602705,1.22,-13.233487530836214,4.531336850356932,-22.114907757535804,-4.352067304136627
CHL,homepos_h,1,CHL,both cycles,Q4,443.14243919939565,438.3899786369666,1.22,-4.752460562429064,4.94064598446212,-14.436126691974819,4.93120556711669
CHL,homepos_h,1,CHL,both cycles,Q2-Q1,25.559600024135193,20.965035109786413,0.0,-4.59456491434878,5.533986823230359,-15.441179087880283,6.252049259182723
CHL,homepos_h,1,CHL,both cycles,Q3-Q1,39.729679808189076,32.81819595799112,0.0,-6.911483850197953,5.579394678098314,-17.847097419270646,4.024129718874741
CHL,homepos_h,1,CHL,both cycles,Q4-Q1,61.000442630721466,62.56998574893066,0.0,1.5695431182091966,5.977737799921606,-10.146822969637151,13.285909206055544
CHL,homepos_h,1,CHL,both cycles,Q3-Q2,14.170079784053883,11.853160848204709,0.0,-2.3169189358491735,5.318120180087623,-12.740434488820915,8.106596617122568
CHL,homepos_h,1,CHL,both cycles,Q4-Q2,35.44084260658627,41.60495063914425,0.0,6.1641080325579765,5.6691268429275965,-4.947380579580113,17.275596644696066
CHL,homepos_h,1,CHL,both cycles,Q4-Q3,21.27076282253239,29.75178979093954,0.0,8.48102696840715,5.767876189074895,-2.824010362179644,19.786064298993942
COL,homepos_h,1,COL,both cycles,Q1,351.73789852914706,349.69931946392217,1.22,-2.0385790652248943,3.953636380470503,-9.787706370947081,5.710548240497292
COL,homepos_h,1,COL,both cycles,Q2,365.75426241963726,365.40895850075503,1.22,-0.3453039188822231,4.951899677512475,-10.051027286806674,9.360419449042228
COL,homepos_h,1,COL,both cycles,Q3,392.2427596194863,393.62223542137116,1.22,1.379475801884837,6.741977437956574,-11.834799976510046,14.59375158027972
COL,homepos_h,1,COL,both cycles,Q4,430.4581898246248,425.1388566493027,1.22,-5.319333175322129,7.0294014313589095,-19.09695998078559,8.458293630141334
COL,homepos_h,1,COL,both cycles,Q2-Q1,14.016363890490197,15.709639036832868,0.0,1.6932751463426712,4.748179641977935,-7.613156951934082,10.999707244619424
COL,homepos_h,1,COL,both cycles,Q3-Q1,40.50486109033926,43.92291595744899,0.0,3.4180548671097313,6.729893912436931,-9.772537201266653,16.608646935486114
COL,homepos_h,1,COL,both cycles,Q4-Q1,78.72029129547775,75.43953718538052,0.0,-3.2807541100972344,7.663415175250621,-18.30104785358845,11.739539633393981
COL,homepos_h,1,COL,both cycles,Q3-Q2,26.488497199849064,28.213276920616124,0.0,1.72477972076706,5.592516091033025,-9.23655181765767,12.68611125919179
COL,homepos_h,1,COL,both cycles,Q4-Q2,64.70392740498755,59.72989814854765,0.0,-4.974029256439906,7.249661893686593,-19.18336656806563,9.235308055185817
COL,homepos_h,1,COL,both cycles,Q4-Q3,38.21543020513849,31.516621227931523,0.0,-6.698808977206966,7.023171242498697,-20.46422461250441,7.06660665809048
MEX,homepos_h,1,MEX,both cycles,Q1,367.9527623589291,361.457865250335,1.22,-6.4948971085941025,3.5579578411383155,-13.4684944772252,0.4787002600369954
MEX,homepos_h,1,MEX,both cycles,Q2,386.74398280578464,381.66195142880053,1.22,-5.082031376984105,4.18841109039556,-13.291317114159401,3.1272543601911913
MEX,homepos_h,1,MEX,both cycles,Q3,406.0032635615874,396.4765571382198,1.22,-9.526706423367614,4.381296862209821,-18.114048273298863,-0.9393645734363645
MEX,homepos_h,1,MEX,both cycles,Q4,423.29880820897296,413.79304592843266,1.22,-9.505762280540296,5.3503866548944155,-19.99252012413335,0.9809955630527583
MEX,homepos_h,1,MEX,both cycles,Q2-Q1,18.79122044685556,20.20408617846556,0.0,1.4128657316099975,4.402642575264915,-7.216313715909235,10.04204517912923
MEX,homepos_h,1,MEX,both cycles,Q3-Q1,38.050501202658324,35.01869188788481,0.0,-3.0318093147735112,4.725825845913025,-12.29442797276304,6.230809343216018
MEX,homepos_h,1,MEX,both cycles,Q4-Q1,55.34604585004388,52.335180678097686,0.0,-3.010865171946193,6.0886190079012605,-14.944558427432664,8.922828083540278
MEX,homepos_h,1,MEX,both cycles,Q3-Q2,19.259280755802763,14.814605709419254,0.0,-4.444675046383509,4.22056101458363,-12.716974634967425,3.8276245422004074
MEX,homepos_h,1,MEX,both cycles,Q4-Q2,36.55482540318832,32.13109449963213,0.0,-4.423730903556191,5.669043519708357,-15.535056202184569,6.687594395072187
MEX,homepos_h,1,MEX,both cycles,Q4-Q3,17.295544647385555,17.316488790212873,0.0,0.020944142827318046,4.941620628306097,-9.664632288652632,9.706520574307268
PER,homepos_h,1,PER,both cycles,Q1,357.87177405810274,350.80886198418705,1.22,-7.062912073915697,4.189721126508283,-15.274765481871933,1.148941334040538
PER,homepos_h,1,PER,both cycles,Q2,376.9591712213834,368.81825666513487,1.22,-8.140914556248504,4.602739768694367,-17.162284502889463,0.8804553903924557
PER,homepos_h,1,PER,both cycles,Q3,403.9984820689286,395.59310706291836,1.22,-8.405375006010217,5.474140537398906,-19.134690459312075,2.3239404472916387
PER,homepos_h,1,PER,both cycles,Q4,433.209517490334,420.3029897259768,1.22,-12.906527764357236,5.53292863752937,-23.7510678939148,-2.061987634799671
PER,homepos_h,1,PER,both cycles,Q2-Q1,19.087397163280627,18.00939468094782,0.0,-1.0780024823328063,4.563747441978823,-10.0229474686113,7.866942503945687
PER,homepos_h,1,PER,both cycles,Q3-Q1,46.12670801082584,44.78424507873132,0.0,-1.34246293209452,5.521210068798308,-12.164034666939203,9.479108802750163
PER,homepos_h,1,PER,both cycles,Q4-Q1,75.33774343223126,69.49412774178973,0.0,-5.843615690441538,5.995287787328702,-17.594379753605793,5.907148372722718
PER,homepos_h,1,PER,both cycles,Q3-Q2,27.03931084754521,26.774850397783496,0.0,-0.2644604497617138,5.420576132655621,-10.888789669766732,10.359868770243304
PER,homepos_h,1,PER,both cycles,Q4-Q2,56.250346268950636,51.484733060841904,0.0,-4.765613208108732,6.501942810110915,-17.509421115926123,7.978194699708661
PER,homepos_h,1,PER,both cycles,Q4-Q3,29.211035421405427,24.70988266305841,0.0,-4.501152758347018,6.228016096929748,-16.708064308329327,7.705758791635288
URY,homepos_h,1,URY,both cycles,Q1,368.52587921543073,372.9703115004137,1.22,4.444432284982952,4.3186802864890845,-4.020181076535653,12.909045646501557
URY,homepos_h,1,URY,both cycles,Q2,400.5652257992666,394.60985755597596,1.22,-5.95536824329065,4.213400507779218,-14.213633238537916,2.3028967519566166
URY,homepos_h,1,URY,both cycles,Q3,422.5429592672805,416.9273892846069,1.22,-5.615569982673605,4.526279529867828,-14.48707786121455,3.255937895867339
URY,homepos_h,1,URY,both cycles,Q4,452.6744848240768,444.0281305243872,1.22,-8.646354299689563,4.984020188565814,-18.41503386927856,1.1223252698994326
URY,homepos_h,1,URY,both cycles,Q2-Q1,32.03934658383588,21.639546055562278,0.0,-10.399800528273602,4.892173963659461,-19.988461497046146,-0.8111395595010578
URY,homepos_h,1,URY,both cycles,Q3-Q1,54.017080051849746,43.95707778419319,0.0,-10.060002267656557,5.61766499670243,-21.07062566119332,0.9506211258802058
URY,homepos_h,1,URY,both cycles,Q4-Q1,84.14860560864605,71.05781902397354,0.0,-13.090786584672514,5.9961313091271204,-24.843203950561673,-1.3383692187833578
URY,homepos_h,1,URY,both cycles,Q3-Q2,21.977733468013867,22.31753172863091,0.0,0.33979826061704443,5.268069737144974,-9.985618424187104,10.665214945421193
URY,homepos_h,1,URY,both cycles,Q4-Q2,52.10925902481017,49.41827296841126,0.0,-2.6909860563989128,5.817412843413955,-14.093115229490264,8.711143116692439
URY,homepos_h,1,URY,both cycles,Q4-Q3,30.131525556796305,27.100741239780348,0.0,-3.030784317015957,5.389831314486804,-13.594853693410093,7.533285059378178
LATAM7,homepos_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q1,360.1313465549038,355.7730322773382,1.22,-4.358314277565626,1.8650590236155846,-8.01382996385217,-0.70279859127908
LATAM7,homepos_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q2,381.435164585941,374.8760230532052,1.22,-6.559141532735794,2.0273190111143378,-10.532686794519895,-2.5855962709516915
LATAM7,homepos_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3,404.07284957163796,397.3003139190106,1.22,-6.772535652627369,2.203158457719522,-11.090726229757632,-2.4543450754971055
LATAM7,homepos_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4,431.85732598297784,425.8355938668489,1.22,-6.021732116128931,2.4129904329421126,-10.751193364695471,-1.2922708675623902
LATAM7,homepos_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q2-Q1,21.303818031037167,19.102990775867,0.0,-2.200827255170168,1.7331972958489128,-5.597893955034037,1.1962394446937012
LATAM7,homepos_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3-Q1,43.941503016734146,41.5272816416724,0.0,-2.414221375061743,2.063950102858453,-6.459563576664311,1.6311208265408252
LATAM7,homepos_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q1,71.72597942807403,70.06256158951072,0.0,-1.663417838563305,2.401847805749476,-6.371039537832278,3.044203860705668
LATAM7,homepos_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3-Q2,22.63768498569698,22.424290865805403,0.0,-0.21339411989157497,1.8778338310130898,-3.893948428677231,3.467160188894081
LATAM7,homepos_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q2,50.42216139703686,50.95957081364372,0.0,0.537409416606863,2.3024085656522115,-3.975311372071472,5.050130205285198
LATAM7,homepos_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q3,27.78447641133988,28.53527994783832,0.0,0.750803536498438,2.158686034036541,-3.480221090213182,4.981828163210058
ARG,hisei_h,1,ARG,both cycles,Q1,350.72095221621385,348.8078677206957,1.22,-1.9130844955181487,4.313488562430646,-10.367522077882214,6.541353086845916
ARG,hisei_h,1,ARG,both cycles,Q2,369.8377695436001,371.4407419063969,1.22,1.6029723627968337,5.03771296397296,-8.270945046590167,11.476889772183835
ARG,hisei_h,1,ARG,both cycles,Q3,394.3551073793681,384.59415154139805,1.22,-9.760955837970073,5.125926038004681,-19.807770872459248,0.28585919651910174
ARG,hisei_h,1,ARG,both cycles,Q4,414.3014339938836,423.53766521007947,1.22,9.236231216195847,6.67579211764043,-3.8483213343793956,22.32078376677109
ARG,hisei_h,1,ARG,both cycles,Q2-Q1,19.11681732738623,22.632874185701212,0.0,3.5160568583149825,5.251562399723141,-6.777005445142374,13.809119161772339
ARG,hisei_h,1,ARG,both cycles,Q3-Q1,43.634155163154276,35.78628382070235,0.0,-7.847871342451924,5.422712380098118,-18.476387607444238,2.7806449225403878
ARG,hisei_h,1,ARG,both cycles,Q4-Q1,63.580481777669775,74.72979748938377,0.0,11.149315711713996,7.2195598977778515,-3.001021687930592,25.299653111358584
ARG,hisei_h,1,ARG,both cycles,Q3-Q2,24.517337835768046,13.15340963500114,0.0,-11.363928200766907,5.370337642859737,-21.889789980771994,-0.8380664207618214
ARG,hisei_h,1,ARG,both cycles,Q4-Q2,44.463664450283545,52.09692330368256,0.0,7.633258853399013,6.730596612166614,-5.558710506447548,20.825228213245573
ARG,hisei_h,1,ARG,both cycles,Q4-Q3,19.9463266145155,38.94351366868142,0.0,18.99718705416592,6.013541392822208,7.210645924234393,30.78372818409745
BRA,hisei_h,1,BRA,both cycles,Q1,354.9096905948246,359.96555477064317,1.22,5.055864175818556,2.699014774000282,-0.2342047812219974,10.345933132859109
BRA,hisei_h,1,BRA,both cycles,Q2,375.0027746059949,377.8088077200498,1.22,2.8060331140549124,2.9467108164465547,-2.969520086180335,8.58158631429016
BRA,hisei_h,1,BRA,both cycles,Q3,395.7282848077573,407.57146036780904,1.22,11.843175560051748,4.335570256491244,3.3454578573289098,20.340893262774586
BRA,hisei_h,1,BRA,both cycles,Q4,415.6758557129494,428.70444635432216,1.22,13.028590641372773,4.794733100416969,3.6309137645555136,22.42626751819003
BRA,hisei_h,1,BRA,both cycles,Q2-Q1,20.093084011170276,17.843252949406633,0.0,-2.2498310617636434,3.1517663247918053,-8.42729305835558,3.9276309348282945
BRA,hisei_h,1,BRA,both cycles,Q3-Q1,40.81859421293268,47.60590559716587,0.0,6.787311384233192,4.591422951185846,-2.211877600091066,15.78650036855745
BRA,hisei_h,1,BRA,both cycles,Q4-Q1,60.766165118124775,68.73889158367899,0.0,7.972726465554217,4.9497282611502404,-1.7287409263002544,17.67419385740869
BRA,hisei_h,1,BRA,both cycles,Q3-Q2,20.725510201762404,29.76265264775924,0.0,9.037142445996835,4.08533725132499,1.0298814333998543,17.044403458593816
BRA,hisei_h,1,BRA,both cycles,Q4-Q2,40.6730811069545,50.89563863427236,0.0,10.22255752731786,4.885697391749949,0.6465906394879593,19.79852441514776
BRA,hisei_h,1,BRA,both cycles,Q4-Q3,19.947570905192094,21.13298598651312,0.0,1.1854150813210254,4.434947232724191,-7.50708149481839,9.87791165746044
CHL,hisei_h,1,CHL,both cycles,Q1,395.8288684238822,383.22947872170425,1.22,-12.599389702177973,4.322715492404362,-21.071912067290523,-4.126867337065423
CHL,hisei_h,1,CHL,both cycles,Q2,403.91703282314717,399.3289590436702,1.22,-4.588073779476986,4.884491867744399,-14.161677840256006,4.985530281302035
CHL,hisei_h,1,CHL,both cycles,Q3,421.56865006681966,420.73672599912754,1.22,-0.831924067692114,5.110757841801197,-10.84900943762246,9.185161302238232
CHL,hisei_h,1,CHL,both cycles,Q4,450.1642085666607,447.97489244246543,1.22,-2.1893161241952726,4.5171922915593266,-11.043013015651553,6.664380767261008
CHL,hisei_h,1,CHL,both cycles,Q2-Q1,8.08816439926494,16.099480321965927,0.0,8.011315922700987,5.764921230309173,-3.287929688704992,19.310561534106967
CHL,hisei_h,1,CHL,both cycles,Q3-Q1,25.73978164293743,37.50724727742329,0.0,11.767465634485859,6.313917912822725,-0.6078134746466812,24.1427447436184
CHL,hisei_h,1,CHL,both cycles,Q4-Q1,54.33534014277848,64.74541372076118,0.0,10.4100735779827,5.8722807134893555,-1.0995966204564365,21.91974377642184
CHL,hisei_h,1,CHL,both cycles,Q3-Q2,17.65161724367249,21.40776695545736,0.0,3.7561497117848717,5.938533395641049,-7.883375743671586,15.395675167241329
CHL,hisei_h,1,CHL,both cycles,Q4-Q2,46.24717574351354,48.64593339879525,0.0,2.398757655281713,5.860263820300476,-9.08735943250722,13.884874743070647
CHL,hisei_h,1,CHL,both cycles,Q4-Q3,28.595558499841047,27.23816644333789,0.0,-1.3573920565031585,5.37194472180068,-11.886403711232491,9.171619598226174
COL,hisei_h,1,COL,both cycles,Q1,359.2964808061544,360.17106641111684,1.22,0.8745856049624194,4.083146266245056,-7.128381076877892,8.87755228680273
COL,hisei_h,1,COL,both cycles,Q2,373.86519107437965,379.02196549679985,1.22,5.156774422420199,4.6751529692906635,-4.006525397389501,14.320074242229898
COL,hisei_h,1,COL,both cycles,Q3,388.8722981703542,399.3573576560602,1.22,10.48505948570596,5.831688150958549,-0.9450492901727969,21.915168261584718
COL,hisei_h,1,COL,both cycles,Q4,420.1325862858953,422.2367561444572,1.22,2.1041698585619315,8.357145952874701,-14.275836209072484,18.484175926196347
