cnt,index,n_systems,countries,status,group,mean_2022,mean_2025,link_se,estimate,se,ci_low,ci_high
BRA,escs,1,BRA,both cycles,Q4-Q2,60.386458952232374,64.8026586827782,0.0,4.416199730545827,5.744004656764621,-6.842049396712829,15.674448857804483
BRA,escs,1,BRA,both cycles,Q4-Q3,45.908952570628,44.18668637858775,0.0,-1.7222661920402516,5.507016795934718,-12.5160191120723,9.071486727991797
CHL,escs,1,CHL,both cycles,Q1,383.74230080287316,377.5920471563294,1.22,-6.150253646543774,4.340869651713313,-14.658358163901868,2.3578508708143193
CHL,escs,1,CHL,both cycles,Q2,403.4320295756664,392.04530464802474,1.22,-11.386724927641637,4.477111323408726,-20.161863121522742,-2.611586733760534
CHL,escs,1,CHL,both cycles,Q3,415.17643839549316,408.3447237308966,1.22,-6.831714664596575,4.875790888073508,-16.38826480522065,2.7248354760275006
CHL,escs,1,CHL,both cycles,Q4,452.85221006260934,447.28867092451276,1.22,-5.563539138096587,5.007425711893728,-15.378093533408295,4.251015257215121
CHL,escs,1,CHL,both cycles,Q2-Q1,19.689728772793217,14.453257491695354,0.0,-5.236471281097863,4.997741815648301,-15.032045239768534,4.559102677572808
CHL,escs,1,CHL,both cycles,Q3-Q1,31.434137592620004,30.752676574567204,0.0,-0.6814610180528007,5.489630684642367,-11.44113715995184,10.078215123846238
CHL,escs,1,CHL,both cycles,Q4-Q1,69.10990925973618,69.69662376818337,0.0,0.5867145084471872,6.4273897375088715,-12.0109693770702,13.184398393964575
CHL,escs,1,CHL,both cycles,Q3-Q2,11.744408819826788,16.29941908287185,0.0,4.555010263045062,5.4611247798728115,-6.148794305505648,15.258814831595773
CHL,escs,1,CHL,both cycles,Q4-Q2,49.42018048694297,55.24336627648802,0.0,5.82318578954505,5.8231696485113575,-5.59022672153721,17.23659830062731
CHL,escs,1,CHL,both cycles,Q4-Q3,37.67577166711618,38.94394719361617,0.0,1.2681755264999879,5.484914663034986,-9.482257213048584,12.01860826604856
COL,escs,1,COL,both cycles,Q1,351.657763356477,350.4688905562199,1.22,-1.1888728002571156,4.18235015158451,-9.386279097362754,7.008533496848523
COL,escs,1,COL,both cycles,Q2,369.6691864423028,373.1685363601852,1.22,3.499349917882398,4.321940192854321,-4.971652860112069,11.970352695876866
COL,escs,1,COL,both cycles,Q3,384.2044345673045,388.05745567716866,1.22,3.853021109864187,6.055405301614433,-8.015573281300101,15.721615501028475
COL,escs,1,COL,both cycles,Q4,430.21297769345813,428.55562757004145,1.22,-1.657350123416677,8.655759369129896,-18.622638486911274,15.30793824007792
COL,escs,1,COL,both cycles,Q2-Q1,18.01142308582581,22.699645803965325,0.0,4.688222718139514,4.835601273747248,-4.7895557784050915,14.166001214684119
COL,escs,1,COL,both cycles,Q3-Q1,32.54667121082747,37.58856512094877,0.0,5.041893910121303,5.831820316841232,-6.388473910887512,16.472261731130118
COL,escs,1,COL,both cycles,Q4-Q1,78.55521433698112,78.08673701382156,0.0,-0.46847732315956137,9.249389483545936,-18.597280710909597,17.660326064590475
COL,escs,1,COL,both cycles,Q3-Q2,14.535248125001658,14.888919316983447,0.0,0.353671191981789,5.152163118447181,-9.744568520174685,10.451910904138263
COL,escs,1,COL,both cycles,Q4-Q2,60.54379125115531,55.38709120985624,0.0,-5.156700041299075,8.830439522606861,-22.464361505608522,12.150961423010372
COL,escs,1,COL,both cycles,Q4-Q3,46.008543126153654,40.49817189287279,0.0,-5.510371233280864,7.538366779249906,-20.28557012061068,9.264827654048952
MEX,escs,1,MEX,both cycles,Q1,369.1964651437033,362.65924264442464,1.22,-6.537222499278641,3.5235875115963897,-13.443454022007565,0.36900902345028275
MEX,escs,1,MEX,both cycles,Q2,385.84056690470385,381.73170253905545,1.22,-4.108864365648401,3.442997001856934,-10.85713848928799,2.6394097579911895
MEX,escs,1,MEX,both cycles,Q3,397.7417315451392,392.3017928341875,1.22,-5.439938710951708,5.0102956764208955,-15.260118236736663,4.380240814833247
MEX,escs,1,MEX,both cycles,Q4,427.6472404806056,419.82681578657264,1.22,-7.820424694032965,5.681407512662046,-18.955983418850575,3.3151340307846446
MEX,escs,1,MEX,both cycles,Q2-Q1,16.64410176100057,19.07245989463081,0.0,2.4283581336302404,3.791286095852565,-5.002562614240786,9.859278881501268
MEX,escs,1,MEX,both cycles,Q3-Q1,28.545266401435924,29.642550189762858,0.0,1.0972837883269335,5.074661348770161,-8.849052455262582,11.043620031916449
MEX,escs,1,MEX,both cycles,Q4-Q1,58.450775336902325,57.167573142148,0.0,-1.283202194754324,5.950169576735552,-12.945534565156004,10.379130175647356
MEX,escs,1,MEX,both cycles,Q3-Q2,11.901164640435354,10.570090295132047,0.0,-1.331074345303307,4.781251024722575,-10.702326353759554,8.04017766315294
MEX,escs,1,MEX,both cycles,Q4-Q2,41.806673575901755,38.09511324751719,0.0,-3.7115603283845644,5.771957191309449,-15.024596423351083,7.601475766581954
MEX,escs,1,MEX,both cycles,Q4-Q3,29.9055089354664,27.525022952385143,0.0,-2.3804859830812575,5.804502422314496,-13.757310730817668,8.996338764655153
PER,escs,1,PER,both cycles,Q1,350.70324501936733,350.42002612919975,1.22,-0.28321889016757495,3.7536496696745094,-7.6403722427296135,7.0739344623944636
PER,escs,1,PER,both cycles,Q2,378.63468386522163,372.39780324849994,1.22,-6.236880616721692,4.8878329849253355,-15.817033267175349,3.3432720337319655
PER,escs,1,PER,both cycles,Q3,400.2165732922587,392.37846779751794,1.22,-7.838105494740773,5.064482852060513,-17.76449188477938,2.0882808952978316
PER,escs,1,PER,both cycles,Q4,436.69382801242864,424.89792190456757,1.22,-11.795906107861072,6.283487595317256,-24.111541794682893,0.5197295789607494
PER,escs,1,PER,both cycles,Q2-Q1,27.931438845854302,21.977777119300185,0.0,-5.953661726554117,4.699872223811673,-15.165411285224996,3.258087832116763
PER,escs,1,PER,both cycles,Q3-Q1,49.513328272891385,41.95844166831819,0.0,-7.554886604573198,5.415522734213441,-18.16931116363154,3.0595379544851458
PER,escs,1,PER,both cycles,Q4-Q1,85.99058299306131,74.47789577536781,0.0,-11.512687217693497,6.662850253882559,-24.57187371530331,1.5464992799163184
PER,escs,1,PER,both cycles,Q3-Q2,21.581889427037083,19.980664549018,0.0,-1.6012248780190816,4.839557356847512,-11.086757297440204,7.884307541402041
PER,escs,1,PER,both cycles,Q4-Q2,58.05914414720701,52.50011865606763,0.0,-5.55902549113938,6.788411683717459,-18.8643123912256,7.74626140894684
PER,escs,1,PER,both cycles,Q4-Q3,36.477254720169924,32.519454107049626,0.0,-3.9578006131202983,6.365957756611199,-16.43507781607825,8.519476589837652
URY,escs,1,URY,both cycles,Q1,371.2191068071087,368.9377982348966,1.22,-2.281308572212083,4.357311002043767,-10.821638136217867,6.259020991793701
URY,escs,1,URY,both cycles,Q2,393.80990438618784,390.39844150786683,1.22,-3.4114628783210037,4.03728200959821,-11.324535617133495,4.501609860491487
URY,escs,1,URY,both cycles,Q3,411.52990541377073,411.9536827057697,1.22,0.42377729199898795,4.5740301050375605,-8.54132171387463,9.388876297872606
URY,escs,1,URY,both cycles,Q4,461.843520652788,462.36023535745136,1.22,0.5167147046633431,5.195716301249558,-9.66688924578579,10.700318655112476
URY,escs,1,URY,both cycles,Q2-Q1,22.59079757907915,21.46064327297023,0.0,-1.1301543061089205,4.893295450251816,-10.72101338860248,8.460704776384638
URY,escs,1,URY,both cycles,Q3-Q1,40.31079860666205,43.01588447087312,0.0,2.705085864211071,5.055752066873561,-7.204188186861108,12.61435991528325
URY,escs,1,URY,both cycles,Q4-Q1,90.62441384567933,93.42243712255475,0.0,2.7980232768754263,6.19053878618582,-9.33543274404878,14.931479297799633
URY,escs,1,URY,both cycles,Q3-Q2,17.720001027582896,21.555241197902888,0.0,3.8352401703199916,4.883201145294449,-5.735834074457129,13.406314415097112
URY,escs,1,URY,both cycles,Q4-Q2,68.03361626660018,71.96179384958452,0.0,3.928177582984347,6.113248983957204,-8.053790425571773,15.910145591540466
URY,escs,1,URY,both cycles,Q4-Q3,50.31361523901728,50.406552651681636,0.0,0.09293741266435518,5.887077993243385,-11.445735454092679,11.63161027942139
LATAM7,escs,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q1,359.91986172026606,356.28250385638574,1.22,-3.637357863880311,1.8701315230676234,-7.302815649092853,0.028099921332231048
LATAM7,escs,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q2,379.8440764716611,375.8818496568375,1.22,-3.962226814823566,1.9194322721550208,-7.724314068247407,-0.20013956139972544
LATAM7,escs,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3,396.13327517136537,393.27436899754247,1.22,-2.858906173822902,2.209303427694254,-7.18914089210364,1.471328544457836
LATAM7,escs,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4,436.32108824209655,433.7751530633126,1.22,-2.5459351787839637,2.638471350685454,-7.717339026127453,2.6254686685595257
LATAM7,escs,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q2-Q1,19.924214751395027,19.599345800451772,0.0,-0.3248689509432552,1.6705432388721249,-3.59913369913262,2.9493957972461096
LATAM7,escs,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3-Q1,36.21341345109931,36.99186514115672,0.0,0.778451690057409,1.975884917231393,-3.094282747716121,4.65118612783094
LATAM7,escs,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q1,76.4012265218305,77.49264920692684,0.0,1.0914226850963473,2.618816221494108,-4.0414571090321045,6.224302479224799
LATAM7,escs,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3-Q2,16.289198699704286,17.39251934070495,0.0,1.1033206410006642,1.869096675642854,-2.5601088432593295,4.766750125260658
LATAM7,escs,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q2,56.47701177043547,57.89330340647507,0.0,1.4162916360396025,2.53335960030875,-3.5490931805655475,6.3816764526447525
LATAM7,escs,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q3,40.18781307073118,40.50078406577012,0.0,0.3129709950389383,2.3387274843279697,-4.270934874243882,4.896876864321759
ARG,escs_h,1,ARG,both cycles,Q1,346.2719134728594,341.7781407560327,1.22,-4.493772716826697,4.293177656193984,-12.908400922966905,3.92085548931351
ARG,escs_h,1,ARG,both cycles,Q2,364.1880093842625,357.6900455735912,1.22,-6.497963810671308,4.558256548244004,-15.432146645229556,2.43621902388694
ARG,escs_h,1,ARG,both cycles,Q3,385.47362616751946,372.5411879205438,1.22,-12.932438246975664,4.91126410342912,-22.55851588969674,-3.306360604254589
ARG,escs_h,1,ARG,both cycles,Q4,418.7047985023649,423.3402932968194,1.22,4.63549479445453,6.6060187562854615,-8.312301967864974,17.583291556774036
ARG,escs_h,1,ARG,both cycles,Q2-Q1,17.91609591140309,15.91190481755848,0.0,-2.004191093844611,4.386778630122461,-10.602277208884635,6.593895021195413
ARG,escs_h,1,ARG,both cycles,Q3-Q1,39.201712694660046,30.76304716451108,0.0,-8.438665530148967,5.393612605264722,-19.010146236467822,2.1328151761698884
ARG,escs_h,1,ARG,both cycles,Q4-Q1,72.43288502950548,81.56215254078671,0.0,9.129267511281228,7.371567497676196,-5.319004784164116,23.57753980672657
ARG,escs_h,1,ARG,both cycles,Q3-Q2,21.285616783256955,14.8511423469526,0.0,-6.434474436304356,4.480889618553065,-15.217018088668363,2.348069216059651
ARG,escs_h,1,ARG,both cycles,Q4-Q2,54.516789118102395,65.65024772322823,0.0,11.133458605125838,6.522785186030062,-1.6512003594930835,23.91811756974476
ARG,escs_h,1,ARG,both cycles,Q4-Q3,33.23117233484544,50.799105376275634,0.0,17.567933041430194,5.949948925823129,5.906033146816862,29.22983293604353
BRA,escs_h,1,BRA,both cycles,Q1,349.4920721108244,341.5842420284615,1.22,-7.907830082362864,2.7893493538587246,-13.374954815925964,-2.4407053487997636
BRA,escs_h,1,BRA,both cycles,Q2,365.59927274589086,367.7314178288915,1.22,2.132145083000637,3.0532922885723224,-3.852307802601115,8.116597968602388
BRA,escs_h,1,BRA,both cycles,Q3,382.66271162866036,389.4387201774638,1.22,6.776008548803418,3.4775867827546785,-0.04006154539575224,13.592078643002587
BRA,escs_h,1,BRA,both cycles,Q4,424.7821210297695,432.7537319882983,1.22,7.9716109585287995,5.650812581890139,-3.103981701975872,19.04720361903347
BRA,escs_h,1,BRA,both cycles,Q2-Q1,16.107200635066476,26.147175800429977,0.0,10.0399751653635,3.121694432718844,3.921454077234567,16.158496253492434
BRA,escs_h,1,BRA,both cycles,Q3-Q1,33.17063951783598,47.85447814900226,0.0,14.683838631166282,3.671402720636509,7.4878892987187236,21.87978796361384
BRA,escs_h,1,BRA,both cycles,Q4-Q1,75.2900489189451,91.16948995983677,0.0,15.879441040891663,5.9129052685413805,4.290146714550557,27.468735367232767
BRA,escs_h,1,BRA,both cycles,Q3-Q2,17.063438882769503,21.707302348572284,0.0,4.643863465802781,3.4435504880500543,-2.1054954907753256,11.393222422380887
BRA,escs_h,1,BRA,both cycles,Q4-Q2,59.18284828387863,65.02231415940679,0.0,5.8394658755281625,5.744913864476165,-5.420565298845121,17.099497049901444
BRA,escs_h,1,BRA,both cycles,Q4-Q3,42.119409401109124,43.315011810834505,0.0,1.1956024097253817,5.420771605311673,-9.429109936685498,11.820314756136261
CHL,escs_h,1,CHL,both cycles,Q1,385.65380885239324,376.3055545894877,1.22,-9.348254262905527,4.289972071050151,-17.756599522163825,-0.939909003647232
CHL,escs_h,1,CHL,both cycles,Q2,402.82415452248796,390.74456200913767,1.22,-12.079592513350292,4.282971158949701,-20.474215984891707,-3.684969041808877
CHL,escs_h,1,CHL,both cycles,Q3,416.58350685453604,409.8292149752589,1.22,-6.754291879277162,4.371348467824854,-15.322134876213875,1.8135511176595518
CHL,escs_h,1,CHL,both cycles,Q4,450.39120790258966,449.6273784493128,1.22,-0.7638294532768555,5.268556805645341,-11.090200792341724,9.562541885788013
CHL,escs_h,1,CHL,both cycles,Q2-Q1,17.17034567009472,14.439007419649954,0.0,-2.7313382504447645,4.623347342895799,-11.793099042520529,6.330422541631
CHL,escs_h,1,CHL,both cycles,Q3-Q1,30.9296980021428,33.523660385771166,0.0,2.593962383628366,5.179619757056211,-7.558092340201808,12.74601710745854
CHL,escs_h,1,CHL,both cycles,Q4-Q1,64.73739905019642,73.32182385982509,0.0,8.584424809628672,6.584629316778962,-4.321448651258093,21.49029827051544
CHL,escs_h,1,CHL,both cycles,Q3-Q2,13.759352332048081,19.08465296612121,0.0,5.32530063407313,4.533302626622902,-3.5599725141077574,14.210573782254018
CHL,escs_h,1,CHL,both cycles,Q4-Q2,47.5670533801017,58.882816440175134,0.0,11.315763060073436,5.468114252171776,0.5982591258167567,22.033266994330116
CHL,escs_h,1,CHL,both cycles,Q4-Q3,33.807701048053616,39.79816347405392,0.0,5.990462426000306,5.64101538293143,-5.065927724545297,17.04685257654591
COL,escs_h,1,COL,both cycles,Q1,352.1637078302236,350.3476075704566,1.22,-1.8161002597669835,3.9512181354217746,-9.560487805193661,5.928287285659694
COL,escs_h,1,COL,both cycles,Q2,369.8161860001053,371.78831955696495,1.22,1.97213355685966,4.820835313075863,-7.476703656769031,11.420970770488351
COL,escs_h,1,COL,both cycles,Q3,387.36112243268565,389.75446113263973,1.22,2.3933386999540858,5.5043118630726005,-8.39511255166821,13.181789951576382
COL,escs_h,1,COL,both cycles,Q4,427.3790241365356,429.5875811844245,1.22,2.2085570478889167,9.199595784566462,-15.822650689861348,20.23976478563918
COL,escs_h,1,COL,both cycles,Q2-Q1,17.652478169881704,21.440711986508347,0.0,3.7882338166266436,5.152174200759854,-6.310027616862669,13.886495250115956
COL,escs_h,1,COL,both cycles,Q3-Q1,35.19741460246206,39.40685356218313,0.0,4.209438959721069,5.686373287221558,-6.935852683233184,15.354730602675323
COL,escs_h,1,COL,both cycles,Q4-Q1,75.21531630631199,79.23997361396789,0.0,4.0246573076559,9.78001742219118,-15.144176839838813,23.193491455150614
COL,escs_h,1,COL,both cycles,Q3-Q2,17.544936432580357,17.966141575674783,0.0,0.4212051430944257,4.732300549810944,-8.854103934535024,9.696514220723875
COL,escs_h,1,COL,both cycles,Q4-Q2,57.56283813643029,57.79926162745954,0.0,0.23642349102925664,9.21398499244159,-17.82298709415626,18.295834076214774
COL,escs_h,1,COL,both cycles,Q4-Q3,40.01790170384993,39.83312005178476,0.0,-0.18478165206516906,8.21111729509847,-16.27857155045817,15.909008246327833
MEX,escs_h,1,MEX,both cycles,Q1,369.9393464844985,362.1674936900812,1.22,-7.7718527944173275,3.5097776454315537,-14.651016979463172,-0.8926886093714828
MEX,escs_h,1,MEX,both cycles,Q2,386.1593562097853,380.7368378049795,1.22,-5.422518404805828,3.6796712640356417,-12.634674082315685,1.789637272704029
MEX,escs_h,1,MEX,both cycles,Q3,398.2410934710623,393.7770093929972,1.22,-4.464084078065127,4.825288727477456,-13.92164998392094,4.993481827790685
MEX,escs_h,1,MEX,both cycles,Q4,426.62744330815167,420.54056262381374,1.22,-6.0868806843379275,5.468801152410202,-16.805730943061924,4.631969574386067
MEX,escs_h,1,MEX,both cycles,Q2-Q1,16.220009725286786,18.569344114898286,0.0,2.3493343896114993,4.06158420051442,-5.611370643396763,10.310039422619763
MEX,escs_h,1,MEX,both cycles,Q3-Q1,28.301746986563785,31.609515702915985,0.0,3.3077687163522,5.026057973065826,-6.543304910856818,13.158842343561219
MEX,escs_h,1,MEX,both cycles,Q4-Q1,56.688096823653154,58.373068933732554,0.0,1.6849721100794,5.958319841930492,-9.993334780104364,13.363279000263164
MEX,escs_h,1,MEX,both cycles,Q3-Q2,12.081737261276999,13.0401715880177,0.0,0.9584343267407007,4.568925564501726,-7.996659779682682,9.913528433164084
MEX,escs_h,1,MEX,both cycles,Q4-Q2,40.46808709836637,39.80372481883427,0.0,-0.6643622795320994,5.37531874456241,-11.199987018874422,9.871262459810223
MEX,escs_h,1,MEX,both cycles,Q4-Q3,28.38634983708937,26.76355323081657,0.0,-1.6227966062728,5.436420877667246,-12.278181526500601,9.032588313955001
PER,escs_h,1,PER,both cycles,Q1,352.3167643966241,350.43151991021847,1.22,-1.885244486405611,3.7064372632245792,-9.149861522325786,5.379372549514564
PER,escs_h,1,PER,both cycles,Q2,376.7168214360721,371.0710491121166,1.22,-5.645772323955498,4.816053132652566,-15.085236463954528,3.7936918160435322
PER,escs_h,1,PER,both cycles,Q3,401.3507345959394,393.25912880034383,1.22,-8.09160579559557,5.212611498741597,-18.3083243331291,2.1251127419379614
PER,escs_h,1,PER,both cycles,Q4,436.3349999948101,426.88529768934575,1.22,-9.44970230546437,5.870025320953622,-20.95495193453347,2.0555473236047277
PER,escs_h,1,PER,both cycles,Q2-Q1,24.40005703944803,20.639529201898142,0.0,-3.760527837549887,4.376400808095768,-12.338273421417593,4.817217746317819
PER,escs_h,1,PER,both cycles,Q3-Q1,49.03397019931532,42.82760889012536,0.0,-6.206361309189958,5.412854985072656,-16.81555707993236,4.402834461552446
PER,escs_h,1,PER,both cycles,Q4-Q1,84.01823559818604,76.45377777912728,0.0,-7.5644578190587595,6.387461858294974,-20.083883061316907,4.954967423199388
PER,escs_h,1,PER,both cycles,Q3-Q2,24.63391315986729,22.18807968822722,0.0,-2.4458334716400714,4.692237672799042,-11.642619310326193,6.75095236704605
PER,escs_h,1,PER,both cycles,Q4-Q2,59.61817855873801,55.81424857722914,0.0,-3.8039299815088725,6.3049319414837965,-16.16159658681711,8.553736623799368
PER,escs_h,1,PER,both cycles,Q4-Q3,34.98426539887072,33.62616888900192,0.0,-1.3580965098688011,6.143317390047429,-13.39899859436176,10.682805574624158
URY,escs_h,1,URY,both cycles,Q1,372.52992978468683,367.3113502067439,1.22,-5.218579577942933,4.0660448996048295,-13.188027581168399,2.7508684252825333
URY,escs_h,1,URY,both cycles,Q2,392.7349309722378,392.7935944695287,1.22,0.05866349729092235,4.510734496112876,-8.782376115090315,8.89970310967216
URY,escs_h,1,URY,both cycles,Q3,414.6681647163012,411.70880408494395,1.22,-2.9593606313572423,4.340250720479137,-11.46625204349635,5.547530780781866
URY,escs_h,1,URY,both cycles,Q4,460.9317544342142,463.93810186783213,1.22,3.0063474336179183,5.41837355411292,-7.613664732443404,13.62635959967924
URY,escs_h,1,URY,both cycles,Q2-Q1,20.205001187550977,25.482244262784832,0.0,5.277243075233855,5.149737134450034,-4.816241708288212,15.370727858755922
URY,escs_h,1,URY,both cycles,Q3-Q1,42.13823493161436,44.397453878200054,0.0,2.2592189465856904,4.752808804237964,-7.0562863097207185,11.5747242028921
URY,escs_h,1,URY,both cycles,Q4-Q1,88.40182464952738,96.62675166108824,0.0,8.224927011560851,6.24777719958485,-4.020716299625455,20.470570322747157
URY,escs_h,1,URY,both cycles,Q3-Q2,21.933233744063386,18.915209615415222,0.0,-3.0180241286481646,5.025239007371911,-12.86749258309711,6.831444325800781
URY,escs_h,1,URY,both cycles,Q4-Q2,68.19682346197641,71.1445073983034,0.0,2.947683936326996,6.277827117791416,-9.35685721454418,15.252225087198171
URY,escs_h,1,URY,both cycles,Q4-Q3,46.26358971791302,52.22929778288818,0.0,5.965708064975161,6.161449384274406,-6.1107327282026755,18.042148858153
LATAM7,escs_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q1,361.19536327601566,355.70370125021174,1.22,-5.491662025803919,1.8368649354421336,-9.0919172992705,-1.8914067523373372
LATAM7,escs_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q2,379.7198187529774,376.07940376503,1.22,-3.640414987947395,1.975763689629104,-7.512911819620438,0.23208184372564888
LATAM7,escs_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3,398.04870855238636,394.3297894977416,1.22,-3.7189190546447435,2.1064796423363275,-7.8476191536239455,0.4097810443344585
LATAM7,escs_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4,435.02162132977656,435.2389924428353,1.22,0.21737111305873213,2.650367611556194,-4.977349405591408,5.412091631708872
LATAM7,escs_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q2-Q1,18.524455476961748,20.375702514818272,0.0,1.851247037856524,1.6847344933065518,-1.4508325690243176,5.153326644737366
LATAM7,escs_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3-Q1,36.8533452763707,38.62608824752988,0.0,1.7727429711591753,1.9106735975895721,-1.972177280116386,5.517663222434736
LATAM7,escs_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q1,73.82625805376091,79.53529119262356,0.0,5.709033138862651,2.6482358562684034,0.5184908605765806,10.899575417148721
LATAM7,escs_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3-Q2,18.328889799408955,18.250385732711607,0.0,-0.07850406669734866,1.7084849190288254,-3.4271345079938462,3.270126374599149
LATAM7,escs_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q2,55.30180257679916,59.15958867780529,0.0,3.857786101006127,2.4677755269628037,-0.9790539318409683,8.694626133853223
LATAM7,escs_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q3,36.972912777390206,40.90920294509368,0.0,3.9362901677034756,2.3442880553229464,-0.6585144207294995,8.53109475613645
ARG,homepos,1,ARG,both cycles,Q1,338.7818480512122,337.8517730990177,1.22,-0.9300749521945022,4.449969928284902,-9.65201601163291,7.791866107243905
ARG,homepos,1,ARG,both cycles,Q2,367.1932396149292,355.88316870702533,1.22,-11.310070907903878,4.5263238605939895,-20.181665674668096,-2.438476141139658
ARG,homepos,1,ARG,both cycles,Q3,390.21397266835044,377.09964295241855,1.22,-13.114329715931888,4.686898406044465,-22.30065059177904,-3.928008840084736
ARG,homepos,1,ARG,both cycles,Q4,414.3519549979313,405.02563888189553,1.22,-9.326316116035741,6.553403544122092,-22.17098706251504,3.518354830443558
ARG,homepos,1,ARG,both cycles,Q2-Q1,28.411391563717018,18.031395608007642,0.0,-10.379995955709376,4.281533030951662,-18.771800696374633,-1.988191215044118
ARG,homepos,1,ARG,both cycles,Q3-Q1,51.43212461713824,39.24786985340086,0.0,-12.184254763737385,5.2099786742422705,-22.395812965252233,-1.972696562222536
ARG,homepos,1,ARG,both cycles,Q4-Q1,75.57010694671908,67.17386578287784,0.0,-8.396241163841239,7.064042749276201,-22.241764952422592,5.449282624740114
ARG,homepos,1,ARG,both cycles,Q3-Q2,23.020733053421225,21.216474245393215,0.0,-1.8042588080280098,4.445241026618452,-10.516931220200174,6.908413604144155
ARG,homepos,1,ARG,both cycles,Q4-Q2,47.15871538300206,49.1424701748702,0.0,1.9837547918681366,6.681725874694028,-11.112427922532158,15.07993750626843
ARG,homepos,1,ARG,both cycles,Q4-Q3,24.137982329580836,27.925995929476983,0.0,3.7880135998961464,5.754307407535652,-7.490428918873732,15.066456118666025
BRA,homepos,1,BRA,both cycles,Q1,341.7167759405264,343.4995455111046,1.22,1.782769570578182,2.7492733292859155,-3.6058061548222122,7.171345295978576
BRA,homepos,1,BRA,both cycles,Q2,361.19966786747045,359.86946190445985,1.22,-1.3302059630105987,2.899373468902686,-7.012977962059863,4.352566036038666
BRA,homepos,1,BRA,both cycles,Q3,385.83945422885483,386.3058156126557,1.22,0.4663613838008587,3.834543525586485,-7.0493439263486515,7.982066693950369
BRA,homepos,1,BRA,both cycles,Q4,427.2814146180591,422.86284073982534,1.22,-4.418573878233758,5.02837108386903,-14.274181202617056,5.43703344614954
BRA,homepos,1,BRA,both cycles,Q2-Q1,19.482891926944035,16.369916393355254,0.0,-3.1129755335887808,2.885518725260467,-8.768592235099296,2.542641167921735
BRA,homepos,1,BRA,both cycles,Q3-Q1,44.122678288328416,42.80627010155109,0.0,-1.3164081867773234,3.8843185221709757,-8.929672490232436,6.296856116677789
BRA,homepos,1,BRA,both cycles,Q4-Q1,85.56463867753268,79.36329522872074,0.0,-6.20134344881194,5.264091802698651,-16.518963382101298,4.116276484477416
BRA,homepos,1,BRA,both cycles,Q3-Q2,24.63978636138438,26.43635370819584,0.0,1.7965673468114574,3.368130087980881,-4.804967625631069,8.398102319253983
BRA,homepos,1,BRA,both cycles,Q4-Q2,66.08174675058865,62.99337883536549,0.0,-3.0883679152231593,4.990083357108438,-12.868931295155699,6.69219546470938
BRA,homepos,1,BRA,both cycles,Q4-Q3,41.44196038920427,36.55702512716965,0.0,-4.884935262034617,4.7905478679550555,-14.274409083226525,4.504538559157291
CHL,homepos,1,CHL,both cycles,Q1,378.34203966360235,380.638444230853,1.22,2.2964045672506472,4.10402910605495,-5.747492480617055,10.34030161511835
CHL,homepos,1,CHL,both cycles,Q2,404.04455492773525,396.49255140035416,1.22,-7.552003527381089,4.54205724896753,-16.45443573535745,1.3504286805952699
CHL,homepos,1,CHL,both cycles,Q3,421.03888494988206,407.5954674959838,1.22,-13.443417453898235,4.7981489286285335,-22.84778935401016,-4.039045553786309
CHL,homepos,1,CHL,both cycles,Q4,449.656870528859,431.88276126951797,1.22,-17.774109259341003,5.062347720693405,-27.696310791900075,-7.8519077267819295
CHL,homepos,1,CHL,both cycles,Q2-Q1,25.7025152641329,15.854107169501162,0.0,-9.848408094631736,4.7997993116627065,-19.25601474549064,-0.44080144377283226
CHL,homepos,1,CHL,both cycles,Q3-Q1,42.69684528627971,26.95702326513083,0.0,-15.739822021148882,5.339935421682049,-26.206095447645698,-5.273548594652066
CHL,homepos,1,CHL,both cycles,Q4-Q1,71.31483086525662,51.244317038664974,0.0,-20.07051382659165,5.9384519633691255,-31.709879674795136,-8.431147978388164
