cnt,index,n_systems,countries,status,Q1_2022,Q1_2025,Q1_change,Q1_se,Q2_2022,Q2_2025,Q2_change,Q2_se,Q3_2022,Q3_2025,Q3_change,Q3_se,Q4_2022,Q4_2025,Q4_change,Q4_se,Q2-Q1_2022,Q2-Q1_2025,Q2-Q1_change,Q2-Q1_se,Q3-Q1_2022,Q3-Q1_2025,Q3-Q1_change,Q3-Q1_se,Q4-Q1_2022,Q4-Q1_2025,Q4-Q1_change,Q4-Q1_se,Q3-Q2_2022,Q3-Q2_2025,Q3-Q2_change,Q3-Q2_se,Q4-Q2_2022,Q4-Q2_2025,Q4-Q2_change,Q4-Q2_se,Q4-Q3_2022,Q4-Q3_2025,Q4-Q3_change,Q4-Q3_se
BRA,hisei_h,1,BRA,both cycles,354.9096905948246,359.96555477064317,5.055864175818556,2.699014774000282,375.0027746059949,377.8088077200498,2.8060331140549124,2.9467108164465547,395.7282848077573,407.57146036780904,11.843175560051748,4.335570256491244,415.6758557129494,428.70444635432216,13.028590641372773,4.794733100416969,20.093084011170276,17.843252949406633,-2.2498310617636434,3.1517663247918053,40.81859421293268,47.60590559716587,6.787311384233192,4.591422951185846,60.766165118124775,68.73889158367899,7.972726465554217,4.9497282611502404,20.725510201762404,29.76265264775924,9.037142445996835,4.08533725132499,40.6730811069545,50.89563863427236,10.22255752731786,4.885697391749949,19.947570905192094,21.13298598651312,1.1854150813210254,4.434947232724191
CHL,hisei_h,1,CHL,both cycles,395.8288684238822,383.22947872170425,-12.599389702177973,4.322715492404362,403.91703282314717,399.3289590436702,-4.588073779476986,4.884491867744399,421.56865006681966,420.73672599912754,-0.831924067692114,5.110757841801197,450.1642085666607,447.97489244246543,-2.1893161241952726,4.5171922915593266,8.08816439926494,16.099480321965927,8.011315922700987,5.764921230309173,25.73978164293743,37.50724727742329,11.767465634485859,6.313917912822725,54.33534014277848,64.74541372076118,10.4100735779827,5.8722807134893555,17.65161724367249,21.40776695545736,3.7561497117848717,5.938533395641049,46.24717574351354,48.64593339879525,2.398757655281713,5.860263820300476,28.595558499841047,27.23816644333789,-1.3573920565031585,5.37194472180068
COL,hisei_h,1,COL,both cycles,359.2964808061544,360.17106641111684,0.8745856049624194,4.083146266245056,373.86519107437965,379.02196549679985,5.156774422420199,4.6751529692906635,388.8722981703542,399.3573576560602,10.48505948570596,5.831688150958549,420.1325862858953,422.2367561444572,2.1041698585619315,8.357145952874701,14.568710268225232,18.85089908568301,4.282188817457779,4.780557720568488,29.575817364199793,39.186291244943334,9.610473880743541,5.52782261887832,60.836105479740866,62.06568973334038,1.229584253599512,8.74558413988948,15.007107095974561,20.335392159260323,5.328285063285762,5.709103212482881,46.267395211515634,43.21479064765737,-3.0526045638582673,8.547173771926992,31.260288115541073,22.879398488397044,-8.380889627144029,6.851604550922593
MEX,hisei_h,1,MEX,both cycles,375.7156651634203,368.17933353904453,-7.536331624375748,3.8788714994325737,386.8012808630327,384.48824601869546,-2.31303484433721,3.7618838512321773,405.893707773418,401.8499624337809,-4.043745339637098,4.465370916400137,417.6231275161414,413.874540069691,-3.748587446450358,5.048830461243865,11.08561569961239,16.308912479650928,5.223296780038538,4.429358376532798,30.178042609997703,33.67062889473635,3.4925862847386497,4.639564270015017,41.9074623527211,45.69520653064649,3.78774417792539,5.383159760331085,19.092426910385313,17.361716415085425,-1.7307104952998884,4.614787488432546,30.821846653108707,29.38629405099556,-1.4355526021131482,4.842918914122553,11.729419742723394,12.024577635910134,0.29515789318674024,4.817026173557257
PER,hisei_h,1,PER,both cycles,357.83322684226516,351.86941360373874,-5.963813238526427,5.283482746804614,379.67897771876005,376.14973401774876,-3.5292437010112963,4.192095398384707,398.7512031740281,396.96257569895755,-1.788627475070541,5.109516744367257,432.24762030720115,426.27861621546015,-5.969004091740999,5.5093783259933256,21.84575087649489,24.28032041401002,2.434569537515131,5.779286131187661,40.91797633176293,45.093162095218815,4.175185763455886,5.540789642698707,74.41439346493598,74.40920261172141,-0.005190853214571689,6.402679693184971,19.07222545526804,20.812841681208795,1.7406162259407552,5.146860426180108,52.568642588441094,50.12888219771139,-2.4397603907297025,5.946675830792282,33.496417133173054,29.316040516502596,-4.180376616670458,5.49322348889202
URY,hisei_h,1,URY,both cycles,378.3068084836679,379.43976008185496,1.1329515981870486,3.8878139161955856,395.3512380598566,391.3755678740305,-3.975670185826118,4.438013453594589,420.9045622224747,421.7927326401368,0.8881704176621383,4.393511317881536,461.0675708829782,462.94763591627924,1.8800650333010367,5.005423767970956,17.04442957618869,11.935807792175524,-5.108621784013167,4.514949876576955,42.59775373880677,42.35297255828186,-0.24478118052491027,5.066897334408383,82.7607623993103,83.50787583442428,0.7471134351139881,5.731676997457708,25.553324162618082,30.41716476610634,4.863840603488256,4.616409202533331,65.7163328231216,71.57206804224876,5.855735219127155,5.959327684166921,40.16300866050352,41.15490327614242,0.9918946156388984,5.37894825432557
LATAM7,hisei_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,367.5159560757755,364.5232106926855,-2.992745383089982,1.9263879071939531,383.49346638411015,382.80200315391306,-0.6914632301970869,1.9882880031450658,403.72483051346,404.69499519103863,0.970164677578623,2.180915179956095,430.1732004665299,432.2220789075364,2.0488784410064795,2.479357990636972,15.977510308334672,18.278792461227567,2.3012821528928953,1.8461472497351898,36.20887443768453,40.171784498353134,3.962910060668605,2.0142791877668533,62.65724439075444,67.6988682148509,5.041623824096462,2.434512125473066,20.231364129349856,21.892992037125566,1.66162790777571,1.9298314136611339,46.67973408241977,49.42007575362334,2.7403416712035664,2.35128382119595,26.448369953069914,27.52708371649777,1.0787137634278565,2.089556352849259
ARG,pared_h,1,ARG,both cycles,352.05132438125776,350.00980332586795,-2.0415210553898078,4.838783907564295,373.1998542171043,361.3691803916589,-11.830673825445388,3.9870533178269305,390.6438956783901,388.37529807968707,-2.2685975987030247,6.453570127204777,395.69147525745086,399.04731352113765,3.355838263686792,5.261350084941118,21.148529835846546,11.359377065790966,-9.78915277005558,4.7012404164004336,38.59257129713234,38.36549475381912,-0.22707654331321692,6.0892892787194866,43.640150876193104,49.037510195269704,5.3973593190766,6.2625557647358985,17.444041461285792,27.006117688028155,9.562076226742363,5.68361830897256,22.49162104034656,37.67813312947874,15.18651208913218,5.450193847583299,5.047579579060766,10.672015441450583,5.6244358623898165,5.337709740324884
BRA,pared_h,1,BRA,both cycles,352.9465295888574,343.7820636066999,-9.16446598215748,2.9369124761613876,379.26452548859163,376.5482927355355,-2.716232753056147,3.1477095563394335,391.54334222900945,400.38276834285404,8.839426113844581,4.236050574203233,393.99076840638475,411.5112845891123,17.520516182727533,4.217571328028026,26.31799589973423,32.76622912883556,6.448233229101334,3.262625724386458,38.59681264015205,56.600704736154114,18.003892096002062,4.406965045534264,41.044238817527344,67.72922098241236,26.684982164885014,4.691163630758602,12.278816740417824,23.834475607318552,11.555658866900728,4.137543996011012,14.726242917793115,34.962991853576796,20.23674893578368,4.172914977959706,2.4474261773752914,11.128516246258243,8.681090068882952,3.9287693787766558
CHL,pared_h,1,CHL,both cycles,394.2807219547145,380.2326606813655,-14.048061273349049,4.421314254613246,411.01223677455243,396.64142963756626,-14.370807136986173,4.4457967496807544,424.5365553605878,419.96697991864403,-4.569575441943755,4.571159799201441,427.7707261298509,431.386004366418,3.6152782365670646,4.319602358553821,16.731514819837912,16.408768956200788,-0.3227458636371239,4.748871158043982,30.25583340587326,39.734319237278555,9.478485831405294,5.556230079452522,33.49000417513639,51.153343685052505,17.663339509916113,5.461044791354837,13.52431858603535,23.325550281077767,9.801231695042418,5.177832372500005,16.75848935529848,34.74457472885172,17.986085373553237,5.008325223917926,3.2341707692631303,11.41902444777395,8.18485367851082,4.512147526964991
COL,pared_h,1,COL,both cycles,361.9670342083565,355.0337550146065,-6.933279193749968,4.213477692147037,372.31424066824684,378.59836517737006,6.284124509123217,4.324325226298699,399.75866315226637,398.3887512184534,-1.3699119338129435,6.511837899226968,401.77036724118824,415.1755448110024,13.405177569814157,7.043258116403035,10.347206459890344,23.56461016276353,13.217403702873185,4.616230777420033,37.79162894390987,43.354996203846895,5.563367259937024,6.4834290403682715,39.803333032831745,60.14178979639587,20.338456763564125,7.237406718543156,27.444422484019526,19.790386041083366,-7.65403644293616,5.78321436301001,29.4561265729414,36.57717963363234,7.12105306069094,6.891265902753532,2.0117040889218742,16.786793592548975,14.7750895036271,5.338569903826866
MEX,pared_h,1,MEX,both cycles,374.71615107064446,367.5546609764623,-7.16149009418217,3.6637558866001694,390.79615752825725,385.8761272914894,-4.920030236767843,3.755276936154683,400.6874940156499,397.3633481585673,-3.3241458570826126,4.602743146773796,414.50512898982225,411.34873466385017,-3.1563943259720872,5.349613124129595,16.080006457612797,18.321466315027124,2.241459857414327,4.48783093245962,25.97134294500546,29.808687182105018,3.8373442370995576,4.927059406516544,39.788977919177796,43.79407368738788,4.005095768210083,5.561508485594868,9.891336487392664,11.487220867077895,1.5958843796852307,4.557104019491182,23.708971461565,25.472607372360756,1.763635910795756,5.59709936580902,13.817634974172336,13.985386505282861,0.16775153111052532,4.632073936472638
PER,pared_h,1,PER,both cycles,362.9206306674327,357.36141119139836,-5.559219476034343,4.464423003121403,380.64369228628175,380.4708471196521,-0.17284516662965643,4.402034458475536,410.23138350245625,408.77833954562163,-1.4530439568346196,5.588969687139581,412.44219780990386,403.631966935951,-8.810230873952833,5.470748453793093,17.723061618849044,23.10943592825373,5.386374309404687,4.976236441114381,47.31075283502355,51.41692835422327,4.106175519199724,5.490775025524164,49.521567142471156,46.27055574455267,-3.2510113979184894,5.813472392290695,29.587691216174505,28.307492425969542,-1.2801987902049632,5.543097546971866,31.79850552362211,23.161119816298935,-8.637385707323176,5.925532148248789,2.210814307447606,-5.146372609670607,-7.357186917118213,5.5812035011704175
URY,pared_h,1,URY,both cycles,381.0762521709173,372.4567633138485,-8.619488857068802,4.301406007944889,402.99400665168673,397.4700625156573,-5.523944136029456,4.185143288548852,417.37989404741,410.5573422321506,-6.82255181525943,5.092437359787478,437.842623135036,456.2556220007803,18.412998865744328,4.645110771583441,21.917754480769418,25.013299201808763,3.095544721039346,5.131554398006971,36.30364187649269,38.10057891830206,1.7969370418093717,5.463350804201425,56.766370964118664,83.7988586869318,27.03248772281313,5.775758109670777,14.385887395723273,13.087279716493299,-1.298607679229974,5.292344883721343,34.84861648334925,58.78555948512303,23.936943001773784,5.772638123654479,20.462729087625974,45.69827976862973,25.235550681003758,5.683819116285788
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,368.56552057745427,360.91873115860705,-7.64678941884722,1.9362796864805514,387.17495908781723,382.4249006955614,-4.7500583922558235,1.9047620430901298,404.96874685510994,403.4018324994254,-1.5669143556845597,2.3200975150683885,412.00189813851955,418.33663869832174,6.334740559802185,2.2873809341442057,18.609438510362963,21.50616953695436,2.8967310265913966,1.7370169014031387,36.403226277655676,42.48310134081834,6.07987506316266,2.08825704315396,43.436377561065285,57.41790753971469,13.981529978649405,2.220111721644004,17.793787767292713,20.976931803863977,3.1831440365712638,1.9648978042449716,24.82693905070232,35.91173800276033,11.084798952058009,2.116280444832492,7.033151283409609,14.934806198896354,7.901654915486745,1.9043340431537246
ARG,books_h,1,ARG,both cycles,342.9614709785847,335.1894882112048,-7.771982767379939,4.302503155950745,366.7950859838992,352.1635969747773,-14.631489009121879,4.778700825390033,393.68088139268764,381.71730625628516,-11.963575136402483,5.734766108166858,409.4123829009096,409.4376152995233,0.02523239861369575,5.512698440670212,23.83361500531447,16.97410876357253,-6.85950624174194,4.966889748887932,50.719410414102924,46.52781804508038,-4.191592369022544,5.582667758685422,66.4509119223249,74.24812708831854,7.797215165993634,6.124496992502074,26.885795408788454,29.55370928150785,2.667913872719396,5.356992092028559,42.617296917010435,57.27401832474601,14.656721407735574,6.054316323034424,15.731501508221982,27.72030904323816,11.988807535016178,5.421322918779509
BRA,books_h,1,BRA,both cycles,347.97698959066827,341.4331094543829,-6.543880136285395,2.8759354917760604,365.79638120292253,365.7401643731836,-0.056216829738957586,2.698173749697686,382.6548637187585,381.63556990038757,-1.0192938183709543,3.732414649242953,421.8061875316018,425.80439154531234,3.9982040137105628,5.0403803645071505,17.819391612254265,24.307054918800702,6.4876633065464375,2.9703822417565315,34.67787412809025,40.20246044600469,5.524586317914441,3.49280973385067,73.82919794093351,84.37128209092947,10.542084149995958,4.972729011111076,16.858482515835988,15.895405527203991,-0.9630769886319968,3.748255739581682,56.00980632867925,60.06422717212877,4.05442084344952,5.20776761763545,39.15132381284326,44.168821644924776,5.017497832081517,4.348161173439856
CHL,books_h,1,CHL,both cycles,382.5185853446684,375.06352444686183,-7.455060897806561,4.227121827291785,400.0969034403192,395.14881286944893,-4.948090570870249,4.37014443746957,423.25541401679027,411.34840790867673,-11.907006108113535,4.705723605988072,447.59519527103083,435.8220466442561,-11.773148626774741,4.235543986816357,17.578318095650786,20.085288422587098,2.5069703269363117,4.610536747940596,40.736828672121874,36.2848834618149,-4.451945210306974,5.1326568178085,65.07660992636244,60.75852219739426,-4.31808772896818,5.226690992888652,23.158510576471087,16.199595039227802,-6.958915537243286,4.8987722924863295,47.49829183071165,40.67323377480716,-6.825058055904492,4.552231153415006,24.339781254240563,24.473638735579357,0.1338574813387936,4.802365906585074
COL,books_h,1,COL,both cycles,354.5538707221519,354.2758632402945,-0.27800748185740076,4.355976434037819,372.6698877954947,372.6114154818932,-0.05847231360149863,4.495459969112546,389.636511034539,388.68767783801303,-0.9488331965259817,5.177337189537408,420.0257824092106,415.89508482541703,-4.130697583793562,7.027486507351614,18.11601707334279,18.33555224159869,0.21953516825590214,4.309392799538931,35.08264031238713,34.411814597718546,-0.670825714668581,4.731008254034507,65.47191168705871,61.619221585122546,-3.8526901019361617,6.60560657142204,16.96662323904434,16.076262356119855,-0.8903608829244831,4.423947428914731,47.35589461371592,43.283669343523854,-4.072225270192064,6.466965238022292,30.38927137467158,27.207406987404,-3.1818643872675807,5.6678964649795045
MEX,books_h,1,MEX,both cycles,374.83962795729667,364.4452382432551,-10.394389714041552,3.8001447679463998,388.40380981236444,379.91766976411026,-8.486140048254185,3.4354923595880313,401.4635570885781,394.6938959917596,-6.769661096818538,4.2537367952715535,416.3576398411122,413.3048218330015,-3.0528180081107053,5.806664336433375,13.564181855067773,15.472431520855139,1.9082496657873662,4.186705986712634,26.623929131281443,30.248657748504456,3.6247286172230133,4.549513400935359,41.51801188381552,48.859583589746364,7.341571705930846,5.908191273274942,13.05974727621367,14.776226227649317,1.716478951435647,4.078579328997445,27.953830028747745,33.387152068891226,5.43332204014348,5.74325641045793,14.894082752534075,18.610925841241908,3.716843088707833,5.197813730102482
PER,books_h,1,PER,both cycles,372.9882341973888,362.7720155428515,-10.216218654537329,4.069679473427255,380.0876399555219,369.7325838296433,-10.355056125878605,4.115588678677075,394.04142484788383,386.72334396442227,-7.318080883461562,5.069137299599362,419.76002240620585,413.0518284744597,-6.708193931746166,5.368648168381646,7.099405758133116,6.96056828679184,-0.1388374713412759,4.249311953413055,21.053190650495026,23.951328421570793,2.898137771075767,4.454417061140012,46.77178820881704,50.279812931608205,3.5080247227911627,5.0378476815524165,13.95378489236191,16.990760134778952,3.036975242417043,4.8503279225181455,39.672382450683926,43.319244644816365,3.6468621941324386,5.494741565926292,25.718597558322017,26.328484510037413,0.6098869517153958,5.135931803763645
URY,books_h,1,URY,both cycles,365.02586410392377,366.2264957812973,1.200631677373508,4.447337416138432,393.88669884457994,390.6629136253142,-3.2237852192657215,4.047998608478298,422.0517099555962,420.92963976522014,-1.1220701903760641,4.752271189437021,456.68240035563576,446.9986997685336,-9.68370058710218,4.515725302733127,28.860834740656173,24.436417844016944,-4.424416896639229,4.732306979243782,57.02584585167244,54.70314398392287,-2.322701867749572,5.3632086059147115,91.656536251712,80.77220398723631,-10.884332264475688,5.600137923157145,28.16501111101627,30.266726139905927,2.1017150288896573,5.439309984896064,62.795701511055825,56.335786143219366,-6.459915367836459,5.3425039393989415,34.630690400039555,26.06906000331344,-8.561630396726116,5.382950786125915
LATAM7,books_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,362.9806632706689,357.0579621314497,-5.922701139219214,1.9001644899971117,381.1052010050145,375.1395938454815,-5.965607159533022,1.900930043906358,400.96919457926197,395.1051202321092,-5.86407434715278,2.141210927675124,427.37708724510094,422.902069770072,-4.475017475028949,2.341136069385716,18.12453773434561,18.0816317140318,-0.04290602031380786,1.6369519228411473,37.98853130859305,38.04715810065949,0.058626792066434064,1.8148841214501918,64.39642397443203,65.84410763862229,1.447683664190265,2.1420856338909524,19.863993574247445,19.965526386627687,0.10153281238024192,1.784643390900009,46.27188624008642,47.76247592459049,1.490589684504073,2.1094518340934063,26.407892665838972,27.796949537962803,1.389056872123831,1.9475585901954382
ARG,escs_pca,1,ARG,both cycles,347.47441812429577,342.864278597748,-4.610139526547755,4.234427041719664,363.22491045469803,356.31030331642995,-6.914607138268082,4.581951408456627,384.664320450088,369.9159034045731,-14.748417045514884,5.419276921010823,419.27126834153523,426.25859378259463,6.987325441059397,6.450500377287484,15.750492330402267,13.44602471868194,-2.3044676117203267,4.664338168282437,37.18990232579222,27.05162480682509,-10.13827751896713,5.622821016700078,71.79685021723947,83.39431518484662,11.597464967607152,7.335681898414695,21.43940999538995,13.605600088143149,-7.833809907246803,5.118060444916213,56.0463578868372,69.94829046616468,13.901932579327479,6.623976411850571,34.60694789144725,56.34269037802153,21.73574248657428,5.90754220876231
BRA,escs_pca,1,BRA,both cycles,350.85098541244054,344.3632377574274,-6.487747655013152,2.7329357025508743,365.95770900936077,364.2719054659013,-1.6858035434594854,3.147074398226045,379.7319805001786,387.46176841167437,7.729787911495748,3.7604629826779683,426.0031122521476,435.3908779772996,9.387765725152008,5.300986531814079,15.106723596920233,19.9086677084739,4.8019441115536665,3.2137877225140277,28.880995087738086,43.098530654246986,14.2175355665089,4.067056190602829,75.15212683970708,91.02764021987224,15.87551338016516,5.648877445256438,13.774271490817853,23.189862945773086,9.415591454955234,3.5844064105786093,60.04540324278685,71.11897251139834,11.073569268611493,5.512823566557246,46.271131751968994,47.929109565625254,1.6579778136562595,4.921156766800838
CHL,escs_pca,1,CHL,both cycles,386.33778597218617,376.30732605825403,-10.030459913932134,4.301093814185507,401.5616344616976,389.66133601183026,-11.900298449867364,4.480785084375674,415.39895105406515,408.4218642994549,-6.977086754610241,4.68529090056114,452.1384302134653,452.1252940345397,-0.013136178925606146,5.134266548193643,15.223848489511454,13.354009953576224,-1.86983853593523,4.924482661847073,29.061165081878983,32.114538241200876,3.053373159321893,5.443186052584627,65.80064424127914,75.81796797628567,10.017323735006528,6.630638999313314,13.837316592367529,18.760528287624652,4.923211695257123,5.036025470529003,50.57679575176769,62.46395802270945,11.887162270941758,5.612044280646916,36.73947915940016,43.7034297350848,6.963950575684635,5.671008402465733
COL,escs_pca,1,COL,both cycles,352.86917116675966,351.48840463809705,-1.3807665286626047,4.024682376917618,369.96405447582083,371.34115395757806,1.3770994817572273,4.41504889103343,386.00636034820184,387.4987463018399,1.4923859536380633,5.82824436831162,427.90139512921314,431.18922734156166,3.287832212348519,8.988772338492955,17.094883309061174,19.852749319481006,2.757866010419832,4.709835598199946,33.13718918144218,36.01034166374285,2.873152482300668,5.800586461060583,75.03222396245349,79.70082270346461,4.668598741011124,9.478809802222003,16.042305872381007,16.157592344261843,0.11528647188083596,4.865134266628499,57.93734065339231,59.8480733839836,1.9107327305912918,9.10248372761258,41.895034781011304,43.69048103972176,1.7954462587104558,8.010727208955274
MEX,escs_pca,1,MEX,both cycles,370.84761487682084,363.99447289265856,-6.853141984162278,3.5728256247019106,385.35418612997995,379.34247242632966,-6.011713703650287,3.63387905420562,397.6514873494862,392.34318955762484,-5.308297791861378,4.819392552041949,427.11515045605273,421.541660781328,-5.573489674724726,5.347156695772513,14.506571253159109,15.3479995336711,0.841428280511991,4.002020210255105,26.803872472665375,28.348716664966275,1.5448441923009,5.103090887899235,56.26753557923189,57.54718788866944,1.2796523094375516,5.80329768214948,12.297301219506267,13.000717131295175,0.7034159117889089,4.222430305596764,41.76096432607278,42.19918835499834,0.43822402892556056,5.479911443355837,29.463663106566514,29.198471223703166,-0.2651918828633484,5.280990914200601
PER,escs_pca,1,PER,both cycles,352.6480674265083,350.95280131315633,-1.6952661133519769,3.8790225172758537,377.72887312899104,371.02807811502,-6.70079501397106,4.39737472325778,399.7976536701782,392.81830280596625,-6.979350864211938,5.400031422566374,436.5427256231219,426.85850585531915,-9.684219767802745,5.985975327107475,25.080805702482735,20.07527680186365,-5.005528900619083,4.1829561154275545,47.14958624366989,41.865501492809926,-5.284084750859961,5.579911380004164,83.89465819661359,75.90570454216282,-7.988953654450768,6.415467520254097,22.068780541187152,21.790224690946275,-0.2785558502408776,4.916745756705614,58.813852494130856,55.83042774029917,-2.9834247538316845,6.373931421163505,36.745071952943704,34.0402030493529,-2.704868903590807,6.127936074753935
URY,escs_pca,1,URY,both cycles,373.464552961627,369.821093711707,-3.6434592499199994,4.053313988019392,391.857694319326,389.22855712174726,-2.629137197578757,4.344624613628978,413.7376095755969,412.65507858869466,-1.0825309869022135,4.569516815821522,461.8122188497773,464.00351472850826,2.191295878730955,5.375600279319001,18.393141357698994,19.407463410040236,1.0143220523412424,4.8140261899263805,40.27305661396986,42.83398487698764,2.560928263017786,5.173000687604817,88.34766588815029,94.18242101680124,5.834755128650954,6.154056053136811,21.879915256270863,23.426521466947406,1.5466062106765435,4.801288977679414,69.9545245304513,74.774957606761,4.820433076309712,6.400332178155103,48.07460927418043,51.3484361398136,3.2738268656331684,6.222709656715731
LATAM7,escs_pca,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,362.07037084866255,357.11308785272115,-4.957282995941398,1.8452964978226674,379.3784374256963,374.45482948783376,-4.923607937862528,1.939908435303374,396.71262327825633,393.01640762426115,-3.696215653995182,2.190937714144549,435.8263286950447,436.7668106430216,0.9404819479768776,2.6057315090984483,17.308066577033742,17.341741635112612,0.03367505807887028,1.661114076035512,34.64225242959378,35.90331977154,1.261067341946216,1.996778137918918,73.75595784638216,79.65372279030044,5.8977649439182755,2.60393794209728,17.33418585256004,18.561578136427386,1.2273922838673457,1.7677916488592174,56.44789126934842,62.31198115518782,5.864089885839405,2.4753446322811032,39.11370541678838,43.75040301876044,4.63669760197206,2.3017806178943663
ARG,escs_cc,1,ARG,both cycles,350.81132908932017,354.0635079895118,3.252178900191609,4.231638782598852,368.6798705035584,366.58637116147,-2.0934993420883643,4.631244762409846,391.56252585281106,390.62547028670735,-0.9370555661037088,5.898285018268046,425.6910760271793,436.6139711092322,10.92289508205289,6.893273332066772,17.868541414238223,12.52286317195825,-5.345678242279973,4.91765325360763,40.751196763490896,36.56196229719558,-4.189234466295318,6.05031030039511,74.87974693785912,82.5504631197204,7.67071618186128,7.623316302771111,22.882655349252673,24.03909912523733,1.1564437759846555,5.767742161042555,57.0112055236209,70.02759994776216,13.016394424141254,6.857895252076868,34.12855017436823,45.98850082252483,11.859950648156598,6.571761658443731
BRA,escs_cc,1,BRA,both cycles,355.33743800699085,353.9582285757598,-1.379209431231061,2.8690682775770124,371.28196121759123,379.00760912369816,7.7256479061069285,3.229410653781872,388.4801519985904,405.1422199753212,16.66206797673084,3.759072714267869,433.2429904391799,444.90795798437256,11.664967545192667,5.448081754026802,15.94452321060038,25.04938054793837,9.10485733733799,3.530593148800438,33.14271399159952,51.18399139956142,18.0412774079619,4.16595554820304,77.90555243218904,90.94972940861277,13.044176976423728,5.822535281928369,17.19819078099914,26.13461085162305,8.93642007062391,3.576895155646786,61.96102922158866,65.9003488606744,3.9393196390857383,5.62393564932836,44.76283844058952,39.76573800905135,-4.997100431538172,4.926838331839293
CHL,escs_cc,1,CHL,both cycles,389.7279682818172,384.998638629603,-4.729329652214176,4.3550374774790805,407.1164427541549,398.98322869337056,-8.133214060784326,4.2830400638239885,420.81415516913967,418.1097374517859,-2.704417717353749,4.584069956947959,458.3744863428957,454.9738952784725,-3.4005910644231676,4.980152023017347,17.38847447233769,13.984590063767541,-3.40388440857015,5.235229092186229,31.08618688732247,33.111098822182896,2.0249119348604268,5.197425132760272,68.6465180610785,69.9752566488695,1.3287385877910083,6.563466967407294,13.697712414984778,19.126508758415355,5.428796343430577,5.224952350003145,51.258043588740804,55.99066658510196,4.732622996361158,5.422819300697804,37.560331173756026,36.86415782668661,-0.6961733470694185,5.459389112799436
COL,escs_cc,1,COL,both cycles,353.8282416931778,356.2556146111268,2.4273729179490147,4.333556177784088,372.05836517993606,379.9600493320194,7.901684152083362,4.510756772201701,388.0035245188383,398.24761778222944,10.244093263391164,5.916999535395042,432.5085652797037,437.0986853030743,4.590120023370616,8.874105811404789,18.23012348675826,23.704434720892607,5.474311234134348,5.0182727000770875,34.175282825660474,41.992003171102624,7.81672034544215,6.103269453731548,78.6803235865259,80.8430706919475,2.1627471054216016,9.769474068839552,15.945159338902215,18.287568450210017,2.342409111307802,5.013913382252349,60.45020009976764,57.138635971054896,-3.311564128712746,9.00753332999466,44.50504076086543,38.85106752084488,-5.653973240020548,7.819148599633797
MEX,escs_cc,1,MEX,both cycles,371.7843306096605,368.44469776886456,-3.3396328407959572,3.4886133838643834,387.6242855017698,384.9270778685902,-2.69720763317963,3.538958447677532,399.8120757530131,398.3418862514581,-1.4701895015550122,4.915551856134243,430.398648397329,423.6802084251308,-6.718439972198212,5.515911589776125,15.83995489210929,16.482380099725617,0.642425207616327,3.9004699048593188,28.027745143352604,29.89718848259355,1.869443339240945,5.046696707222752,58.61431778766848,55.23551065626623,-3.3788071314022545,5.9089679961216826,12.187790251243314,13.414808382867932,1.227018131624618,4.5927933529299265,42.77436289555919,38.75313055654061,-4.021232339018582,5.669688288264468,30.58657264431588,25.33832217367268,-5.2482504706432,5.536536224995231
PER,escs_cc,1,PER,both cycles,351.6241140011058,353.52022211988907,1.8961081187832747,4.274114210731662,380.4232854775425,379.42471296513384,-0.9985725124086571,4.747638070910122,403.09433879318664,399.5694194737807,-3.5249193194059103,5.370043950060219,439.06399474436586,434.406786787322,-4.657207957043852,6.154728640240649,28.799171476436698,25.904490845244766,-2.8946806311919318,4.60372110611201,51.47022479208084,46.04919735389166,-5.421027438189185,5.956779991033839,87.43988074326006,80.88656466743294,-6.5533160758271265,6.905005658281783,22.671053315644144,20.14470650864689,-2.5263468069972532,4.9461120807866585,58.640709266823364,54.98207382218817,-3.6586354446351947,6.896920353680827,35.96965595117922,34.83736731354128,-1.1322886376379415,6.415931314407869
URY,escs_cc,1,URY,both cycles,378.89014268578177,376.00564464660516,-2.8844980391766057,4.222977533738703,397.80857160652965,398.3695607573265,0.5609891507968428,4.086629272052603,419.3586742702461,419.31722775092084,-0.041446519325290865,4.452737417115667,467.7551658369187,467.70028897674393,-0.054876860174772446,5.445063328684732,18.918428920747886,22.363916110721334,3.4454871899734485,4.842793674177647,40.46853158446436,43.31158310431567,2.843051519851315,4.947610600069516,88.86502315113694,91.69464433013877,2.8296211790018333,6.27841618484466,21.550102663716473,20.94766699359434,-0.6024356701221336,4.965499311826371,69.94659423038905,69.33072821941744,-0.6158660109716152,6.09007168794162,48.39649156667258,48.3830612258231,-0.013430340849481581,5.998942332767035
