cnt,index,n_systems,countries,status,wave,group,estimate,se,ci_low,ci_high
ARG,pared_h,1,ARG,both cycles,2022,Q4-Q1,43.640150876193104,3.9860823001380243,35.82742956792258,51.45287218446363
ARG,pared_h,1,ARG,both cycles,2025,Q4-Q1,49.037510195269704,4.830191777036725,39.57033431227772,58.504686078261685
ARG,pared_h,1,ARG,both cycles,2022,Q3-Q2,17.444041461285792,3.53003958232246,10.525163879933771,24.362919042637813
ARG,pared_h,1,ARG,both cycles,2025,Q3-Q2,27.006117688028155,4.454473889173083,18.275348865248915,35.736886510807395
ARG,pared_h,1,ARG,both cycles,2022,Q4-Q2,22.49162104034656,3.1976759026540313,16.224176271144657,28.75906580954846
ARG,pared_h,1,ARG,both cycles,2025,Q4-Q2,37.67813312947874,4.413556592796854,29.027562207596905,46.328704051360575
ARG,pared_h,1,ARG,both cycles,2022,Q4-Q3,5.047579579060766,3.8127253665441976,-2.425362139365861,12.520521297487393
ARG,pared_h,1,ARG,both cycles,2025,Q4-Q3,10.672015441450583,3.7355415338702316,3.350354035064929,17.993676847836237
BRA,pared_h,1,BRA,both cycles,2022,Q1,352.9465295888574,2.047294406493227,348.9338325521307,356.9592266255841
BRA,pared_h,1,BRA,both cycles,2025,Q1,343.7820636066999,1.7162868366837636,340.41814140679975,347.1459858066001
BRA,pared_h,1,BRA,both cycles,2022,Q2,379.26452548859163,2.058483753861443,375.2298973310232,383.29915364616005
BRA,pared_h,1,BRA,both cycles,2025,Q2,376.5482927355355,2.0450721469324975,372.5399513275478,380.5566341435232
BRA,pared_h,1,BRA,both cycles,2022,Q3,391.54334222900945,2.9870588040175083,385.68870697313514,397.39797748488377
BRA,pared_h,1,BRA,both cycles,2025,Q3,400.38276834285404,2.7446683166730796,395.0032184421748,405.7623182435333
BRA,pared_h,1,BRA,both cycles,2022,Q4,393.99076840638475,2.727255067256974,388.6453484745611,399.3361883382084
BRA,pared_h,1,BRA,both cycles,2025,Q4,411.5112845891123,2.976841901264702,405.67667446263346,417.3458947155911
BRA,pared_h,1,BRA,both cycles,2022,Q2-Q1,26.31799589973423,2.512161418524443,21.39415951942632,31.241832280042136
BRA,pared_h,1,BRA,both cycles,2025,Q2-Q1,32.76622912883556,2.0817712709866854,28.68595743770166,36.846500819969464
BRA,pared_h,1,BRA,both cycles,2022,Q3-Q1,38.59681264015205,3.3707510504653873,31.990140581239892,45.20348469906421
BRA,pared_h,1,BRA,both cycles,2025,Q3-Q1,56.600704736154114,2.838904413386845,51.0364520859159,62.16495738639233
BRA,pared_h,1,BRA,both cycles,2022,Q4-Q1,41.044238817527344,3.444637740704683,34.29274884574617,47.79572878930852
BRA,pared_h,1,BRA,both cycles,2025,Q4-Q1,67.72922098241236,3.18457015087832,61.48746348669085,73.97097847813386
BRA,pared_h,1,BRA,both cycles,2022,Q3-Q2,12.278816740417824,3.334152710532498,5.743877427774128,18.81375605306152
BRA,pared_h,1,BRA,both cycles,2025,Q3-Q2,23.834475607318552,2.4500400041173966,19.032397199248454,28.63655401538865
BRA,pared_h,1,BRA,both cycles,2022,Q4-Q2,14.726242917793115,2.9110547333980157,9.020575640333004,20.431910195253227
BRA,pared_h,1,BRA,both cycles,2025,Q4-Q2,34.962991853576796,2.989812661763519,29.1029590365203,40.823024670633295
BRA,pared_h,1,BRA,both cycles,2022,Q4-Q3,2.4474261773752914,2.899831255296311,-3.236243083005478,8.131095437756061
BRA,pared_h,1,BRA,both cycles,2025,Q4-Q3,11.128516246258243,2.650699440227,5.933145343413323,16.323887149103165
CHL,pared_h,1,CHL,both cycles,2022,Q1,394.2807219547145,2.992757611842811,388.41491703550264,400.1465268739264
CHL,pared_h,1,CHL,both cycles,2025,Q1,380.2326606813655,3.0171214120090015,374.3191027138278,386.14621864890313
CHL,pared_h,1,CHL,both cycles,2022,Q2,411.01223677455243,2.8097449165776576,405.50513673806023,416.51933681104464
CHL,pared_h,1,CHL,both cycles,2025,Q2,396.64142963756626,3.2221176643999163,390.32607901534243,402.9567802597901
CHL,pared_h,1,CHL,both cycles,2022,Q3,424.5365553605878,3.185848149632829,418.29229298730746,430.7808177338681
CHL,pared_h,1,CHL,both cycles,2025,Q3,419.96697991864403,3.0426096491854544,414.00346500624056,425.9304948310475
CHL,pared_h,1,CHL,both cycles,2022,Q4,427.7707261298509,3.1811951571673376,421.5355836218029,434.0058686378989
CHL,pared_h,1,CHL,both cycles,2025,Q4,431.386004366418,2.6552894207673123,426.18163710171405,436.5903716311219
CHL,pared_h,1,CHL,both cycles,2022,Q2-Q1,16.731514819837912,3.4468856849616327,9.975618877313112,23.487410762362714
CHL,pared_h,1,CHL,both cycles,2025,Q2-Q1,16.408768956200788,3.266612366123132,10.00620871859945,22.811329193802127
CHL,pared_h,1,CHL,both cycles,2022,Q3-Q1,30.25583340587326,4.1303589940484855,22.16032977753823,38.35133703420829
CHL,pared_h,1,CHL,both cycles,2025,Q3-Q1,39.734319237278555,3.716426681113966,32.45012294229518,47.01851553226193
CHL,pared_h,1,CHL,both cycles,2022,Q4-Q1,33.49000417513639,3.8578583188573723,25.928601870175942,41.051406480096844
CHL,pared_h,1,CHL,both cycles,2025,Q4-Q1,51.153343685052505,3.8652217795110753,43.5775089972108,58.72917837289421
CHL,pared_h,1,CHL,both cycles,2022,Q3-Q2,13.52431858603535,3.6566808868350362,6.357224047838678,20.69141312423202
CHL,pared_h,1,CHL,both cycles,2025,Q3-Q2,23.325550281077767,3.665874107162486,16.140437031039294,30.51066353111624
CHL,pared_h,1,CHL,both cycles,2022,Q4-Q2,16.75848935529848,3.4747728576813435,9.947934554243046,23.56904415635391
CHL,pared_h,1,CHL,both cycles,2025,Q4-Q2,34.74457472885172,3.6068372760707654,27.675173667753015,41.81397578995042
CHL,pared_h,1,CHL,both cycles,2022,Q4-Q3,3.2341707692631303,3.362626599925624,-3.3565773665910923,9.824918905117354
CHL,pared_h,1,CHL,both cycles,2025,Q4-Q3,11.41902444777395,3.008690355382043,5.521991351225146,17.316057544322753
COL,pared_h,1,COL,both cycles,2022,Q1,361.9670342083565,3.1361858438509147,355.8201099544087,368.1139584623043
COL,pared_h,1,COL,both cycles,2025,Q1,355.0337550146065,2.535612867740232,350.06395379383565,360.0035562353774
COL,pared_h,1,COL,both cycles,2022,Q2,372.31424066824684,3.2226730303798363,365.9978015287024,378.6306798077913
COL,pared_h,1,COL,both cycles,2025,Q2,378.59836517737006,2.6126169260084295,373.4776360023935,383.7190943523466
COL,pared_h,1,COL,both cycles,2022,Q3,399.75866315226637,4.432451426960069,391.0710583554246,408.4462679491081
COL,pared_h,1,COL,both cycles,2025,Q3,398.3887512184534,4.611833385265381,389.3495577833333,407.42794465357355
COL,pared_h,1,COL,both cycles,2022,Q4,401.77036724118824,4.818482843030466,392.32614086884854,411.21459361352794
COL,pared_h,1,COL,both cycles,2025,Q4,415.1755448110024,4.990121039183144,405.39490757420344,424.95618204780135
COL,pared_h,1,COL,both cycles,2022,Q2-Q1,10.347206459890344,3.1893117588134343,4.096155412616013,16.598257507164675
COL,pared_h,1,COL,both cycles,2025,Q2-Q1,23.56461016276353,3.337345815988257,17.023412363426544,30.105807962100513
COL,pared_h,1,COL,both cycles,2022,Q3-Q1,37.79162894390987,4.792671977070588,28.39799186885152,47.18526601896822
COL,pared_h,1,COL,both cycles,2025,Q3-Q1,43.354996203846895,4.3663654727579715,34.79691987724127,51.91307253045252
COL,pared_h,1,COL,both cycles,2022,Q4-Q1,39.803333032831745,5.232954252503351,29.546742697925175,50.059923367738314
COL,pared_h,1,COL,both cycles,2025,Q4-Q1,60.14178979639587,4.999624565987,50.34252564706135,69.94105394573039
COL,pared_h,1,COL,both cycles,2022,Q3-Q2,27.444422484019526,3.6991860433677677,20.194017839018702,34.694827129020354
COL,pared_h,1,COL,both cycles,2025,Q3-Q2,19.790386041083366,4.445401105083588,11.077399875119532,28.5033722070472
COL,pared_h,1,COL,both cycles,2022,Q4-Q2,29.4561265729414,4.439792852804212,20.754132581445145,38.15812056443765
COL,pared_h,1,COL,both cycles,2025,Q4-Q2,36.57717963363234,5.2704634679164695,26.24707123651606,46.90728803074862
COL,pared_h,1,COL,both cycles,2022,Q4-Q3,2.0117040889218742,3.5672247745887806,-4.980056469272136,9.003464647115884
COL,pared_h,1,COL,both cycles,2025,Q4-Q3,16.786793592548975,3.9718051343949416,9.00205552913489,24.57153165596306
MEX,pared_h,1,MEX,both cycles,2022,Q1,374.71615107064446,2.583866837931105,369.65177206829946,379.78053007298945
MEX,pared_h,1,MEX,both cycles,2025,Q1,367.5546609764623,2.293106923027643,363.0601714073281,372.0491505455965
MEX,pared_h,1,MEX,both cycles,2022,Q2,390.79615752825725,2.7113558609472013,385.4819000408007,396.1104150157138
MEX,pared_h,1,MEX,both cycles,2025,Q2,385.8761272914894,2.2939603881764308,381.3799649306636,390.3722896523152
MEX,pared_h,1,MEX,both cycles,2022,Q3,400.6874940156499,3.308707829518624,394.2024266697934,407.17256136150644
MEX,pared_h,1,MEX,both cycles,2025,Q3,397.3633481585673,2.9579210560891074,391.5658228886327,403.16087342850193
MEX,pared_h,1,MEX,both cycles,2022,Q4,414.50512898982225,4.103273591502517,406.4627127504773,422.5475452291672
MEX,pared_h,1,MEX,both cycles,2025,Q4,411.34873466385017,3.2082871459920232,405.0604918577058,417.6369774699945
MEX,pared_h,1,MEX,both cycles,2022,Q2-Q1,16.080006457612797,3.321348334449571,9.570163722091637,22.589849193133958
MEX,pared_h,1,MEX,both cycles,2025,Q2-Q1,18.321466315027124,3.0181570071138526,12.405878581083972,24.237054048970275
MEX,pared_h,1,MEX,both cycles,2022,Q3-Q1,25.97134294500546,3.6377126512645517,18.84142614852694,33.10125974148398
MEX,pared_h,1,MEX,both cycles,2025,Q3-Q1,29.808687182105018,3.3230951027879088,23.29542078064072,36.32195358356932
MEX,pared_h,1,MEX,both cycles,2022,Q4-Q1,39.788977919177796,4.294113564885092,31.37251533200302,48.20544050635257
MEX,pared_h,1,MEX,both cycles,2025,Q4-Q1,43.79407368738788,3.5342559792994024,36.86693196796105,50.72121540681471
MEX,pared_h,1,MEX,both cycles,2022,Q3-Q2,9.891336487392664,3.4790587479537454,3.0723813414033234,16.710291633382006
MEX,pared_h,1,MEX,both cycles,2025,Q3-Q2,11.487220867077895,2.943356463758544,5.718242198111148,17.25619953604464
MEX,pared_h,1,MEX,both cycles,2022,Q4-Q2,23.708971461565,4.1868630756196,15.502719833350584,31.915223089779417
MEX,pared_h,1,MEX,both cycles,2025,Q4-Q2,25.472607372360756,3.7145253932034046,18.192137601682084,32.75307714303943
MEX,pared_h,1,MEX,both cycles,2022,Q4-Q3,13.817634974172336,3.5034109016589983,6.950949606920699,20.684320341423973
MEX,pared_h,1,MEX,both cycles,2025,Q4-Q3,13.985386505282861,3.0302179801271727,8.046159264233602,19.92461374633212
PER,pared_h,1,PER,both cycles,2022,Q1,362.9206306674327,2.7908890058591043,357.45048821594884,368.39077311891657
PER,pared_h,1,PER,both cycles,2025,Q1,357.36141119139836,3.263987026287682,350.9639966198745,363.75882576292224
PER,pared_h,1,PER,both cycles,2022,Q2,380.64369228628175,3.0255910972698112,374.7135337356329,386.5738508369306
PER,pared_h,1,PER,both cycles,2025,Q2,380.4708471196521,2.9555550892730227,374.67795914467695,386.26373509462724
PER,pared_h,1,PER,both cycles,2022,Q3,410.23138350245625,3.5908502663385944,403.1933169804326,417.2694500244799
PER,pared_h,1,PER,both cycles,2025,Q3,408.77833954562163,4.105359488339743,400.73183494847575,416.8248441427675
PER,pared_h,1,PER,both cycles,2022,Q4,412.44219780990386,3.717924227562589,405.15506632388116,419.72932929592656
PER,pared_h,1,PER,both cycles,2025,Q4,403.631966935951,3.823313756779929,396.1382719726624,411.1256618992397
PER,pared_h,1,PER,both cycles,2022,Q2-Q1,17.723061618849044,3.4777965012794887,10.906580476341247,24.53954276135684
PER,pared_h,1,PER,both cycles,2025,Q2-Q1,23.10943592825373,3.559193815116404,16.133416050625577,30.085455805881885
PER,pared_h,1,PER,both cycles,2022,Q3-Q1,47.31075283502355,3.607473748268187,40.2401042884179,54.381401381629196
PER,pared_h,1,PER,both cycles,2025,Q3-Q1,51.41692835422327,4.139413429035057,43.30367803331456,59.530178675131985
PER,pared_h,1,PER,both cycles,2022,Q4-Q1,49.521567142471156,3.95967524446852,41.76060366331286,57.282530621629455
PER,pared_h,1,PER,both cycles,2025,Q4-Q1,46.27055574455267,4.256457824796255,37.92789840795201,54.613213081153326
PER,pared_h,1,PER,both cycles,2022,Q3-Q2,29.587691216174505,3.891622578045064,21.96011096320618,37.215271469142834
PER,pared_h,1,PER,both cycles,2025,Q3-Q2,28.307492425969542,3.947303399194874,20.57077776354759,36.044207088391495
PER,pared_h,1,PER,both cycles,2022,Q4-Q2,31.79850552362211,3.9178294616143807,24.119559778857926,39.4774512683863
PER,pared_h,1,PER,both cycles,2025,Q4-Q2,23.161119816298935,4.445508244243427,14.44792365758182,31.874315975016053
PER,pared_h,1,PER,both cycles,2022,Q4-Q3,2.210814307447606,4.020623017646088,-5.669606807138726,10.091235422033938
PER,pared_h,1,PER,both cycles,2025,Q4-Q3,-5.146372609670607,3.8709718510280324,-12.73347743768555,2.440732218344337
URY,pared_h,1,URY,both cycles,2022,Q1,381.0762521709173,2.8119491555496885,375.56483182603995,386.5876725157947
URY,pared_h,1,URY,both cycles,2025,Q1,372.4567633138485,3.017720264005228,366.54203159639826,378.37149503129876
URY,pared_h,1,URY,both cycles,2022,Q2,402.99400665168673,2.7953795736057963,397.51506268741934,408.4729506159541
URY,pared_h,1,URY,both cycles,2025,Q2,397.4700625156573,2.865811819564045,391.85307134931173,403.0870536820028
URY,pared_h,1,URY,both cycles,2022,Q3,417.37989404741,3.461027624965925,410.5962799024768,424.1635081923432
URY,pared_h,1,URY,both cycles,2025,Q3,410.5573422321506,3.5306948384959576,403.6371803486985,417.47750411560264
URY,pared_h,1,URY,both cycles,2022,Q4,437.842623135036,3.207390850471491,431.55613706811187,444.1291092019601
URY,pared_h,1,URY,both cycles,2025,Q4,456.2556220007803,3.130702479091917,450.11944514176014,462.3917988598005
URY,pared_h,1,URY,both cycles,2022,Q2-Q1,21.917754480769418,3.6850743182210834,14.695008817056095,29.14050014448274
URY,pared_h,1,URY,both cycles,2025,Q2-Q1,25.013299201808763,3.5711451677147075,18.013854673087938,32.01274373052959
URY,pared_h,1,URY,both cycles,2022,Q3-Q1,36.30364187649269,3.845567611219927,28.766329358501633,43.840954394483745
URY,pared_h,1,URY,both cycles,2025,Q3-Q1,38.10057891830206,3.880697328741912,30.494412153967914,45.70674568263621
URY,pared_h,1,URY,both cycles,2022,Q4-Q1,56.766370964118664,3.946119632668513,49.031976484088375,64.50076544414895
URY,pared_h,1,URY,both cycles,2025,Q4-Q1,83.7988586869318,4.2175255288019144,75.53250865048004,92.06520872338355
URY,pared_h,1,URY,both cycles,2022,Q3-Q2,14.385887395723273,3.776845602956206,6.9832700139291095,21.78850477751744
URY,pared_h,1,URY,both cycles,2025,Q3-Q2,13.087279716493299,3.7073375432622595,5.820898131699271,20.353661301287328
URY,pared_h,1,URY,both cycles,2022,Q4-Q2,34.84861648334925,3.8997120627462474,27.2051808403666,42.49205212633189
URY,pared_h,1,URY,both cycles,2025,Q4-Q2,58.78555948512303,4.2562420906640765,50.44332498742144,67.12779398282461
URY,pared_h,1,URY,both cycles,2022,Q4-Q3,20.462729087625974,3.678864256446578,13.252155144990681,27.673303030261266
URY,pared_h,1,URY,both cycles,2025,Q4-Q3,45.69827976862973,4.332638633592181,37.20630804678906,54.1902514904704
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q1,368.56552057745427,1.0646681391770945,366.47877102466714,370.6522701302414
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q1,360.91873115860705,1.061725377721756,358.8377494182724,362.9997128989417
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q2,387.17495908781723,1.0448036999568127,385.12714383590185,389.2227743397326
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q2,382.4249006955614,1.0237693438238127,380.4183127816667,384.4314886094561
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q3,404.96874685510994,1.352574653890656,402.31770053348424,407.61979317673564
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q3,403.4018324994254,1.4370087978433126,400.5852952556525,406.21836974319825
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q4,412.00189813851955,1.356334720873564,409.3434820856074,414.6603141914317
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q4,418.33663869832174,1.3798795827314974,415.632074716168,421.04120268047546
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q2-Q1,18.609438510362963,1.2492408337487908,16.160926476215334,21.057950544510593
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q2-Q1,21.50616953695436,1.2069072271946952,19.14063137165276,23.87170770225596
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q3-Q1,36.403226277655676,1.4722387830762769,33.517638262826175,39.28881429248518
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q3-Q1,42.48310134081834,1.4809896839236267,39.58036156032803,45.385841121308644
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q4-Q1,43.436377561065285,1.5630396980768837,40.372819752834594,46.499935369295976
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q4-Q1,57.41790753971469,1.5766429395449137,54.32768737820666,60.50812770122272
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q3-Q2,17.793787767292713,1.3713257774849417,15.105989243422227,20.481586291163197
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q3-Q2,20.976931803863977,1.407227413438223,18.21876607352506,23.735097534202893
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q4-Q2,24.82693905070232,1.4183357745867171,22.047000932512358,27.606877168892286
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q4-Q2,35.91173800276033,1.5706579996001375,32.83324832354406,38.9902276819766
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q4-Q3,7.033151283409609,1.3473449771574513,4.392355128181004,9.673947438638214
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q4-Q3,14.934806198896354,1.3457896048204558,12.297058573448261,17.572553824344446
ARG,books_h,1,ARG,both cycles,2022,Q1,342.9614709785847,2.8027604169776628,337.4680605613085,348.4548813958609
ARG,books_h,1,ARG,both cycles,2025,Q1,335.1894882112048,3.027815623843255,329.254969588472,341.12400683393753
ARG,books_h,1,ARG,both cycles,2022,Q2,366.7950859838992,3.289349444362644,360.3479610729484,373.24221089484996
ARG,books_h,1,ARG,both cycles,2025,Q2,352.1635969747773,3.2446512619162244,345.8040805014215,358.52311344813313
ARG,books_h,1,ARG,both cycles,2022,Q3,393.68088139268764,3.0606199058043972,387.682066377311,399.6796964080643
ARG,books_h,1,ARG,both cycles,2025,Q3,381.71730625628516,4.693798899353608,372.5174604135521,390.9171520990182
ARG,books_h,1,ARG,both cycles,2022,Q4,409.4123829009096,3.233573583549003,403.07457867715357,415.7501871246657
ARG,books_h,1,ARG,both cycles,2025,Q4,409.4376152995233,4.2948161750582345,401.0197755964092,417.8554550026374
ARG,books_h,1,ARG,both cycles,2022,Q2-Q1,23.83361500531447,3.323183948478507,17.320174466296596,30.347055544332346
ARG,books_h,1,ARG,both cycles,2025,Q2-Q1,16.97410876357253,3.691401119112203,9.738962570112612,24.20925495703245
ARG,books_h,1,ARG,both cycles,2022,Q3-Q1,50.719410414102924,3.5009794367328877,43.85749071810646,57.58133011009939
ARG,books_h,1,ARG,both cycles,2025,Q3-Q1,46.52781804508038,4.348485056596053,38.00478733415211,55.05084875600865
ARG,books_h,1,ARG,both cycles,2022,Q4-Q1,66.4509119223249,3.8693465131652585,58.866992756521,74.03483108812881
ARG,books_h,1,ARG,both cycles,2025,Q4-Q1,74.24812708831854,4.747380432641017,64.94326144034214,83.55299273629494
ARG,books_h,1,ARG,both cycles,2022,Q3-Q2,26.885795408788454,3.0950371920186597,20.81952251243188,32.952068305145026
ARG,books_h,1,ARG,both cycles,2025,Q3-Q2,29.55370928150785,4.3724259918353985,20.98375433751047,38.12366422550523
ARG,books_h,1,ARG,both cycles,2022,Q4-Q2,42.617296917010435,3.5273920974685313,35.70360840597211,49.53098542804876
ARG,books_h,1,ARG,both cycles,2025,Q4-Q2,57.27401832474601,4.920594591111691,47.6296529261671,66.91838372332492
ARG,books_h,1,ARG,both cycles,2022,Q4-Q3,15.731501508221982,3.11527723127262,9.625558134927648,21.837444881516316
ARG,books_h,1,ARG,both cycles,2025,Q4-Q3,27.72030904323816,4.436867133687731,19.024049461210208,36.41656862526611
BRA,books_h,1,BRA,both cycles,2022,Q1,347.97698959066827,1.9410537247221913,344.1725242902128,351.78145489112376
BRA,books_h,1,BRA,both cycles,2025,Q1,341.4331094543829,1.7363511714510163,338.02986115833886,344.8363577504269
BRA,books_h,1,BRA,both cycles,2022,Q2,365.79638120292253,1.860575978590028,362.1496522848861,369.443110120959
BRA,books_h,1,BRA,both cycles,2025,Q2,365.7401643731836,1.5264332974130999,362.7483551102539,368.73197363611325
BRA,books_h,1,BRA,both cycles,2022,Q3,382.6548637187585,2.395399974529305,377.9598797686811,387.34984766883593
BRA,books_h,1,BRA,both cycles,2025,Q3,381.63556990038757,2.589320002608484,376.5605026952749,386.7106371055002
BRA,books_h,1,BRA,both cycles,2022,Q4,421.8061875316018,3.4501870773980157,415.04382085990164,428.5685542033019
BRA,books_h,1,BRA,both cycles,2025,Q4,425.80439154531234,3.466012600938573,419.01100684747274,432.59777624315194
BRA,books_h,1,BRA,both cycles,2022,Q2-Q1,17.819391612254265,2.2717019356823847,13.36685581831679,22.27192740619174
BRA,books_h,1,BRA,both cycles,2025,Q2-Q1,24.307054918800702,1.9137766268714496,20.556052730132663,28.05805710746874
BRA,books_h,1,BRA,both cycles,2022,Q3-Q1,34.67787412809025,2.597513986777352,29.586746714006644,39.76900154217386
BRA,books_h,1,BRA,both cycles,2025,Q3-Q1,40.20246044600469,2.3350890615516176,35.625685885363524,44.77923500664586
BRA,books_h,1,BRA,both cycles,2022,Q4-Q1,73.82919794093351,3.753756693600297,66.47183482147693,81.18656106039009
BRA,books_h,1,BRA,both cycles,2025,Q4-Q1,84.37128209092947,3.2614942132704607,77.97875343291936,90.76381074893958
BRA,books_h,1,BRA,both cycles,2022,Q3-Q2,16.858482515835988,2.6579683482134895,11.64886455333755,22.068100478334426
BRA,books_h,1,BRA,both cycles,2025,Q3-Q2,15.895405527203991,2.642844178002607,10.715430938318882,21.0753801160891
BRA,books_h,1,BRA,both cycles,2022,Q4-Q2,56.00980632867925,3.9709467672885097,48.22675066479377,63.792861992564724
BRA,books_h,1,BRA,both cycles,2025,Q4-Q2,60.06422717212877,3.3693360370632885,53.46032853948472,66.66812580477281
BRA,books_h,1,BRA,both cycles,2022,Q4-Q3,39.15132381284326,3.2681438464203,32.74576187385947,45.556885751827046
BRA,books_h,1,BRA,both cycles,2025,Q4-Q3,44.168821644924776,2.8680553323314726,38.547433193555094,49.79021009629446
CHL,books_h,1,CHL,both cycles,2022,Q1,382.5185853446684,2.671862725603128,377.2817344024863,387.7554362868505
CHL,books_h,1,CHL,both cycles,2025,Q1,375.06352444686183,3.039952058552776,369.1052184120984,381.0218304816253
CHL,books_h,1,CHL,both cycles,2022,Q2,400.0969034403192,2.896342244880528,394.42007264035334,405.773734240285
CHL,books_h,1,CHL,both cycles,2025,Q2,395.14881286944893,3.0366040250362984,389.19706898037776,401.1005567585201
CHL,books_h,1,CHL,both cycles,2022,Q3,423.25541401679027,3.42114731536746,416.5499652786701,429.96086275491047
CHL,books_h,1,CHL,both cycles,2025,Q3,411.34840790867673,2.9918532220861715,405.4843755933878,417.21244022396564
CHL,books_h,1,CHL,both cycles,2022,Q4,447.59519527103083,2.9044961998896897,441.90238271924704,453.2880078228146
CHL,books_h,1,CHL,both cycles,2025,Q4,435.8220466442561,2.831136642601794,430.27301882475655,441.37107446375563
CHL,books_h,1,CHL,both cycles,2022,Q2-Q1,17.578318095650786,3.2757347089948134,11.157878066020952,23.99875812528062
CHL,books_h,1,CHL,both cycles,2025,Q2-Q1,20.085288422587098,3.2444739512588656,13.72611947811972,26.444457367054476
CHL,books_h,1,CHL,both cycles,2022,Q3-Q1,40.736828672121874,3.7610834500908177,33.36510510994387,48.10855223429988
CHL,books_h,1,CHL,both cycles,2025,Q3-Q1,36.2848834618149,3.4926232678101754,29.439341856906957,43.13042506672284
CHL,books_h,1,CHL,both cycles,2022,Q4-Q1,65.07660992636244,3.7324264301979935,57.76105412317437,72.3921657295505
CHL,books_h,1,CHL,both cycles,2025,Q4-Q1,60.75852219739426,3.6588648073279266,53.58714717503152,67.929897219757
CHL,books_h,1,CHL,both cycles,2022,Q3-Q2,23.158510576471087,3.3449918631942257,16.602326524610405,29.71469462833177
CHL,books_h,1,CHL,both cycles,2025,Q3-Q2,16.199595039227802,3.5789662486249,9.184821191922998,23.214368886532604
CHL,books_h,1,CHL,both cycles,2022,Q4-Q2,47.49829183071165,3.106605033589833,41.40934596487558,53.587237696547724
CHL,books_h,1,CHL,both cycles,2025,Q4-Q2,40.67323377480716,3.3274334913558268,34.15146413174974,47.19500341786458
CHL,books_h,1,CHL,both cycles,2022,Q4-Q3,24.339781254240563,3.367439518967183,17.739599797064884,30.939962711416243
CHL,books_h,1,CHL,both cycles,2025,Q4-Q3,24.473638735579357,3.423896813110574,17.76280098188263,31.184476489276083
COL,books_h,1,COL,both cycles,2022,Q1,354.5538707221519,3.014904343676878,348.6446582085452,360.4630832357586
COL,books_h,1,COL,both cycles,2025,Q1,354.2758632402945,2.8976684579798166,348.59643306265406,359.9552934179349
COL,books_h,1,COL,both cycles,2022,Q2,372.6698877954947,3.3277339428449384,366.1475292675186,379.1922463234707
COL,books_h,1,COL,both cycles,2025,Q2,372.6114154818932,2.7653114001014525,367.19140513769435,378.031425826092
COL,books_h,1,COL,both cycles,2022,Q3,389.636511034539,3.9142014144885953,381.9646762621414,397.30834580693664
COL,books_h,1,COL,both cycles,2025,Q3,388.68767783801303,3.1615577902329384,382.4910245691565,394.8843311068696
COL,books_h,1,COL,both cycles,2022,Q4,420.0257824092106,4.84076063552643,410.5378915635788,429.5136732548424
COL,books_h,1,COL,both cycles,2025,Q4,415.89508482541703,4.946130111566692,406.2006698067463,425.58949984408775
COL,books_h,1,COL,both cycles,2022,Q2-Q1,18.11601707334279,2.9752673547035435,12.284493058123843,23.947541088561735
COL,books_h,1,COL,both cycles,2025,Q2-Q1,18.33555224159869,3.1174750149365056,12.22530121232314,24.445803270874244
COL,books_h,1,COL,both cycles,2022,Q3-Q1,35.08264031238713,3.3046257379682116,28.605573865969433,41.55970675880482
COL,books_h,1,COL,both cycles,2025,Q3-Q1,34.411814597718546,3.3855409954246154,27.7761542466863,41.04747494875079
COL,books_h,1,COL,both cycles,2022,Q4-Q1,65.47191168705871,4.696842355373029,56.26610067052757,74.67772270358984
