cnt,index,n_systems,countries,status,wave,group,estimate,se,ci_low,ci_high
COL,homepos,1,COL,both cycles,2025,Q4-Q3,32.08483752580355,4.258408257610243,23.738357340887475,40.431317710719625
MEX,homepos,1,MEX,both cycles,2022,Q1,362.52430085757976,2.6382336720343957,357.35336286039234,367.6952388547672
MEX,homepos,1,MEX,both cycles,2025,Q1,364.69867732152625,2.3160543746781768,360.15921074715703,369.23814389589546
MEX,homepos,1,MEX,both cycles,2022,Q2,387.76300875217964,2.944014100012494,381.9927411161552,393.5332763882041
MEX,homepos,1,MEX,both cycles,2025,Q2,381.311939081608,2.323178767262566,376.7585086977734,385.8653694654426
MEX,homepos,1,MEX,both cycles,2022,Q3,402.6170938764157,2.5691557935452285,397.5815485210671,407.65263923176434
MEX,homepos,1,MEX,both cycles,2025,Q3,395.57203481591444,2.865899517432088,389.95487176174754,401.18919787008133
MEX,homepos,1,MEX,both cycles,2022,Q4,427.6414080368178,4.53769237987304,418.74753097226665,436.5352851013689
MEX,homepos,1,MEX,both cycles,2025,Q4,409.8835785529592,3.207220205814474,403.5974269495628,416.16973015635557
MEX,homepos,1,MEX,both cycles,2022,Q2-Q1,25.238707894599884,3.128078842738687,19.107673362832056,31.36974242636771
MEX,homepos,1,MEX,both cycles,2025,Q2-Q1,16.61326176008174,2.740180453639595,11.242508070948135,21.98401544921535
MEX,homepos,1,MEX,both cycles,2022,Q3-Q1,40.09279301883595,3.2213499090602937,33.77894719707777,46.40663884059413
MEX,homepos,1,MEX,both cycles,2025,Q3-Q1,30.873357494388188,3.0600482176942507,24.875662987707457,36.87105200106892
MEX,homepos,1,MEX,both cycles,2022,Q4-Q1,65.11710717923802,5.0266468668320154,55.26487932024727,74.96933503822876
MEX,homepos,1,MEX,both cycles,2025,Q4-Q1,45.184901231432946,3.7638778959872443,37.80770055529795,52.56210190756794
MEX,homepos,1,MEX,both cycles,2022,Q3-Q2,14.854085124236065,3.062432310911462,8.851717794849598,20.85645245362253
MEX,homepos,1,MEX,both cycles,2025,Q3-Q2,14.260095734306447,2.718106852708494,8.932606302997797,19.587585165615096
MEX,homepos,1,MEX,both cycles,2022,Q4-Q2,39.878399284638135,4.1953103365924465,31.65559102491694,48.101207544359326
MEX,homepos,1,MEX,both cycles,2025,Q4-Q2,28.571639471351205,3.5320073915233947,21.648904983965352,35.49437395873706
MEX,homepos,1,MEX,both cycles,2022,Q4-Q3,25.02431416040207,4.044970248033363,17.09617247425668,32.952455846547466
MEX,homepos,1,MEX,both cycles,2025,Q4-Q3,14.311543737044758,3.283057721521375,7.876750602862863,20.746336871226653
PER,homepos,1,PER,both cycles,2022,Q1,353.6244612467249,2.362707395118806,348.993554752292,358.2553677411577
PER,homepos,1,PER,both cycles,2025,Q1,350.8882151841791,2.967321791075676,345.07226447367077,356.70416589468743
PER,homepos,1,PER,both cycles,2022,Q2,374.0999452847544,3.37693683415511,367.4811490898104,380.71874147969845
PER,homepos,1,PER,both cycles,2025,Q2,370.9995860641637,3.428468851081254,364.2797871160444,377.71938501228294
PER,homepos,1,PER,both cycles,2022,Q3,405.01437625782,4.0988173541371635,396.9806942437112,413.0480582719288
PER,homepos,1,PER,both cycles,2025,Q3,394.3693245967284,3.3542301844984745,387.7950334351114,400.9436157583454
PER,homepos,1,PER,both cycles,2022,Q4,433.2526284322615,3.6006332391041993,426.19538728361726,440.3098695809057
PER,homepos,1,PER,both cycles,2025,Q4,415.4734193308324,4.169070191360084,407.30204175576665,423.6447969058982
PER,homepos,1,PER,both cycles,2022,Q2-Q1,20.47548403802955,3.3528760138561147,13.903847050871565,27.047121025187533
PER,homepos,1,PER,both cycles,2025,Q2-Q1,20.111370879984577,3.3811234594998982,13.484368899364776,26.73837286060438
PER,homepos,1,PER,both cycles,2022,Q3-Q1,51.38991501109513,4.340393586864987,42.88274358083975,59.8970864413505
PER,homepos,1,PER,both cycles,2025,Q3-Q1,43.4811094125493,3.838878100395323,35.95690833577447,51.00531048932413
PER,homepos,1,PER,both cycles,2022,Q4-Q1,79.6281671855366,4.297567409973924,71.20493506198771,88.05139930908548
PER,homepos,1,PER,both cycles,2025,Q4-Q1,64.58520414665333,4.570556647802852,55.626913116959734,73.54349517634691
PER,homepos,1,PER,both cycles,2022,Q3-Q2,30.914430973065578,3.92304574611824,23.225261310673826,38.603600635457326
PER,homepos,1,PER,both cycles,2025,Q3-Q2,23.369738532564725,3.1479208390091715,17.199813688106747,29.539663377022702
PER,homepos,1,PER,both cycles,2022,Q4-Q2,59.15268314750705,4.309442126056654,50.70617658043601,67.59918971457809
PER,homepos,1,PER,both cycles,2025,Q4-Q2,44.47383326666875,4.756595125873961,35.150906819955786,53.79675971338171
PER,homepos,1,PER,both cycles,2022,Q4-Q3,28.23825217444147,4.109019132571587,20.18457467460116,36.29192967428178
PER,homepos,1,PER,both cycles,2025,Q4-Q3,21.104094734104024,4.59979743054353,12.088491770238704,30.119697697969343
URY,homepos,1,URY,both cycles,2022,Q1,362.1229857946552,3.1836143062804005,355.88310175434566,368.3628698349648
URY,homepos,1,URY,both cycles,2025,Q1,376.4059278050432,2.9678255478575415,370.5889897312424,382.22286587884395
URY,homepos,1,URY,both cycles,2022,Q2,397.63252364718227,2.5870430334175896,392.5619193016838,402.7031279926807
URY,homepos,1,URY,both cycles,2025,Q2,394.1926342276094,2.786325962175594,388.7314353417452,399.6538331134736
URY,homepos,1,URY,both cycles,2022,Q3,419.40397603248914,2.930495256919155,413.6602053289276,425.1477467360507
URY,homepos,1,URY,both cycles,2025,Q3,412.57993766869686,3.1303690648884612,406.44441430151545,418.71546103587826
URY,homepos,1,URY,both cycles,2022,Q4,456.4832584548323,3.3714608388403486,449.8751952107052,463.0913216989594
URY,homepos,1,URY,both cycles,2025,Q4,440.4028492658641,3.56777443019844,433.4100113826752,447.39568714905306
URY,homepos,1,URY,both cycles,2022,Q2-Q1,35.509537852527046,3.3298075865468477,28.983114982895223,42.03596072215887
URY,homepos,1,URY,both cycles,2025,Q2-Q1,17.786706422566226,3.5704897365659707,10.788546538896924,24.78486630623553
URY,homepos,1,URY,both cycles,2022,Q3-Q1,57.28099023783392,3.5245491010772128,50.372873999722586,64.18910647594525
URY,homepos,1,URY,both cycles,2025,Q3-Q1,36.17400986365368,3.7100404367536353,28.902330607616555,43.445689119690805
URY,homepos,1,URY,both cycles,2022,Q4-Q1,94.36027266017709,4.06413236533114,86.39457322412805,102.32597209622612
URY,homepos,1,URY,both cycles,2025,Q4-Q1,63.99692146082094,4.743026789776113,54.70058895285976,73.29325396878212
URY,homepos,1,URY,both cycles,2022,Q3-Q2,21.771452385306873,3.2392379352568694,15.422546032203408,28.12035873841034
URY,homepos,1,URY,both cycles,2025,Q3-Q2,18.387303441087454,3.6730501270699873,11.188125192030279,25.58648169014463
URY,homepos,1,URY,both cycles,2022,Q4-Q2,58.85073480765004,4.051614235012193,50.90957090702614,66.79189870827393
URY,homepos,1,URY,both cycles,2025,Q4-Q2,46.21021503825472,4.103670017027062,38.16702180488168,54.253408271627755
URY,homepos,1,URY,both cycles,2022,Q4-Q3,37.07928242234317,3.710771132463563,29.806171002714585,44.352393841971754
URY,homepos,1,URY,both cycles,2025,Q4-Q3,27.822911597167263,4.2193385592575,19.553008021022563,36.09281517331196
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q1,354.5952478923259,1.014202883512198,352.607410240642,356.5830855440098
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q1,357.4421360386354,1.0110175740246685,355.460541593547,359.4237304837238
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q2,379.7625148235201,1.1419596035268156,377.5242740006076,382.00075564643265
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q2,375.270327657274,1.070647410700933,373.17185873230017,377.3687965822478
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q3,402.2701171278648,1.2314836563261757,399.8564091614655,404.68382509426414
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q3,394.89363127528674,1.266540804976598,392.4112112975326,397.3760512530409
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q4,434.3318537997038,1.5089061910561514,431.37439766523374,437.2893099341739
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q4,421.19273162161534,1.534309625116993,418.185484756386,424.19997848684466
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q2-Q1,25.167266931194206,1.200749026624429,22.813798839010325,27.520735023378087
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q2-Q1,17.828191618638584,1.161694604999579,15.551270192839409,20.105113044437758
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q3-Q1,47.67486923553889,1.396995249444752,44.93675854662718,50.4129799244506
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q3-Q1,37.45149523665134,1.401416564860858,34.70471876952406,40.19827170377862
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q4-Q1,79.7366059073779,1.7239055800750145,76.35775097043089,83.11546084432493
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q4-Q1,63.75059558297994,1.7645673508340567,60.29204357534519,67.20914759061469
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q3-Q2,22.507602304344687,1.2262410913666657,20.104169765266022,24.91103484342335
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q3-Q2,19.623303618012756,1.2400617155418088,17.19278265555081,22.0538245804747
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q4-Q2,54.5693389761837,1.6102766203191068,51.41319680035825,57.72548115200915
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q4-Q2,45.922403964341356,1.6133868811158363,42.760165677354316,49.0846422513284
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2022,Q4-Q3,32.061736671839014,1.4940124758495406,29.133472219173914,34.99000112450411
LATAM7,homepos,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,2025,Q4-Q3,26.2991003463286,1.5345289261120998,23.291423651148886,29.306777041508315
ARG,homepos_h,1,ARG,both cycles,2022,Q1,346.5416893846853,2.8046794170285283,341.04451772730937,352.0388610420612
ARG,homepos_h,1,ARG,both cycles,2025,Q1,337.7242451730623,3.0254438230159626,331.794375279951,343.6541150661736
ARG,homepos_h,1,ARG,both cycles,2022,Q2,369.40294579597946,3.321066772204018,362.8936549224596,375.91223666949935
ARG,homepos_h,1,ARG,both cycles,2025,Q2,356.39222417089957,2.9168297636776055,350.67523783409143,362.1092105077077
ARG,homepos_h,1,ARG,both cycles,2022,Q3,391.5796273214638,2.745635235280175,386.1981822603147,396.96107238261294
ARG,homepos_h,1,ARG,both cycles,2025,Q3,379.6912285953663,3.975931955676538,371.89840196224026,387.4840552284923
ARG,homepos_h,1,ARG,both cycles,2022,Q4,412.7854870296302,3.9531518795100795,405.03730934579045,420.53366471346993
ARG,homepos_h,1,ARG,both cycles,2025,Q4,412.33946346537016,4.775174944584557,402.98012057398444,421.6988063567559
ARG,homepos_h,1,ARG,both cycles,2022,Q2-Q1,22.861256411294164,3.1967214454486754,16.59568237821476,29.126830444373567
ARG,homepos_h,1,ARG,both cycles,2025,Q2-Q1,18.66797899783728,3.144066559164336,12.505608541875183,24.83034945379938
ARG,homepos_h,1,ARG,both cycles,2022,Q3-Q1,45.03793793677852,3.585460828242783,38.01043471342266,52.06544116013438
ARG,homepos_h,1,ARG,both cycles,2025,Q3-Q1,41.966983422304,4.253120267898255,33.63086769722342,50.30309914738457
ARG,homepos_h,1,ARG,both cycles,2022,Q4-Q1,66.24379764494489,4.684890598641723,57.061412071607116,75.42618321828267
ARG,homepos_h,1,ARG,both cycles,2025,Q4-Q1,74.61521829230787,5.386386861017531,64.0579000447135,85.17253653990224
ARG,homepos_h,1,ARG,both cycles,2022,Q3-Q2,22.176681525484355,3.7046750216706528,14.915518483009876,29.437844567958834
ARG,homepos_h,1,ARG,both cycles,2025,Q3-Q2,23.299004424466716,3.363622390917381,16.70630453826865,29.89170431066478
ARG,homepos_h,1,ARG,both cycles,2022,Q4-Q2,43.38254123365073,4.058267546257448,35.42833684298613,51.33674562431533
ARG,homepos_h,1,ARG,both cycles,2025,Q4-Q2,55.94723929447059,4.828026622486459,46.48430711439713,65.41017147454406
ARG,homepos_h,1,ARG,both cycles,2022,Q4-Q3,21.205859708166372,3.787599554742154,13.78216458087175,28.629554835460993
ARG,homepos_h,1,ARG,both cycles,2025,Q4-Q3,32.648234870003876,4.171589641820203,24.47191917203628,40.82455056797147
BRA,homepos_h,1,BRA,both cycles,2022,Q1,346.1474257693575,1.8630391455302981,342.4958690441181,349.7989824945969
BRA,homepos_h,1,BRA,both cycles,2025,Q1,341.93062968141146,1.602594996148941,338.7895434889595,345.0717158738634
BRA,homepos_h,1,BRA,both cycles,2022,Q2,362.9189674667263,2.309027996989978,358.393272592626,367.44466234082665
BRA,homepos_h,1,BRA,both cycles,2025,Q2,360.4558850530483,1.8502950385394854,356.8293067775109,364.0824633285857
BRA,homepos_h,1,BRA,both cycles,2022,Q3,390.271178785856,2.373897855638881,385.6183389888038,394.9240185829082
BRA,homepos_h,1,BRA,both cycles,2025,Q3,390.15349108456496,2.780909362964024,384.7029087331555,395.60407343597444
BRA,homepos_h,1,BRA,both cycles,2022,Q4,427.4323553038109,3.4353100180580207,420.69914766841714,434.1655629392046
BRA,homepos_h,1,BRA,both cycles,2025,Q4,426.8566921375067,3.4176156978421686,420.158165369736,433.55521890527734
BRA,homepos_h,1,BRA,both cycles,2022,Q2-Q1,16.771541697368832,2.548048079565861,11.777367461419743,21.76571593331792
BRA,homepos_h,1,BRA,both cycles,2025,Q2-Q1,18.52525537163683,1.8119879646242083,14.973758960973383,22.076751782300278
BRA,homepos_h,1,BRA,both cycles,2022,Q3-Q1,44.12375301649854,3.0117798583817468,38.22066449407032,50.02684153892676
BRA,homepos_h,1,BRA,both cycles,2025,Q3-Q1,48.2228614031535,2.8147405629000146,42.70596989986947,53.73975290643753
BRA,homepos_h,1,BRA,both cycles,2022,Q4-Q1,81.2849295344534,3.972301753423053,73.49921809774422,89.07064097116258
BRA,homepos_h,1,BRA,both cycles,2025,Q4-Q1,84.92606245609522,3.536184038441221,77.99514174075043,91.85698317144002
BRA,homepos_h,1,BRA,both cycles,2022,Q3-Q2,27.352211319129708,2.5458290334902647,22.36238641348879,32.342036224770624
BRA,homepos_h,1,BRA,both cycles,2025,Q3-Q2,29.69760603151667,2.5999882218683545,24.601629116654696,34.79358294637865
BRA,homepos_h,1,BRA,both cycles,2022,Q4-Q2,64.51338783708457,3.97975552026749,56.71306701736029,72.31370865680884
BRA,homepos_h,1,BRA,both cycles,2025,Q4-Q2,66.40080708445839,3.344120325542929,59.84633124639425,72.95528292252253
BRA,homepos_h,1,BRA,both cycles,2022,Q4-Q3,37.16117651795486,3.436600253652106,30.425440020796728,43.896913015112986
BRA,homepos_h,1,BRA,both cycles,2025,Q4-Q3,36.70320105294172,3.150657373176752,30.52791260151529,42.878489504368154
CHL,homepos_h,1,CHL,both cycles,2022,Q1,382.1419965686742,2.9549589562601946,376.3502770144042,387.9337161229442
CHL,homepos_h,1,CHL,both cycles,2025,Q1,375.8199928880359,2.679589666840435,370.5679971410287,381.07198863504317
CHL,homepos_h,1,CHL,both cycles,2022,Q2,407.7015965928094,3.5194619528169695,400.8034511652881,414.59974202033067
CHL,homepos_h,1,CHL,both cycles,2025,Q2,396.78502799782234,3.568171287833157,389.7914122736694,403.7786437219753
CHL,homepos_h,1,CHL,both cycles,2022,Q3,421.87167637686326,2.986413365095371,416.01830618127633,427.7250465724502
CHL,homepos_h,1,CHL,both cycles,2025,Q3,408.63818884602705,3.1821296114681474,402.4012148075495,414.8751628845046
CHL,homepos_h,1,CHL,both cycles,2022,Q4,443.14243919939565,3.7482319872385452,435.7959045044081,450.4889738943832
CHL,homepos_h,1,CHL,both cycles,2025,Q4,438.3899786369666,2.978647295942145,432.55182993692,444.2281273370132
CHL,homepos_h,1,CHL,both cycles,2022,Q2-Q1,25.559600024135193,4.1916740027496315,17.343918978745915,33.77528106952447
CHL,homepos_h,1,CHL,both cycles,2025,Q2-Q1,20.965035109786413,3.613153638355297,13.883253978610032,28.046816240962794
CHL,homepos_h,1,CHL,both cycles,2022,Q3-Q1,39.729679808189076,4.374576095590486,31.155510660831723,48.30384895554643
CHL,homepos_h,1,CHL,both cycles,2025,Q3-Q1,32.81819595799112,3.463051971582306,26.030614093689803,39.60577782229244
CHL,homepos_h,1,CHL,both cycles,2022,Q4-Q1,61.000442630721466,4.294034182302327,52.584135633408906,69.41674962803403
CHL,homepos_h,1,CHL,both cycles,2025,Q4-Q1,62.56998574893066,4.1586800364816225,54.41897287742668,70.72099862043464
CHL,homepos_h,1,CHL,both cycles,2022,Q3-Q2,14.170079784053883,3.8468720562718075,6.63021055376114,21.709949014346627
CHL,homepos_h,1,CHL,both cycles,2025,Q3-Q2,11.853160848204709,3.672053598809572,4.655935794537948,19.050385901871472
CHL,homepos_h,1,CHL,both cycles,2022,Q4-Q2,35.44084260658627,4.059688340465667,27.483853459273565,43.39783175389898
CHL,homepos_h,1,CHL,both cycles,2025,Q4-Q2,41.60495063914425,3.957010202095686,33.849210643036706,49.36069063525179
CHL,homepos_h,1,CHL,both cycles,2022,Q4-Q3,21.27076282253239,4.24260139069883,12.955264096762683,29.586261548302097
CHL,homepos_h,1,CHL,both cycles,2025,Q4-Q3,29.75178979093954,3.907522126890324,22.093046422234504,37.41053315964457
COL,homepos_h,1,COL,both cycles,2022,Q1,351.73789852914706,2.8736284541310493,346.1055867590502,357.3702102992439
COL,homepos_h,1,COL,both cycles,2025,Q1,349.69931946392217,2.4259225330971095,344.94451129905184,354.4541276287925
COL,homepos_h,1,COL,both cycles,2022,Q2,365.75426241963726,3.847304773252262,358.2135450640628,373.2949797752117
COL,homepos_h,1,COL,both cycles,2025,Q2,365.40895850075503,2.8689991979536202,359.7857200727659,371.03219692874416
COL,homepos_h,1,COL,both cycles,2022,Q3,392.2427596194863,4.06704516938123,384.2713510874991,400.21416815147353
COL,homepos_h,1,COL,both cycles,2025,Q3,393.62223542137116,5.236888710305794,383.3579335491718,403.88653729357054
COL,homepos_h,1,COL,both cycles,2022,Q4,430.4581898246248,5.549205149424747,419.58174773175233,441.3346319174973
COL,homepos_h,1,COL,both cycles,2025,Q4,425.1388566493027,4.138889548271197,417.0266331346911,433.25108016391425
COL,homepos_h,1,COL,both cycles,2022,Q2-Q1,14.016363890490197,3.441235776822933,7.271541767917249,20.761186013063146
COL,homepos_h,1,COL,both cycles,2025,Q2-Q1,15.709639036832868,3.271560215066747,9.297381015302044,22.121897058363693
COL,homepos_h,1,COL,both cycles,2022,Q3-Q1,40.50486109033926,4.09204828352245,32.48444645463526,48.52527572604326
COL,homepos_h,1,COL,both cycles,2025,Q3-Q1,43.92291595744899,5.342903042165059,33.45082599480548,54.39500592009251
COL,homepos_h,1,COL,both cycles,2022,Q4-Q1,78.72029129547775,5.92940563995671,67.0986562411626,90.3419263497929
COL,homepos_h,1,COL,both cycles,2025,Q4-Q1,75.43953718538052,4.854902769892623,65.92392775639098,84.95514661437005
COL,homepos_h,1,COL,both cycles,2022,Q3-Q2,26.488497199849064,3.4127277661653412,19.799550778164996,33.17744362153313
COL,homepos_h,1,COL,both cycles,2025,Q3-Q2,28.213276920616124,4.430522025958954,19.529453749736575,36.89710009149567
COL,homepos_h,1,COL,both cycles,2022,Q4-Q2,64.70392740498755,5.8216046824217145,53.29358222744099,76.11427258253411
COL,homepos_h,1,COL,both cycles,2025,Q4-Q2,59.72989814854765,4.3204764198381005,51.26176436566497,68.19803193143032
COL,homepos_h,1,COL,both cycles,2022,Q4-Q3,38.21543020513849,5.46599785204493,27.502074415130426,48.928785995146555
COL,homepos_h,1,COL,both cycles,2025,Q4-Q3,31.516621227931523,4.4099661884079,22.87308749865204,40.160154957211006
MEX,homepos_h,1,MEX,both cycles,2022,Q1,367.9527623589291,2.5916033602942643,362.8732197727523,373.03230494510586
MEX,homepos_h,1,MEX,both cycles,2025,Q1,361.457865250335,2.1105108439022766,357.3212639962865,365.59446650438343
MEX,homepos_h,1,MEX,both cycles,2022,Q2,386.74398280578464,2.8017957316919904,381.25246317166835,392.2355024399009
MEX,homepos_h,1,MEX,both cycles,2025,Q2,381.66195142880053,2.864319838988145,376.04788454438375,387.2760183132173
MEX,homepos_h,1,MEX,both cycles,2022,Q3,406.0032635615874,3.369616784081008,399.39881466478863,412.6077124583862
MEX,homepos_h,1,MEX,both cycles,2025,Q3,396.4765571382198,2.5205247317273427,391.5363286640342,401.41678561240536
MEX,homepos_h,1,MEX,both cycles,2022,Q4,423.29880820897296,4.0997312383659565,415.2633349817757,431.3342814361702
MEX,homepos_h,1,MEX,both cycles,2025,Q4,413.79304592843266,3.2141003609157255,407.49340922103784,420.0926826358275
MEX,homepos_h,1,MEX,both cycles,2022,Q2-Q1,18.79122044685556,3.019557816822447,12.872887125883565,24.709553767827558
MEX,homepos_h,1,MEX,both cycles,2025,Q2-Q1,20.20408617846556,3.2039869282507607,13.924271799094068,26.48390055783705
MEX,homepos_h,1,MEX,both cycles,2022,Q3-Q1,38.050501202658324,3.7657663158734227,30.669599223546417,45.431403181770236
MEX,homepos_h,1,MEX,both cycles,2025,Q3-Q1,35.01869188788481,2.8552467459280417,29.42240826586585,40.61497550990377
MEX,homepos_h,1,MEX,both cycles,2022,Q4-Q1,55.34604585004388,4.747597056835321,46.04075561864665,64.65133608144112
MEX,homepos_h,1,MEX,both cycles,2025,Q4-Q1,52.335180678097686,3.8120340514356807,44.86359393728375,59.80676741891162
MEX,homepos_h,1,MEX,both cycles,2022,Q3-Q2,19.259280755802763,3.358066602195186,12.677470215500199,25.841091296105326
MEX,homepos_h,1,MEX,both cycles,2025,Q3-Q2,14.814605709419254,2.5566626631302922,9.803546889683883,19.825664529154626
MEX,homepos_h,1,MEX,both cycles,2022,Q4-Q2,36.55482540318832,4.315361128630811,28.09671759107193,45.012933215304706
MEX,homepos_h,1,MEX,both cycles,2025,Q4-Q2,32.13109449963213,3.676372227869415,24.925404933008075,39.33678406625618
MEX,homepos_h,1,MEX,both cycles,2022,Q4-Q3,17.295544647385555,3.8687048306940333,9.71288317922525,24.878206115545858
MEX,homepos_h,1,MEX,both cycles,2025,Q4-Q3,17.316488790212873,3.074530430336476,11.29040914675338,23.342568433672366
PER,homepos_h,1,PER,both cycles,2022,Q1,357.87177405810274,2.7620057442700556,352.45824279933345,363.28530531687204
PER,homepos_h,1,PER,both cycles,2025,Q1,350.80886198418705,2.9045976290235203,345.11585063130093,356.50187333707316
PER,homepos_h,1,PER,both cycles,2022,Q2,376.9591712213834,3.2482406769661645,370.5926194945297,383.32572294823706
PER,homepos_h,1,PER,both cycles,2025,Q2,368.81825666513487,3.0241934268202932,362.8908375485671,374.74567578170263
PER,homepos_h,1,PER,both cycles,2022,Q3,403.9984820689286,3.788592415940067,396.57284093368605,411.4241232041711
PER,homepos_h,1,PER,both cycles,2025,Q3,395.59310706291836,3.7582418933692114,388.2269529519147,402.959261173922
PER,homepos_h,1,PER,both cycles,2022,Q4,433.209517490334,3.613007433827568,426.128022920032,440.29101206063604
PER,homepos_h,1,PER,both cycles,2025,Q4,420.3029897259768,4.008874728786039,412.44559525755614,428.1603841943974
PER,homepos_h,1,PER,both cycles,2022,Q2-Q1,19.087397163280627,3.2483343453680247,12.720661846359299,25.454132480201956
PER,homepos_h,1,PER,both cycles,2025,Q2-Q1,18.00939468094782,3.205637954428218,11.726344290268514,24.292445071627128
PER,homepos_h,1,PER,both cycles,2022,Q3-Q1,46.12670801082584,4.041895153603608,38.204593509762766,54.04882251188891
PER,homepos_h,1,PER,both cycles,2025,Q3-Q1,44.78424507873132,3.7612290798455073,37.412236082234124,52.15625407522851
PER,homepos_h,1,PER,both cycles,2022,Q4-Q1,75.33774343223126,4.123393727552379,67.2558917262286,83.41959513823393
PER,homepos_h,1,PER,both cycles,2025,Q4-Q1,69.49412774178973,4.352137385294079,60.96393846661333,78.02431701696612
PER,homepos_h,1,PER,both cycles,2022,Q3-Q2,27.03931084754521,4.131383389434724,18.94179940425315,35.13682229083727
PER,homepos_h,1,PER,both cycles,2025,Q3-Q2,26.774850397783496,3.5091760998015795,19.8968652421724,33.65283555339459
PER,homepos_h,1,PER,both cycles,2022,Q4-Q2,56.250346268950636,4.404896510671264,47.61674910803496,64.88394342986632
PER,homepos_h,1,PER,both cycles,2025,Q4-Q2,51.484733060841904,4.782483354516684,42.1110656859892,60.858400435694605
PER,homepos_h,1,PER,both cycles,2022,Q4-Q3,29.211035421405427,4.29439811582619,20.794015114386095,37.628055728424755
PER,homepos_h,1,PER,both cycles,2025,Q4-Q3,24.70988266305841,4.51069055981504,15.86892916582093,33.55083616029589
URY,homepos_h,1,URY,both cycles,2022,Q1,368.52587921543073,2.8978444901069773,362.84610401482104,374.20565441604043
URY,homepos_h,1,URY,both cycles,2025,Q1,372.9703115004137,2.960590604603426,367.16755391539095,378.7730690854364
URY,homepos_h,1,URY,both cycles,2022,Q2,400.5652257992666,2.798665068838756,395.07984226434263,406.0506093341906
URY,homepos_h,1,URY,both cycles,2025,Q2,394.60985755597596,2.903759230965255,388.91848946328406,400.30122564866787
URY,homepos_h,1,URY,both cycles,2022,Q3,422.5429592672805,2.549931433736174,417.54509365715757,427.5408248774034
URY,homepos_h,1,URY,both cycles,2025,Q3,416.9273892846069,3.5350609705837766,409.99866978226265,423.8561087869511
URY,homepos_h,1,URY,both cycles,2022,Q4,452.6744848240768,3.7855600044920865,445.2547872152723,460.09418243288127
URY,homepos_h,1,URY,both cycles,2025,Q4,444.0281305243872,3.0035966261170097,438.1410811371979,449.91517991157656
URY,homepos_h,1,URY,both cycles,2022,Q2-Q1,32.03934658383588,3.0935105251424244,25.976065954556727,38.10262721311503
URY,homepos_h,1,URY,both cycles,2025,Q2-Q1,21.639546055562278,3.7899285905595326,14.211286018065593,29.067806093058962
URY,homepos_h,1,URY,both cycles,2022,Q3-Q1,54.017080051849746,3.5368889689258216,47.08477767275514,60.949382430944354
URY,homepos_h,1,URY,both cycles,2025,Q3-Q1,43.95707778419319,4.364467486036132,35.40272151156237,52.51143405682401
URY,homepos_h,1,URY,both cycles,2022,Q4-Q1,84.14860560864605,4.251930668842134,75.81482149771547,92.48238971957663
URY,homepos_h,1,URY,both cycles,2025,Q4-Q1,71.05781902397354,4.227845345285728,62.77124214721351,79.34439590073356
URY,homepos_h,1,URY,both cycles,2022,Q3-Q2,21.977733468013867,3.4015237878978497,15.31074684373408,28.644720092293653
URY,homepos_h,1,URY,both cycles,2025,Q3-Q2,22.31753172863091,4.022709867214858,14.43302038888979,30.20204306837203
URY,homepos_h,1,URY,both cycles,2022,Q4-Q2,52.10925902481017,4.328074535428715,43.62623293536989,60.59228511425045
URY,homepos_h,1,URY,both cycles,2025,Q4-Q2,49.41827296841126,3.8871664495479417,41.799426727297295,57.03711920952522
URY,homepos_h,1,URY,both cycles,2022,Q4-Q3,30.131525556796305,3.8721731051047374,22.542066270791018,37.72098484280159
