cnt,index,wave,group,statistic,computed,official,difference,source_table
CHL,escs,change,Q3,se,4.875790888073508,4.83652,0.0392708880735082,Table I.B1.2b.24
CHL,escs,2022,Q4,estimate,452.85221006260934,452.85221,6.260933105295408e-08,Table I.B1.2b.24
CHL,escs,2022,Q4,se,3.4815033167737583,3.4917700000000003,-0.010266683226241913,Table I.B1.2b.24
CHL,escs,2025,Q4,estimate,447.28867092451276,447.33451,-0.04583907548726529,Table I.B1.2b.24
CHL,escs,2025,Q4,se,3.386007518513173,3.3640700000000003,0.021937518513172716,Table I.B1.2b.24
CHL,escs,change,Q4,estimate,-5.563539138096587,-5.5177000000000005,-0.045839138096586574,Table I.B1.2b.24
CHL,escs,change,Q4,se,5.007425711893728,4.99978,0.007645711893728091,Table I.B1.2b.24
CHL,escs,2022,Q4-Q1,estimate,69.10990925973618,69.10591000000001,0.003999259736175986,Table I.B1.2b.24
CHL,escs,2022,Q4-Q1,se,4.207909104554228,4.22132,-0.01341089544577212,Table I.B1.2b.24
CHL,escs,2025,Q4-Q1,estimate,69.69662376818337,69.79706,-0.10043623181663008,Table I.B1.2b.24
CHL,escs,2025,Q4-Q1,se,4.858481224173249,4.829230000000001,0.029251224173248325,Table I.B1.2b.24
CHL,escs,change,Q4-Q1,estimate,0.5867145084471872,0.69115,-0.10443549155281284,Table I.B1.2b.24
CHL,escs,change,Q4-Q1,se,6.4273897375088715,6.41413,0.013259737508871439,Table I.B1.2b.24
COL,escs,2022,Q1,estimate,351.657763356477,351.66169,-0.003926643523016082,Table I.B1.2b.24
COL,escs,2022,Q1,se,3.2933821352429393,3.2838000000000003,0.00958213524293905,Table I.B1.2b.24
COL,escs,2025,Q1,estimate,350.4688905562199,350.47443000000004,-0.005539443780151032,Table I.B1.2b.24
